n_harmonics,base_freq,magnitudes,instruments
7,2.721082054730685,"[-1.17165925 -0.31601578 -0.75500133 -0.13070298  0.11364239  2.46639966
  0.92514621]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9965740081233196,0.885576251340957
-2.995701631551836,0.8743024669088942
-2.9751069338248,0.16934314657373822
-2.9715432567701217,0.044505794370003855
-2.9652009214251334,-0.17108686646269675
-2.9416179948115673,-0.8578043050457284
-2.9294551910129543,-1.1437012013835663
-2.9256561688866154,-1.2172895395112382
-2.9126187615261054,-1.4511434962028933
-2.904633176816808,-1.535107911325069
-2.903689255907021,-1.5536924612531409
-2.9036646798901597,-1.5595134946035651
-2.9023790941325402,-1.5687502493615988
-2.8991468827436373,-1.60857987717648
-2.892639724130216,-1.634386063131987
-2.879652358956209,-1.671173723225525
-2.877990018287619,-1.6671923459495364
-2.863987073830475,-1.6002057499662443
-2.8632784449704793,-1.610084565449926
-2.861269001319637,-1.5856891896021303
-2.8488905736141614,-1.4586277334988653
-2.8351035401270317,-1.2586520750017232
-2.8269987684927202,-1.1286539946031044
-2.822287536935379,-1.0357781274408422
-2.821100199360864,-1.018212723706926
-2.8201906801537944,-1.0032172988997106
-2.814371796750221,-0.8929603786069263
-2.8077117884076923,-0.7529924399223399
-2.8070408095599872,-0.7335652661513059
-2.7987375028566177,-0.5738643973394881
-2.7961495266396406,-0.5259499225926184
-2.788091302234136,-0.36289607434515164
-2.785683417619013,-0.2986073497837598
-2.783195267177403,-0.24664092588030098
-2.780090760327284,-0.19642885535631596
-2.769025182215776,0.0387460732982905
-2.7618773943523003,0.16578540201157468
-2.7593939116789126,0.20305856481487924
-2.7551936485676913,0.28620834005589874
-2.751606461816296,0.3507386727399834
-2.7467751225564143,0.43939606458548025
-2.745930095929678,0.46108550665961523
-2.741345589150476,0.5190439550751363
-2.740715639925275,0.5441694710266037
-2.7400633174135063,0.5432387442676871
-2.721078990937933,0.8066094523564561
-2.7188978489412223,0.8218533616420879
-2.71798520917272,0.8437679525834896
-2.7129452263172418,0.8953862100275537
-2.7118796081482754,0.9048505863904817
-2.7073081967483197,0.9492655389820309
-2.6900242098698937,1.095494626591621
-2.689129557288216,1.0881632608108154
-2.6852671678744615,1.114403989862551
-2.6837800576214677,1.1227614721084547
-2.682116280964869,1.1334039846470252
-2.6775039678868584,1.1518367707050066
-2.6769220303616477,1.1552995965884452
-2.676837578120189,1.1525594339203449
-2.6656281641892052,1.1950446366179495
-2.6645178685168105,1.202594658930632
-2.6626330521178154,1.2001245545841335
-2.649299636066283,1.2161886423901074
