n_harmonics,base_freq,magnitudes,instruments
8,4.671698369690213,"[ 0.09928908  0.4926952   0.70423587 -0.19187388  1.59260046 -0.23861443
  0.25325016  0.24248118]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.996797722520199,0.3440650290613274
-2.9942298693498666,0.41583990727257175
-2.989429901161209,0.546899724509517
-2.987916843657716,0.6171261914671705
-2.987021772581867,0.5942343232276963
-2.984700353785205,0.6577202447335594
-2.9778615789481693,0.6535529845851372
-2.966787073542455,0.42575891263722965
-2.9642060918832254,0.3628861570293043
-2.9526915609724087,-0.12468670435220001
-2.9383020971516807,-1.0563627344682822
-2.926975472755612,-1.7842720958165295
-2.921359229168009,-2.0975930832108243
-2.9199429528307936,-2.181262781991881
-2.9112968076938737,-2.5809906161958334
-2.908943151804656,-2.6208174427991713
-2.904984605071654,-2.7647619956444527
-2.895752988954568,-2.9032384181460698
-2.8936254240411494,-2.8969384912125444
-2.889091927536313,-2.815208279517565
-2.8835069178066997,-2.644896135459134
-2.8750437083962392,-2.2853341944722474
-2.870425619754278,-1.9898176907779679
-2.8684216925844765,-1.8605969784311822
-2.8559184139016622,-0.8906540227917298
-2.849415578476351,-0.28650703128413146
-2.84758200342087,-0.1426304180605307
-2.836451521560348,0.8311972141681372
-2.819873250050136,2.0885401947020745
-2.819085616796177,2.0898920404320163
-2.804504199134458,2.6585152855541723
-2.803971606272129,2.701041068695669
-2.8033563607082232,2.6674131741503833
-2.8031130201025682,2.669986645769656
-2.8024214253754245,2.693222537829204
-2.7973034544424786,2.690540259117873
-2.7868104240869043,2.495093622989882
-2.7850985441515936,2.4738386947411137
-2.7764245409286685,2.010193400050535
-2.7711028306983896,1.678011799639144
-2.769351179137767,1.5730587825910074
-2.7675489793756336,1.420103505287411
-2.7378503110767136,-1.0035602081526513
-2.723510224698823,-1.922446983979263
-2.715546050413086,-2.273361592226418
-2.7090053747269405,-2.4633984595910117
-2.705295019379812,-2.5185080119843164
-2.70082729720908,-2.5590380171953377
-2.697169235158816,-2.528704442229616
-2.695119777340714,-2.483180499159461
-2.6913200858982753,-2.4086433670822434
-2.68728007024178,-2.287791684831759
-2.6867784069765106,-2.2700455937001784
-2.6814643385022636,-2.0422226058098287
-2.6710983925371035,-1.486767405371783
-2.6649435994436717,-1.0730153300219887
-2.649679397410125,-0.13420750933034759
-2.6437413609900036,0.305406741847052
-2.639990849589247,0.521205258043715
