n_harmonics,base_freq,magnitudes,instruments
8,3.8296434964120616,"[ 0.19479796 -2.44162804  0.09606989  1.63711433 -0.83647837  0.64689782
  1.20138998 -0.22571089]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997390677444153,0.27441657589482044
-2.993649075478708,0.3942879261073573
-2.990220032675757,0.49235304232015176
-2.9866657397695926,0.5826175557828829
-2.9854301069644995,0.6174303904354354
-2.9721923033350857,0.8728404157518187
-2.9702478005697746,0.8990649426412292
-2.968322905755417,0.9205427295863159
-2.9640806175731695,0.9482179409917569
-2.9567261460375933,0.9763968851749033
-2.9505520755888357,0.9566188182340167
-2.9485627713712512,0.9433391596572688
-2.9390565692450603,0.8284753411969978
-2.928524899442203,0.6149338935455604
-2.9177475428648343,0.3378809763133977
-2.9042559799694274,-0.070345662380782
-2.902653734147532,-0.12485720741863211
-2.898706675449742,-0.24173208945875108
-2.892039174940758,-0.45014413064105313
-2.8874678902112025,-0.5837618549855845
-2.8838676242924395,-0.6883126484563685
-2.880221041783849,-0.7986231057239074
-2.87985484195615,-0.8073084744457657
-2.87961706712436,-0.8155655905557453
-2.8761361800810494,-0.9025866138693547
-2.8708020713484412,-1.0373991722652351
-2.8654232457162974,-1.1579673449652665
-2.853294024808318,-1.3887393763906197
-2.841898074067667,-1.537174155783349
-2.839724765388386,-1.5652523424944327
-2.8273565635987326,-1.6591913406003833
-2.8148146507001597,-1.7131188188000899
-2.8072912775755228,-1.7316552437185326
-2.806787467184108,-1.7322532638068586
-2.8043549557391865,-1.7368438624113425
-2.8005573350055406,-1.7457572645534196
-2.79969213940564,-1.7434280730570175
-2.7948694613660026,-1.7565975444500004
-2.783947254695032,-1.7809669104264816
-2.7792626778600904,-1.7892507013835597
-2.777385943980537,-1.7975121138496337
-2.76636586296645,-1.82938406432306
-2.7593903607556065,-1.8436076613457004
-2.7548269977099604,-1.8575537894304066
-2.7531530403508198,-1.8596023341495493
-2.750188872830507,-1.8612321959471159
-2.7486910799214934,-1.8713636389311374
-2.74726984346601,-1.8681342674088486
-2.74572623086246,-1.870955321971068
-2.7418722355767966,-1.8695172817905394
-2.7388993919877684,-1.868559149619796
-2.7368621171046983,-1.8656727758249079
-2.7357918332843205,-1.8609361966491982
-2.7340291236767915,-1.8563281288907363
-2.72674825276557,-1.818674672726412
-2.720036381674829,-1.7542700227931534
-2.6898511960717815,-1.1013964587792415
-2.687473118259849,-1.0185979215716001
-2.682849971723541,-0.8396870605449546
