n_harmonics,base_freq,magnitudes,instruments
10,3.762718185241545,"[-1.25183374 -1.33503685 -0.37608717 -0.77609144 -0.42428926 -1.19523748
 -1.54585989 -1.46573541  0.50591934 -0.29999929]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995175618479971,0.8272276271607968
-2.9912207021524067,0.670121962563614
-2.988114298720571,0.5197626476118152
-2.986709252407171,0.4321702076930834
-2.9844022039708804,0.3076001968128418
-2.9781435290674176,-0.1341523369858648
-2.972804736165584,-0.5349989331004681
-2.969915331472123,-0.7819353026220478
-2.9695039050867793,-0.8202087370630182
-2.9604896854985,-1.5968843237893444
-2.9557963931719,-1.9965402852499787
-2.953952196852507,-2.1451044166379627
-2.9514675389941853,-2.357260626796584
-2.9354230009293305,-3.4185749285017915
-2.92998537316116,-3.6438441438133893
-2.9129177205590704,-3.709054638543159
-2.9075918618453453,-3.526523370951257
-2.9032703323320144,-3.3022626229631307
-2.8971627911226854,-2.8861328602964176
-2.896732366287201,-2.855261883020321
-2.8865651484497854,-1.9204352799328253
-2.864850048211269,0.6539864801041749
-2.8623427535081736,0.9627102773997369
-2.860302403563359,1.2149958960705296
-2.856018454042502,1.7227534866122471
-2.854928108787793,1.8533412345886662
-2.8448301107679406,2.930094880668464
-2.83323460391332,3.8663947714017946
-2.8330896493044415,3.877819971923091
-2.82579985756524,4.261835249778446
-2.8214412171800802,4.408510225741362
-2.8204187923969997,4.431573415073894
-2.8141428580902432,4.5223317603597595
-2.8118497651118677,4.519430463403907
-2.804251492085765,4.394508115311173
-2.801171978814606,4.30027243697873
-2.7777800265565893,2.9194742458922014
-2.768073118813585,2.1696547725144133
-2.7631086951471944,1.7897661197187116
-2.753506981196776,1.0829396724792764
-2.7426747726055942,0.4312482024443602
-2.7372297557085914,0.1639723829626529
-2.727398879257558,-0.16534707217756808
-2.710018086010148,-0.3452414585360398
-2.701655709018499,-0.28521772561304426
-2.7013912474904678,-0.27484341542125046
-2.7010786279070373,-0.2762775418127372
-2.697083847965012,-0.22124710924841778
-2.69530143884393,-0.19626968680207593
-2.688438925677948,-0.08756288490775238
-2.6874212924585104,-0.06645665575370474
-2.6792224113444245,0.07666119211397289
-2.6728815954818006,0.17135837702657108
-2.6643459764210786,0.2732822979672137
-2.658713358764568,0.2902765171153854
-2.6468204357059864,0.2570829350963948
-2.645768408315992,0.2472448077846674
-2.6438389932294433,0.22509593496066171
-2.64193203077042,0.2100194421450463
-2.628521926287446,-0.0002469825142984084
-2.6263596909998994,-0.03949064692377932
-2.6206026755752108,-0.1417780757849103
-2.619181777416305,-0.16643092334026036
-2.609485795312332,-0.31417945933112185
-2.6019745624827006,-0.3784863690412227
-2.601839619142749,-0.3776995107956104
-2.5854321964706966,-0.25294356934544804
-2.584596690037936,-0.23394677363684832
-2.578457040179241,-0.0729326111008601
-2.572243475612134,0.16653070507869303
-2.5649006251826143,0.513410995862595
-2.561898214939171,0.6826734767646593
-2.5585993107798117,0.8883293658310414
-2.5585554011912586,0.8822531044967467
-2.5585446394305906,0.879041922208514
-2.5501073586014797,1.4403010770083622
-2.5483506784362655,1.565093300907844
-2.54642467113543,1.7000155014653426
-2.5372948262872077,2.3642496727584126
-2.5356810274062025,2.481303434473211
-2.535332084753138,2.5104080065328462
-2.5343499199711896,2.574605322240205
-2.5342297678122154,2.5847549342361704
-2.52024625934172,3.5084443467288087
-2.5159420363420706,3.743917789501602
-2.5139248887126664,3.8390452493963543
-2.5110936584800054,3.9604431667845095
-2.504942816678179,4.182022857832077
-2.503686031519603,4.21915708096906
-2.5006865705649926,4.280121172741277
-2.4818710240756197,4.177360933892011
-2.4789536985569205,4.081227581168196
-2.4652502702962495,3.380046904347228
-2.4638364996362068,3.285616222662017
-2.463214445705046,3.245097470712372
-2.4526005663464723,2.438693128780899
-2.4511810917151555,2.317269512851276
