n_harmonics,base_freq,magnitudes,instruments
9,2.579424402341357,"[-0.89138753 -0.72064209 -0.7603055  -0.46860281  1.15336313 -1.58354619
 -0.16726961 -1.17085299 -1.03065398]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.991136113718737,-4.739324342642771
-2.990094520330988,-4.730583751642015
-2.989164180333706,-4.730726632555941
-2.987620168619913,-4.72001534706862
-2.981287046765213,-4.656259782802905
-2.97789487335567,-4.60949508644752
-2.9731681223294224,-4.532673693565562
-2.9651219136234057,-4.380258352551298
-2.95509149079033,-4.132391084137597
-2.9530044555138537,-4.055776094731352
-2.9506523428110416,-3.9854523693866466
-2.936712595920027,-3.5312015761279776
-2.9338817358167546,-3.409751860857192
-2.925648937610648,-3.091558927582288
-2.9226823176037966,-2.9674308963609204
-2.9204813152590106,-2.8801566287373905
-2.907674392143085,-2.357906783774917
-2.901917578049037,-2.1080254845618933
-2.8971461266652776,-1.9178623255885658
-2.8969304108923426,-1.894694067393593
-2.893851866166549,-1.7733760132320426
-2.8805908723217093,-1.24926559373016
-2.8595253599190023,-0.5348223992272024
-2.850463671425675,-0.28305620511155666
-2.849965607280022,-0.27872351206481966
-2.8440816641244115,-0.13583816007542668
-2.84276359268227,-0.09431984723278748
-2.8412561406081744,-0.06560460196664013
-2.832187260328322,0.09531871127915187
-2.8271932909983635,0.17624234747528864
-2.806459764539526,0.3678324581394288
-2.8018310947982297,0.3898164267530819
-2.796578716256037,0.4043097484858821
-2.7921270973600527,0.4002423570926303
-2.788643254665941,0.3839257889120427
-2.7857089367570294,0.3888630011940081
-2.784795486958129,0.39305753992195064
-2.7802627974516634,0.36947795753760243
-2.7691756073185054,0.32284011709068394
-2.7653965915045404,0.3002610974239944
-2.7648773843711627,0.29856759287397083
-2.7579722007750207,0.2514285153834453
-2.7535135988580954,0.21576410010060784
-2.7467290954209638,0.17283704360488109
-2.7463980206281278,0.16733853231564638
-2.742605356821473,0.14619647872064545
-2.740608158442523,0.13542633079866326
-2.7256312969071645,0.03521294539644008
-2.715540599273306,-0.02366718030905375
-2.7144214936883024,-0.02778575188237118
-2.712986358899604,-0.030728000483080695
-2.6891241280254548,-0.10600624064244961
-2.6861474334365782,-0.11869277780915742
-2.683613739223819,-0.12050186626860927
-2.6776744953274676,-0.13660182228996584
-2.6763169402473252,-0.1333092795453105
-2.6626520632330903,-0.14698135506242063
-2.6609491341681473,-0.1438235592372876
-2.659383543678759,-0.1422981302200114
-2.642410745052475,-0.16448418218308233
-2.6367957966659032,-0.17483510510694303
