n_harmonics,base_freq,magnitudes,instruments
9,4.0233673399932925,"[-1.83397201 -0.23989629 -0.86179877 -1.24371706  0.49473096  0.56579506
  0.03604324  1.06126397  0.05472153]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9961171029853118,-1.77476187019559
-2.989643402972918,-1.8471173123380114
-2.9890739091144383,-1.8627063475038501
-2.973893423820802,-2.1134124816552022
-2.968536381839222,-2.2000159823205463
-2.9650531980366743,-2.2621899978913516
-2.9435652912159047,-2.412413971545438
-2.942688390380244,-2.3988845661642957
-2.933619177431365,-2.3569605571858037
-2.932995760227181,-2.347837786021935
-2.9270500020966472,-2.2756875322863603
-2.9248872459902993,-2.224144153386371
-2.919780867503885,-2.1225859882991336
-2.915617075784593,-2.0024732635752254
-2.912502023385708,-1.9105975141299878
-2.906028192778332,-1.7157085987072374
-2.88477196084723,-0.7467504708611455
-2.8749719438959884,-0.2598989574523629
-2.872131793865679,-0.0903534394328814
-2.867100528207022,0.17266624298941374
-2.8650907311422023,0.2842737971856051
-2.8644605280501936,0.30278117749423544
-2.853293411040933,0.8957507758798045
-2.8488026006395284,1.1292870282609389
-2.8456957120644097,1.288117235278462
-2.8421234818623358,1.4647446299751332
-2.8330061211303903,1.858238518302813
-2.830639175758713,1.9551171306569426
-2.824852560693016,2.208442760253573
-2.823415486966991,2.2259889567987985
-2.819010215732124,2.423494434884993
-2.815661556578605,2.5271523813884578
-2.8140653190270104,2.5865120246275084
-2.8129401219009096,2.6130266699555484
-2.8125017316349434,2.6275884379616397
-2.8122830875216254,2.629228900860358
-2.811855459348461,2.657071884222313
-2.808332461208426,2.7500587837502826
-2.7927308459408717,3.108894224983662
-2.783637906837393,3.238689881308426
-2.779046566542156,3.2751923048123257
-2.7776067952806356,3.3019228270534136
-2.776534125509882,3.2923309914163204
-2.7756319551846866,3.309430756922148
-2.7599115730521637,3.2387001708627725
-2.758566935306823,3.2363648639370157
-2.7546689824962582,3.165766780696163
-2.749004210737545,3.045293850291192
-2.7418050517774866,2.863715093830975
-2.735657505939022,2.6301286960923633
-2.734827307957582,2.616419479530525
-2.7289241830812787,2.352077832141825
-2.727123891185408,2.277856137122569
-2.7199670608416953,1.9126768205150748
-2.7193088268060404,1.8927707738381638
-2.702042095957399,0.7981203447890267
-2.687140161291249,-0.2564684867204191
-2.683122708683758,-0.5313014965579927
-2.6792352677453923,-0.7962903878654396
-2.6785947170531426,-0.8696238347200649
-2.660340495251738,-1.97518205515634
-2.658897753576049,-2.055009440068372
-2.624181350041763,-2.776497824493657
-2.620705764369726,-2.719059644294918
-2.6157333230808133,-2.591815400263641
-2.607401039653632,-2.3124885545465106
-2.6047669359620627,-2.2083847137123684
-2.6012693741326105,-2.0159674536564514
-2.5955592993458523,-1.723920733718571
-2.590396109383085,-1.4202760855309506
-2.5864567236222835,-1.1898102689359984
-2.5766339566377265,-0.6060363465410183
-2.574376394521222,-0.45787216455801427
-2.554810116443246,0.5000064416725705
-2.547013492848764,0.7355680041179321
-2.5409679971545795,0.8357427438844356
-2.5353471190031653,0.8549018271332123
-2.5194939831714196,0.5228278107091368
-2.513960860327142,0.28807337444916004
-2.5025995526384426,-0.3730617778484774
-2.4871705859060813,-1.5445458945987365
-2.482133457013145,-1.9532940426842702
-2.477484047329493,-2.3295793465793593
-2.46444749908658,-3.3059814300253447
-2.464108502171322,-3.3302238657637995
-2.456135899814357,-3.8144922843222644
-2.4554802100515536,-3.86164761039294
-2.4413867504113904,-4.426440945409559
-2.433811219274921,-4.535244107529394
