n_harmonics,base_freq,magnitudes,instruments
8,2.7627636351498213,"[ 0.73629904  0.07911828 -0.33072551  1.15989798 -0.47733367  0.559145
 -0.09033905  2.19128075]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9958012117245447,0.17631632305087047
-2.9935698719582824,0.11159497509989613
-2.9884291975550203,-0.08057510197705314
-2.974817621316149,-0.5766881993044751
-2.961946074161391,-1.0445708608033673
-2.9545560699276705,-1.3024710231047578
-2.9470306046570167,-1.5397911586574495
-2.944548711728113,-1.6169416944336692
-2.942582311989935,-1.6711553612077696
-2.9391835492270815,-1.771983249627708
-2.9390549337883463,-1.7793430932330059
-2.931948569596626,-1.9649881660659927
-2.916451055644975,-2.2700817465311705
-2.901761534728381,-2.4218790533386465
-2.8962745599323156,-2.4543738071683316
-2.892780917951288,-2.4558312965991944
-2.8923619731045767,-2.457383231104971
-2.887742277458713,-2.4497741212397512
-2.8816852709989016,-2.413915858325214
-2.8722649071456536,-2.340558500556441
-2.8714548948486223,-2.3316963655631104
-2.8593525504050445,-2.1259574178329634
-2.8520709267585422,-1.978710664414025
-2.848064608874342,-1.8824622765264671
-2.8458609082297537,-1.8265491679964345
-2.8381333504003545,-1.613901457430605
-2.827770033760332,-1.304397551291712
-2.821289327100901,-1.085117454549466
-2.814102036791957,-0.8434274352090763
-2.81071595402646,-0.7297522217283031
-2.8027428956352276,-0.4489733014080852
-2.7968864633645314,-0.24359073733297246
-2.782887449908909,0.24615738753106597
-2.7774957501325233,0.42278147745114836
-2.776200524576349,0.4634792915539794
-2.769294984688811,0.6864878064090674
-2.7570910225831877,1.0369506264865336
-2.738115265689248,1.5243621800929872
-2.7370122549520475,1.5393009579267918
-2.733980890376671,1.599053618221654
-2.729318127596623,1.6903567466220975
-2.7138630793852485,1.9220428537351546
-2.7116454531257763,1.946670778144313
-2.7102632753576428,1.9561291019885934
-2.704761823720883,2.0167747699288907
-2.701901861060012,2.0343060632081604
-2.696821491836007,2.0690869484708934
-2.69122115395926,2.097374907397316
-2.6754051368404532,2.1143403061485624
-2.6753507008217148,2.115460737875104
-2.666180892168799,2.085090772988279
-2.6661214593822526,2.088271726950034
-2.6400488242475446,1.8306600574131155
-2.638402028792985,1.8122787109318632
-2.62900725323426,1.6711549986146543
-2.6200997821730194,1.5140599943613513
-2.6197003706693165,1.5005486221486732
-2.6091806891962426,1.283985007789702
-2.6042752488604677,1.1769048969931442
-2.601744355296912,1.1191312389073913
-2.59926300396343,1.0540305335104576
-2.5946945062715225,0.9418718004405774
-2.593317490727678,0.9113589973257686
-2.59248004786462,0.8958965193896471
-2.586648167564329,0.7289353213561812
-2.574208230366377,0.3697598372151148
-2.557718357359551,-0.18257624451679202
-2.556860487673748,-0.19593932777380726
-2.5559058001848287,-0.2377542058006955
-2.5445297954603134,-0.6474746219990872
-2.538370645254381,-0.8707450229813274
-2.53473486652447,-1.0183959050832343
-2.531499010848132,-1.1338661274832025
-2.5222666619136738,-1.5101077855067262
-2.5027153983698534,-2.27420593868355
-2.5013973179460254,-2.3217785863827336
-2.499497592732326,-2.4067004098591944
-2.49845646977756,-2.4420722141061866
-2.498422102750408,-2.4376193266433615
-2.476730745636747,-3.2267728463332226
-2.4539128795735,-3.897706810685374
-2.4503252969130163,-3.9732125900612996
-2.44771807435317,-4.044530012772454
-2.444126644274659,-4.104023578693038
-2.441542410670685,-4.155657147699216
-2.4354573456191506,-4.238335506554312
-2.4348449587762895,-4.241088927044416
-2.4338325983645204,-4.269196355010947
-2.426030941333267,-4.338065878951441
-2.4232277279068475,-4.33803287661994
