n_harmonics,base_freq,magnitudes,instruments
7,1.4560037356371303,"[-0.42577715  0.52014027 -0.4949105  -0.68839835 -0.26837458 -0.74564882
  0.81709877]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9986393127470476,0.2811710556128602
-2.997309757723672,0.28611599060291404
-2.9810345659592117,0.4497435372796264
-2.972487250606067,0.507945243657332
-2.9652909051825693,0.5520051712312265
-2.96489224855988,0.564325357216979
-2.9598015408940457,0.5878791099157493
-2.9430061326966737,0.6910753246958578
-2.939979839117575,0.7065633199436184
-2.937124738257109,0.7135323762974364
-2.9215704017715636,0.7756311133847231
-2.917597044945089,0.7794678348094807
-2.9172107886736605,0.8014782598097305
-2.913713685499252,0.7925318105511057
-2.884321529279122,0.8543181551129105
-2.883228434720688,0.8592368815076541
-2.8708254080597557,0.8543906086306259
-2.8644711654170854,0.8585674276369407
-2.85717143943997,0.8552001489071146
-2.8492451988614,0.8521295932779651
-2.846453385798528,0.8502807850392686
-2.845058864312427,0.8430490266592012
-2.838365872807821,0.8348193472895753
-2.8366459677430305,0.8376285906588574
-2.83481604223321,0.8357480989679114
-2.8266055914525667,0.8352183309497785
-2.822080922761899,0.8079938196360721
-2.8200711696797547,0.808502289354538
-2.814979779787575,0.7973772576008236
-2.81436081212067,0.7979539024997995
-2.812799265668324,0.7874604084853644
-2.8100660251476457,0.7871613584053954
-2.8068521477298125,0.7765638890619668
-2.8061558092437053,0.7797558886121012
-2.8016135393830273,0.7653274410425408
-2.7935579044045458,0.7453106231240778
-2.7893280138776104,0.7372144244038592
-2.7828269905236387,0.73028428465516
-2.7805530226790656,0.7085751952802811
-2.778492894344798,0.7036611078419834
-2.773715507555821,0.6963623590950514
-2.7676752400512354,0.6805058574957609
-2.764128736838015,0.6670807077464818
-2.7455049683213435,0.6214525535792137
-2.744963606497907,0.6085235610836506
-2.7323018070851037,0.5805682630242366
-2.722833359725582,0.5625912603131635
-2.702623152758263,0.5101214304914886
-2.6938212908151202,0.4843764670492016
-2.6923571147089222,0.48257537195804756
-2.6839560582652995,0.475276502111336
-2.666255119005749,0.42133925118030613
-2.6648390600859426,0.43883749429240954
-2.66268211217528,0.4180905499063022
-2.661837137244625,0.42524083251706146
-2.6554058122226856,0.4102636808960282
-2.654847674305704,0.3993442494910118
-2.6538296711667293,0.4105902367989397
-2.652575926703099,0.3961267157546501
-2.6438470941090997,0.390364049043902
-2.6395211551070163,0.38226504120097476
-2.637625124767932,0.3723480715594433
-2.6360701138729885,0.3578001789768354
-2.6330631043957595,0.38555606784577046
-2.6242624317115553,0.33886815894337546
-2.6232199845153517,0.3385486517419801
-2.615832081647257,0.3271039546767926
-2.6072768564409463,0.32057699778606796
-2.5943445230492337,0.29060576187819376
-2.59310412977808,0.30317306562738844
-2.583933186345452,0.28139986514814236
-2.580184826289249,0.27645748538053916
-2.5655219065754693,0.24087887087846982
-2.5625192811175603,0.229548137094038
-2.559290728410118,0.2226660518732643
-2.5437777523631455,0.1954058821614113
-2.5358474192067764,0.1707286915935478
-2.5353611387410826,0.1601293005837618
-2.5335910380474473,0.15767114521758382
-2.5256715725008183,0.15000152560362812
-2.5210223052132337,0.12358728915768852
-2.517009191024219,0.10904729952589438
-2.505593112374607,0.08512934288287126
-2.502897492426235,0.08072161951001647
-2.492806664484201,0.043489904495910114
-2.4911820465889774,0.01951096222849718
-2.4884172500749857,0.007299855328519128
-2.4811797050880733,-0.018330624558608382
-2.480370213440403,-0.014848088486312664
-2.479050371176146,-0.018857562737537657
-2.4772807817904807,-0.027844447944949294
-2.4661221128561777,-0.08817260215703622
-2.4642274497140493,-0.09185643162071704
-2.460916683646091,-0.10661035314130488
-2.4502564601966776,-0.14893158231046463
-2.447749729060676,-0.16314557824036552
-2.438687359237687,-0.22822137484005853
-2.43194705240471,-0.24992276795131957
-2.431062359533314,-0.25278881779742984
-2.417245083404827,-0.33315952459471365
-2.4150436079988493,-0.35450986393665235
-2.412926536160173,-0.3700608084936369
-2.4004286375371295,-0.4409745924707283
-2.383541123040306,-0.5341758219561974
-2.3797692357876006,-0.5602666399646322
-2.3763883936664696,-0.5913463681449252
-2.3553065466128023,-0.7055970029030352
-2.351816069930157,-0.7306101046898773
-2.341246888112927,-0.7911899709027698
-2.3404415987505507,-0.7982145800427184
-2.3380152317123652,-0.8121700028493903
-2.3352001446008543,-0.813868623351151
-2.32949989719702,-0.8613996339965495
-2.3276309988623973,-0.8662453205098655
-2.3275689619056026,-0.8714932520324757
-2.315824409479501,-0.9325736155346549
-2.3148323226205703,-0.9280115859720772
-2.3138207938402457,-0.9421716397019784
-2.306997515057831,-0.9613941971451254
-2.305652863050607,-0.9877178800915833
-2.3014391255365836,-0.9973374079590288
-2.299828778856843,-1.0120828953382346
-2.293832131538619,-1.0285873654107738
-2.282513625603877,-1.0741651479597536
-2.2778307969978524,-1.0906374772596241
-2.26046936319834,-1.1547663788728995
-2.2530643524542877,-1.166495547499697
-2.2504739949001937,-1.1639661192005564
-2.226979722220416,-1.1946825496786677
-2.2267857303285448,-1.1862851983133973
-2.218999402014556,-1.2035838902168816
-2.21685222051071,-1.1845583571964515
-2.216418318961891,-1.1895984765983059
-2.215654256095614,-1.189898550958099
-2.2139050360317905,-1.1984401555958457
-2.2084249906639175,-1.1820173303136274
-2.2051805810905787,-1.1640045045782699
-2.204755427065349,-1.1835657563635509
-2.201606370736693,-1.1737664532837282
-2.1991410752575113,-1.161519530168468
-2.194066456356215,-1.1594366305050896
-2.1913785375375032,-1.1510304729847085
-2.187702805078312,-1.140865296507044
-2.1860919212812595,-1.1330717261032024
-2.182075398007393,-1.1121596970147227
