n_harmonics,base_freq,magnitudes,instruments
9,3.2893549855105157,"[-0.08485482  0.48658828 -1.57112674 -1.66836981  0.93188063 -1.21668793
  1.20836207 -0.19636511  0.12808894]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997204693033823,0.9974208612052355
-2.983122310627765,1.0635346036186355
-2.982050864163405,1.0702079951078098
-2.973425622423445,1.0932290108064213
-2.972579404066029,1.0964417512122597
-2.969629686410236,1.1156246968792964
-2.962694794908018,1.1421801106686709
-2.9543114145504976,1.1151159183429957
-2.946520750594483,1.03289301864799
-2.9401210143647694,0.9627378361070353
-2.9341225480930335,0.8757676584223887
-2.923567857782053,0.6102053188421899
-2.9181260391386,0.3776869510181613
-2.917943668372277,0.3924676462823136
-2.9159449882755117,0.31045426076424465
-2.9106598107271515,0.11073424198389875
-2.9103402874817244,0.08901353010195223
-2.9102814241039487,0.10721301371259559
-2.90709100485701,-0.05830897490495752
-2.9068824569565486,-0.053334404575833355
-2.9064635652721647,-0.10465203395924547
-2.8901142223343843,-0.88261007645211
-2.8888260557433147,-1.0083347357331418
-2.8873335904506083,-1.0698135677107659
-2.884799613820523,-1.185550856664078
-2.8782297060888204,-1.541746296428165
-2.8738673282689713,-1.7989340421544184
-2.8695979328858714,-2.011675777399071
-2.868191687919741,-2.0717829083042605
-2.8609221646728766,-2.432169076672889
-2.8487769633830373,-2.903150903992899
-2.847730008018729,-2.911519665058161
-2.833737491058134,-3.2204124584012157
-2.8286393746119955,-3.234625592077879
-2.812427566385666,-2.9371146773321564
-2.8113140092187328,-2.946088118371278
-2.7990766890333143,-2.4415956002530055
-2.7988021458515973,-2.351044165708601
-2.7903455695020334,-1.8546914879539869
-2.7887341280987448,-1.7759604497888855
-2.7744161308303843,-0.6698826972675687
-2.772431300710551,-0.5047166395232332
-2.760431531844609,0.5827893886512628
