n_harmonics,base_freq,magnitudes,instruments
10,2.437223252291911,"[-0.34931397 -0.78719293 -0.19288253 -1.21731651 -0.57265584  0.14759257
  0.77685689 -0.29434993 -0.25954391 -1.182784  ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.983457406718842,-1.1044529830804874
-2.9829712031524793,-1.1003053689352496
-2.9774213811384493,-1.1307756584978557
-2.977203138265542,-1.129419145957181
-2.973591259185159,-1.1597419709891188
-2.962672410322033,-1.1606629765835506
-2.959923729220325,-1.149606267666199
-2.95841242070125,-1.1555588522242255
-2.9574911738243004,-1.117060372609928
-2.9490284470563326,-1.0905428843675766
-2.9474259778086056,-1.1107214868518662
-2.9417261207131435,-1.0737564394826424
-2.9295066322724344,-1.0049222200419572
-2.9217917878848048,-0.9737511532198063
-2.9120326418572224,-0.9897290041951629
-2.910915593963063,-0.9834538109969084
-2.9026452484439202,-1.0254753697062047
-2.8984961954645883,-1.0522807144496296
-2.895642664908715,-1.1077826204068235
-2.8949630855909647,-1.0890303750239916
-2.8855305884321822,-1.2288825251820228
-2.884979750790733,-1.2244803101750497
-2.874300055575897,-1.4256955696026368
-2.863211566626708,-1.7267871712638254
-2.8612733356905844,-1.778615073556163
-2.859063750712985,-1.842390296668894
-2.8538165142908847,-1.9968101836624426
-2.8494138243099574,-2.151625695407979
-2.8454233711989376,-2.28507739539585
-2.837286282336275,-2.5749354605103374
-2.8184339517902144,-3.251723734144132
-2.8121205516696763,-3.450685219513181
-2.790898855518433,-4.037734334585353
-2.780491817005431,-4.23054679984079
-2.768996313853634,-4.336710820054278
-2.7679428028485664,-4.320438144757954
-2.7666585630191847,-4.3167650206077655
-2.766364613787249,-4.301169707503966
-2.7645412384734067,-4.311457904311526
-2.755218935353727,-4.224611576344932
-2.7516962362770467,-4.213104931114125
