n_harmonics,base_freq,magnitudes,instruments
8,2.992988055787244,"[-0.2189929  -0.83534537  0.62375904  0.32595353  0.92627165 -1.33409854
  0.31074246 -0.7223276 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9821903059641066,-0.48024790630502073
-2.976831144760785,-0.5706506672001763
-2.963837144759858,-0.9432060358345408
-2.956632396777297,-1.1122272120663677
-2.9509924327591897,-1.320972465075948
-2.950168044786672,-1.3000022214027098
-2.949649909097519,-1.2975924121135967
-2.9489135128549124,-1.3574937803046414
-2.9462218559143603,-1.4811092824160306
-2.9422809103227525,-1.5554827623290575
-2.9351702214578745,-1.7283313254859787
-2.929656451432556,-1.9276025078719736
-2.9255058391319686,-2.0039825819905572
-2.9247477107587407,-2.038579077655055
-2.9212638376140876,-2.178542634686874
-2.91918724232095,-2.25899798541948
-2.9162336674151264,-2.247216649506203
-2.9049413758991087,-2.461680619105481
-2.8963032301929186,-2.590009977229152
-2.8935426525261634,-2.665163869167178
-2.8875701980134165,-2.622980001557233
-2.8870637887883945,-2.680894179157797
-2.8774282526725425,-2.648313490930062
-2.8695761236561896,-2.6170663817494177
-2.865739145852956,-2.6353098320958708
-2.8631344203300317,-2.553905088059273
-2.856645724545707,-2.5033768101393914
-2.849370896177036,-2.29873019730515
-2.84854677537251,-2.2633893229462285
-2.8476481301493166,-2.1896811273225953
-2.8452010613840844,-2.193958095724786
-2.843711689575925,-2.179037777988595
-2.841115972176862,-2.014721465420778
-2.821918256171802,-1.3752161214287564
-2.8042407194100307,-0.6921404821410951
-2.79720926958527,-0.4078686302017188
-2.794528669123882,-0.3151222937053999
-2.79355590967178,-0.27406893911860075
-2.789904024481654,-0.156526113177513
-2.7846767573334628,0.10437631215621303
-2.7840698187765343,0.14173950327029655
-2.7819310874959093,0.2161408064434454
-2.780087228246977,0.2482551625777558
-2.7779652771260492,0.29474047445665114
-2.776283766258012,0.3300676689260068
-2.7732259359031204,0.43507840529875913
-2.770086492947977,0.4990130680172809
-2.768937351130891,0.5528221765977397
-2.7600242550794234,0.738904639192477
-2.7599567122698634,0.8245154755912367
-2.7511014430041874,0.9856200484606777
-2.742043482992663,1.0392653204394489
-2.7375910165897155,1.0889422335417138
-2.736172331160759,1.0980895323725746
-2.733010357830724,1.1011814353777123
-2.7025725437555526,0.6959365805245444
-2.702337437303755,0.7395146074872647
-2.695590829535176,0.5689698625222555
-2.67617172545513,-0.022641753238516568
-2.6739789363059603,-0.16119795528208977
-2.6736633929669518,-0.1443399455859139
-2.6723111001245217,-0.18907557394816088
-2.665100063754732,-0.4032543862482595
-2.662645292236781,-0.5399142656202256
-2.661291195800085,-0.5161954078099009
-2.6578830531511404,-0.6767356473041853
-2.6534745011015612,-0.8407384543753597
-2.634082942759814,-1.3405909919142471
-2.629008652487557,-1.5328721947294137
-2.6219861365618966,-1.6261086430643252
-2.620727900253785,-1.6951055232048449
-2.6172198104544377,-1.6916139161389052
-2.6123666709425732,-1.7836663475513301
-2.6042960656505487,-1.9067706839669778
-2.603513664258721,-1.911240942836016
-2.6027825817774195,-1.8623545729527793
-2.596847511331992,-1.9055497937640877
-2.5832262398873906,-1.7973331782070454
-2.5709131632746667,-1.5995452617988108
-2.5705751319025274,-1.567362074141985
-2.5672653606056297,-1.5064495774816975
-2.5664287879673164,-1.5191464493383378
-2.562375039519309,-1.429119920244116
-2.5521824618499593,-1.1617921370900184
-2.5431846709103274,-0.9123188343797041
-2.534973217859655,-0.6866374727952961
-2.526615387290001,-0.3777634576504891
-2.522226244869381,-0.3334341424901577
-2.515235801713053,-0.1541897774669294
-2.5120916175008703,-0.0541636214076587
-2.5067232355151976,0.07811729926851688
-2.5060801385648133,0.1139565187061196
-2.5020059196247315,0.2544915168117506
-2.4996103109496994,0.3008862661401225
-2.495827708540321,0.2899353513726434
-2.4914700263423084,0.41143162818574985
-2.490038825318311,0.45726439552298964
-2.4894752239745337,0.4315077595479577
