n_harmonics,base_freq,magnitudes,instruments
8,2.1606418967056227,"[ 0.03242093 -0.27801887  1.0476192  -0.87094649 -0.09237003  0.91089484
  1.35530026 -0.26691735]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.992376605002679,-0.4646904091443748
-2.9770476723070134,-0.8513174355603644
-2.972942390642501,-0.961933968718846
-2.969849330119474,-1.065915205597605
-2.964780276716511,-1.168293241426687
-2.963207481280649,-1.1999863917600169
-2.954547239671859,-1.4258612663456376
-2.9539770523139133,-1.41305269094782
-2.951004677740011,-1.4903985297638311
-2.9456718470226586,-1.5936819316456983
-2.930706999887848,-1.9280013837486978
-2.926382338876077,-1.9849078181566684
-2.9191976042348786,-2.084887673214708
-2.9172435037880904,-2.1168367910951287
-2.9111771688673045,-2.1793154946874758
-2.9008383936259126,-2.246411799805422
-2.8986235603106696,-2.255245658472537
-2.897211874203399,-2.281451153293708
-2.894030653079473,-2.235142042779095
-2.8927062657796916,-2.2502987533114776
-2.8829008516617485,-2.232654366618162
-2.8655516678605437,-2.0888665632083923
-2.860467126411169,-2.0220743677109434
-2.858603655009805,-2.0276976760629912
-2.8578191285248193,-1.9906329425053257
-2.8484129657254043,-1.8342394426722373
-2.846908532521903,-1.8374891507623643
-2.8446677108328604,-1.765742292957421
-2.8382680883660276,-1.6304545140365458
-2.8375957069160775,-1.6072327597286538
-2.8283889985941864,-1.3909078334852454
-2.823543448239483,-1.2510133965013355
-2.8141069346045153,-0.9277917120034455
-2.8059751466689997,-0.7040036714615208
-2.8020425784352625,-0.5831801307290608
-2.7995540026340553,-0.5400571336857218
-2.787729865375428,-0.11598371218605068
-2.776707815403676,0.23275501357219686
-2.7715046904424314,0.4168684771748491
-2.7705459939148573,0.45887334522000806
-2.7684066089403845,0.5132970026295616
-2.766556870776052,0.5504110710076369
-2.759945075916379,0.7639320157015501
-2.758462935531834,0.7869473817642494
-2.7533900467919907,0.9584177071774839
-2.746083366894276,1.1681830389765964
-2.7457623645279945,1.155341922351177
-2.7453018449073623,1.1481509744451641
-2.7447969510030252,1.1747295505931026
-2.744146234035549,1.2247391743116578
-2.741500717366841,1.2604800217454086
-2.7289274850642697,1.5075776189274424
-2.728463199565572,1.5268115700953542
-2.720988177613118,1.6770964396606423
-2.7203904036975275,1.6628924913052137
-2.7199736000715076,1.7106228101650078
-2.70771001423317,1.782425649246736
-2.7056554852867976,1.7921388259551785
-2.7029806477549996,1.855259492789236
-2.6992057393380646,1.8583269867329584
-2.694805859698034,1.8811199523170314
-2.685557039234167,1.7846254560834427
-2.6810611013143344,1.7934386674096456
-2.6514132337542486,1.261243791440136
-2.6395776855876365,0.9412275235559521
-2.6364288216983436,0.7883456298327166
-2.634070039253455,0.7614342430090019
-2.630539271125248,0.6029145972614283
-2.625187681032178,0.44215255624671973
-2.6227875252061983,0.3311354707869658
-2.612560904707448,-0.07847781421250072
-2.609882042116472,-0.15431877039174968
-2.608522514972974,-0.2804314599054771
-2.6054281422498313,-0.3878745253546047
-2.6010547444717904,-0.5757985614219535
-2.5803868806503503,-1.5311541850960504
-2.5733423855832926,-1.8728069410662305
-2.5719084924750533,-1.9140826175049712
-2.568604451686527,-2.050463899386243
-2.5612637074305926,-2.400130544553998
-2.552865653866923,-2.750919309168048
-2.5465560557771667,-3.0259547309552426
-2.5344288150097416,-3.47887462690672
-2.5292912072503495,-3.663929444183934
-2.5216718205829443,-3.953785063643884
-2.519549559231736,-4.015639069173382
-2.5139270096312387,-4.198329298820407
-2.507228888739885,-4.362945069681404
-2.5014966984277027,-4.517738439921438
-2.5011618325054386,-4.495419234751338
-2.4675836075169144,-4.9339662755122164
-2.458181932959929,-4.959268065066181
-2.451846970203335,-4.911087593054541
-2.450933187134372,-4.950185328239545
-2.4398151066024605,-4.823198805978243
-2.430359346019943,-4.736924301105088
-2.4117966122723304,-4.355594297885008
-2.4011294660703704,-4.149414570071921
-2.4005938981355937,-4.137408682222184
-2.397611689237073,-4.061024645365602
-2.391456399630563,-3.9187526451060455
-2.378862850784551,-3.594911288436048
-2.363217741662625,-3.1154595357324424
-2.3569011777145663,-2.979041979209858
-2.353899873244024,-2.892400113563924
-2.348341444354576,-2.767672659162617
-2.3356099523897322,-2.4606308217584543
-2.3181080327178427,-2.0548712791352983
-2.317852131174268,-2.062668802816114
-2.3165470963030748,-2.0387372820739578
-2.3132115617871887,-1.9424846179376525
-2.3109435701056253,-1.898787199461866
-2.306910208771754,-1.8542125772420712
-2.305656624642189,-1.8299372345444402
-2.3054217366634844,-1.7925655580008677
-2.3051164775501665,-1.7947295475661593
-2.3021243449721247,-1.7767720699664842
-2.28777954395653,-1.54303361841603
-2.2817502534567478,-1.4875902922129567
-2.274397209636344,-1.4297981758840785
-2.271487148861431,-1.3827913826079001
-2.261607465829302,-1.3398232040393505
-2.256359813077263,-1.3224792433905352
-2.2498888894224334,-1.3049503130528868
-2.248525478546746,-1.2450965764698017
-2.2373401547594254,-1.2102338894902651
-2.232605928264875,-1.2325972653038586
-2.2270383229343995,-1.2247379129443916
-2.2254337657618875,-1.2618424475387346
-2.22478916659968,-1.1975350186463698
