n_harmonics,base_freq,magnitudes,instruments
7,2.4589587179479313,"[ 0.59905938 -0.32837764 -1.29861925 -0.27783925  0.81482381 -0.60157353
 -0.4972788 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.99581958810609,-0.5609181661038973
-2.9921500750569465,-0.5540257965666736
-2.9919364922708898,-0.5546620070577175
-2.9703361937481683,-0.5561704354166254
-2.965112237383331,-0.5519556951381851
-2.9566779627953204,-0.549215426323531
-2.9538788388377863,-0.5554449711072749
-2.9511993267191468,-0.5520191854184751
-2.946031198530509,-0.5503785466155501
-2.9332794931196906,-0.5384411826119923
-2.922921587160523,-0.5205682846266236
-2.918496055286073,-0.5073820189524401
-2.9074897443563996,-0.4683260469073398
-2.890592338896876,-0.37937897581724467
-2.8876361431983435,-0.36452087853430376
-2.8867983945508957,-0.35517672875447315
-2.8863647796556604,-0.35480016358982985
-2.8860045361605944,-0.3478431022774712
-2.8755600203521237,-0.27074183954789793
-2.871801950744623,-0.2421142306164235
-2.8662909605500406,-0.18508548759199764
-2.8646975026446437,-0.1767993447799799
-2.864483036341225,-0.1720115471632687
-2.863488244240066,-0.1622700276376051
-2.8550154865372193,-0.073048298019907
-2.8455030459752084,0.028087318603970172
-2.8377859900428115,0.12399453792967693
-2.834239992810403,0.16691901127120629
-2.8342045505915623,0.16711406934215506
-2.8303862687688506,0.2176065334978109
-2.81809088400167,0.370902668747427
-2.8147205126353096,0.41398559838759186
-2.8083876903989555,0.49481164948378514
-2.802418554977886,0.5727282883226668
-2.796777194237901,0.6446320888077881
-2.790695808392893,0.7154612386606036
-2.7880229669504155,0.7492671598819293
-2.7852748540317367,0.7791647867603272
-2.7826024824346898,0.8074103161328919
-2.771519489470117,0.9216169777739217
-2.7656968301199027,0.975331702093109
-2.7619100118513638,1.0064724756658459
-2.75836632922077,1.0256727537405037
-2.7560414078295974,1.048775456948156
-2.747176837756767,1.1018387484828114
-2.745070897514217,1.1091255496235823
-2.74302417377331,1.1205699599861196
-2.735771490199394,1.142021987784427
-2.7325758083299156,1.1522917560124677
-2.7321409098158944,1.1513364241941777
-2.7280962449706303,1.155513092784077
-2.7188863731529267,1.151678584844985
-2.7163764752909927,1.147889257249175
-2.7066183714228993,1.1159612985400043
-2.7041567838951552,1.1014759576693336
-2.7012622938279973,1.088222789314746
-2.695546258146684,1.0519506729158377
-2.695356016708484,1.0500900714171282
-2.6932570348781115,1.031652669655272
-2.6905777172236656,1.0111426600699729
-2.6901149709362535,1.0046001260093356
-2.6864206373738053,0.9735813773294851
-2.678415447560817,0.894653094632688
-2.6740462695151246,0.8434327334983759
-2.673140786650995,0.8329579259715869
-2.6703623388620663,0.7979454975522071
-2.653605951250599,0.5656659591379919
-2.643241032764772,0.4019738731945281
-2.6374104770218314,0.3055449646567906
-2.627865305845561,0.14365489919965427
-2.6276427767979085,0.13832695035992962
-2.6272203607849036,0.13468265130045848
-2.623619096199749,0.07266234904161302
-2.6174677512256297,-0.030296620073922448
-2.6159035049347183,-0.0584794249868324
-2.611321195038946,-0.1402743572438132
-2.6088386016938436,-0.17728152881178633
-2.604245706453042,-0.25607009409917
-2.592720697392317,-0.4380628552376218
-2.58045463229983,-0.6111923901799294
-2.57472009942299,-0.6866012195041094
-2.554042474224479,-0.9035719767067447
-2.551104931580447,-0.9269462032581837
-2.5506828506668766,-0.9279840376440907
-2.5476657914884684,-0.9466892774333043
-2.5458008783782335,-0.9639699629652227
-2.545438847600537,-0.9652323797070083
-2.54025998945019,-0.9891061852136742
-2.5389865096407167,-0.9936075370477961
-2.537879647830219,-1.00414939522171
-2.5337070758204714,-1.0170238687657052
-2.5251941511478826,-1.0349091107990251
-2.515928567892985,-1.032981122947005
-2.5044037557488634,-1.0034624378417376
-2.497136780127639,-0.9698491598424632
-2.4934759574840992,-0.9553247110534625
-2.4927630160207492,-0.9484513327361134
-2.488602326465053,-0.9190966235724378
-2.480380595464969,-0.8594250724110958
-2.4769496709109164,-0.8338969552135704
-2.471849697111692,-0.785710061888625
-2.4589798530065865,-0.6575790802734341
-2.4507438847214567,-0.5736756779301004
-2.44298483081392,-0.49679894865081364
-2.438202414013044,-0.44761314582706657
-2.428798561578672,-0.35792161058258687
-2.417163946358615,-0.2633034160060165
-2.4130234368683867,-0.2334635635715743
-2.4064086148316655,-0.1972167310762446
-2.4055892969720327,-0.19284576703228806
-2.3885636472624947,-0.13100932891702158
-2.3836795714273484,-0.130587092295283
-2.383379913505784,-0.13045413229319439
-2.381800317282801,-0.13200198419335712
-2.3802582308641203,-0.1335291862389184
-2.3763634289338844,-0.14018306015762255
-2.3645423630370095,-0.19571331682885812
-2.360254073755171,-0.2223902588239554
-2.3594107715429495,-0.22899831453014122
-2.340560045598528,-0.4337689612810045
-2.332254604061405,-0.5633572896954352
-2.3275067412815504,-0.6446350979877247
-2.3154878183059546,-0.8806050885011917
-2.3054152295955967,-1.1034152951195912
-2.304149418946507,-1.1331391775357602
-2.3024552835226166,-1.1737521520371526
-2.2918971747383114,-1.4408776918110138
-2.289972336564606,-1.4852276396771316
-2.2885371436925768,-1.5238398519908662
-2.272144402503682,-1.9592322398549844
-2.271014002367005,-1.9962643806347231
-2.265788477486308,-2.1399666550836156
-2.2569515844455776,-2.3723293360856013
-2.254101972445702,-2.4466045309438584
-2.248969999776053,-2.5803338128844375
-2.245948734620122,-2.6575405284603115
-2.244593713250654,-2.690124742410859
-2.2260133698060276,-3.114398188373867
-2.2247297574307217,-3.1368224989323292
-2.2225762743511046,-3.1826656195302645
-2.2215768393837907,-3.2023243133455526
-2.2176793654623563,-3.269293061722962
