n_harmonics,base_freq,magnitudes,instruments
7,1.5975400081768418,"[-0.48219566  1.2464202  -0.78735852 -0.94203733  0.52798763  0.31133293
  1.37565671]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9972550077437496,2.111772722527612
-2.996540014051015,2.1179465911562056
-2.988989919701208,2.2116528805422884
-2.9854486581735484,2.240121466047931
-2.98086747005172,2.2897578552503166
-2.97674179948586,2.3314520124067597
-2.9729319427899243,2.360844378010329
-2.9588268722944893,2.4843494932128127
-2.9513597333642387,2.529386414076194
-2.9456863596903027,2.56506879438473
-2.935432645517303,2.6135656784527894
-2.9278430391032573,2.630183809629682
-2.9243268847439614,2.6343478211756906
-2.9232378328729105,2.6415719977981387
-2.917929782071456,2.641978908700675
-2.9150063991608746,2.6412118060925316
-2.893396165222864,2.5907435143401454
-2.878808127343465,2.5004909958417376
-2.87836363462348,2.495183116076963
-2.873308835134985,2.459194689132452
-2.853326119169264,2.2524476063039542
-2.8478548087345867,2.1850441392936046
-2.844321632938099,2.129838050205463
-2.8422945591560613,2.1024683151156123
-2.841008595026973,2.0843435200437876
-2.835397302634558,2.00556534603113
-2.8318898980993437,1.9413770559607135
-2.83100440786059,1.9332697329636137
-2.8298927859097516,1.9104771258653264
-2.824593055705228,1.8238210358462914
-2.8224542240001913,1.7863701190395163
-2.818057343503942,1.707417330572421
-2.805865038444601,1.48151919822572
-2.79060661323801,1.1667877755031264
-2.7803650795719284,0.9481823958087714
-2.7759574524532438,0.8474253277637213
-2.773496835666457,0.7908022238021059
-2.7611502193568223,0.5158868433598913
-2.7370142852776453,-0.035895306727256326
-2.730738803890466,-0.18370180284342913
-2.723025596022724,-0.36315891763795627
-2.705392470126436,-0.7411087573201524
-2.703670304514225,-0.778411854356282
-2.6913609737284503,-1.029042111256552
-2.686993752534173,-1.1188497143082854
-2.6864692337210503,-1.1186002283389085
-2.6847735259974064,-1.1601077586944575
-2.682905203054612,-1.1868083377472738
-2.681413832815842,-1.2127642550004967
-2.680738422282011,-1.2328246164036494
-2.675322555272694,-1.3337208084971992
-2.663967379099961,-1.5252894528022811
-2.6567927331971184,-1.6248992774041173
-2.6546280303952834,-1.6566174571192946
-2.651485538219623,-1.6930915455147548
-2.6429375198894207,-1.8049465668659836
-2.6428558394989023,-1.8015897713452866
-2.642791557491452,-1.8077967914402406
-2.6378347958102886,-1.862793023811392
-2.634655724526759,-1.8893016060704344
-2.6301540498980662,-1.9354507152090377
-2.63013880657501,-1.9364026188623322
-2.6234021775737144,-1.989812264061065
-2.621211045342517,-2.0098152520674724
-2.6202371354730825,-2.012187823656359
-2.6198061384353872,-2.0185494954405945
-2.618380111963888,-2.0260799787930246
-2.599899529916512,-2.1191240386058556
-2.5968686960752025,-2.12569390895938
-2.5958443406996627,-2.1219359885705
-2.5910777510430094,-2.133049236412278
-2.588593565294304,-2.1300482064635187
-2.5837019344294725,-2.1258037070704283
-2.5708556771417563,-2.0996542325557686
-2.56802980212339,-2.0893336794028308
-2.536950586292294,-1.8546457998386259
-2.5366632355196277,-1.849854383049044
-2.519160780544899,-1.6419461716485595
-2.515693573822846,-1.5911589638836405
-2.5067515538778564,-1.4648732412181884
-2.5051866789937076,-1.427530630647865
-2.5008786174428064,-1.3641844803573298
-2.49815756738143,-1.3227620202072647
-2.484526553780138,-1.0888912012938592
-2.4748907076222166,-0.9011980226250667
-2.472098816779762,-0.8453145132669864
-2.462422520370297,-0.6597302626435108
-2.462059907401474,-0.655446701332802
-2.459995353001516,-0.6152181706939649
