n_harmonics,base_freq,magnitudes,instruments
10,1.563245821387314,"[ 0.03574831  2.6424436  -0.50660959 -0.08986546  0.15454365  0.34841484
 -0.67060094  0.36146706 -0.48792139 -1.5609966 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.989863239976577,-0.257509742509194
-2.9875230530818033,-0.36201459269087033
-2.9764392574219145,-0.4540459929041374
-2.9701373372852022,-0.5362431429992792
-2.9627941546590293,-0.5951461788146024
-2.955031834260646,-0.6101251425774172
-2.9538967497474014,-0.5871200072456803
-2.953777646896601,-0.6083007335259187
-2.94813459496659,-0.5815429087380021
-2.939569381591787,-0.5759615136454568
-2.9373575635655307,-0.5780874275599948
-2.9348435036037466,-0.5205591598276358
-2.9310665798415068,-0.45303624483336613
-2.929474985352428,-0.40356232727268637
-2.9256512623263706,-0.4329341994646659
-2.9060901629755085,-0.04975530542616233
-2.899485251237123,0.11188017821902213
-2.879084827221038,0.6730261031137977
-2.8759287319962326,0.7643743789549907
-2.873006510848617,0.8895330531313697
-2.8513703407814024,1.5807464017472668
-2.850851421167747,1.6197878567655786
-2.8438415293957,1.8957995717285152
-2.843700930634277,1.8768791192943701
-2.8345763631698877,2.204032065348328
-2.8256890295654884,2.513544185471594
-2.8193028978765113,2.646620553196057
-2.816478851928171,2.765346861932088
-2.8119736837500215,2.9461061651419707
-2.807338514530386,3.099280587049974
-2.7940452768130135,3.4430643971025736
-2.7887038962111026,3.5328349767147755
-2.780671000760778,3.7411125339828617
-2.779577329640137,3.7441161429935517
-2.766739789790744,3.939912352891976
-2.754514872588217,3.998352004237931
-2.751974241649837,4.013357030820775
-2.7472879326748165,3.980389885685897
-2.7452119886725175,4.065338163120351
-2.7398659132250254,3.9649600975386607
-2.7337676096943255,3.9187104106266335
-2.723295517544793,3.8076614716476165
-2.721697057761517,3.792872049551967
-2.697022987876358,3.2076941981657674
-2.6900681514245632,2.9884327297753446
-2.6881986694782114,2.926808844225381
-2.685091726675407,2.8016174014033353
-2.6784056302622474,2.5531167923418634
-2.6676949009624544,2.1054132414404285
-2.661295330970327,1.7878714567198164
-2.6478771452262215,1.1772848253713006
-2.624169260147406,-0.12650574017660116
-2.6175251904200687,-0.5058390987185356
-2.595422199824249,-1.6248538382604287
-2.583580591320314,-2.18351393476033
-2.5782858631737025,-2.4289730499930213
-2.5755075444696978,-2.519861898562385
-2.5713013953422674,-2.685071417824901
-2.571292851183757,-2.727491692218873
-2.5674384859066226,-2.8360349300393453
-2.5623334764825065,-3.088235971056572
-2.5549004491998994,-3.3171927693643766
-2.5545983645030104,-3.3364742316130824
-2.5535861082990863,-3.352926227641689
-2.5532281523030544,-3.3513588335254716
-2.5440009799533954,-3.5971473775090734
-2.543788391229164,-3.632046178554815
-2.542629130188841,-3.645122915324203
-2.54244504989663,-3.6595616230977406
-2.5295141674291584,-3.8969272058780455
-2.526225684175616,-3.91727273217846
-2.523524494924899,-4.0277373203576845
-2.5151673125483467,-4.094642712703297
-2.5148025073932945,-4.078601242497894
-2.5128830145793684,-4.073242212737027
-2.507443466622898,-4.08401997172036
-2.4940342661912265,-4.027558169386815
-2.4900440739496013,-3.9546692268526433
-2.4811158790868735,-3.855095569933807
-2.4732777341652827,-3.624487869282226
-2.456066021931518,-3.1478425659573603
-2.4498543974238114,-2.9285501404906538
-2.449457508112618,-2.902721916021412
-2.4468608570189208,-2.797999801433749
-2.4464030633392175,-2.743349889045693
-2.4400026246195257,-2.5370957198621285
-2.439028463630156,-2.509414431061694
-2.4364639860077206,-2.3727788354721127
-2.429570241878068,-2.049373511095581
-2.414217585153491,-1.2809336422334585
-2.4126236379867807,-1.2005217778152404
-2.411178875013337,-1.1275204037376534
-2.400485004228682,-0.4728121595717766
-2.399627280632032,-0.479404536712686
-2.3823667100774344,0.4442525250516488
-2.3820845010335203,0.4975443940821964
-2.3781889541505166,0.7816101168966201
-2.3754999516155184,0.8829323534251166
-2.360512539560296,1.692742843472028
-2.3583326611514654,1.8480598645714446
-2.350574872467062,2.2839995650718845
-2.3476533566925077,2.42395553542564
-2.3471083205961047,2.445419776964126
-2.3462650519651693,2.4680432699455968
-2.3396429314699265,2.8380042835279085
-2.3254473157577564,3.4605294992438806
-2.3210147274728286,3.614352295191955
-2.316517964897068,3.8459091562419094
-2.3093969697462757,4.116647469497273
-2.308108524958656,4.1347577336665955
-2.3050015065802545,4.236574677587645
-2.3023686477691623,4.370688153998714
-2.2936476553431335,4.578107706213637
-2.280113845107018,4.860569620125013
-2.278476114019315,4.923104289007529
-2.2756235041009067,4.9881759760012825
-2.272751103638844,5.021708991147788
-2.271823835120446,5.030294787921988
-2.2696186949594517,5.1004639851054066
-2.2644309349677045,5.114216040482039
-2.251655720187336,5.2275846252768545
-2.245093021199846,5.24638014716711
-2.242333276643328,5.231379912801259
-2.2403131017547615,5.208005622983394
-2.230579298838015,5.1321511605254475
-2.2223677218634483,5.117850524604173
-2.219334626010694,5.050247208658374
-2.2159749790195438,5.0399301606017675
-2.2119026449810217,4.889277258463026
-2.2117778876478416,4.926827909041904
-2.2024199923604564,4.767098601460609
-2.199506130971912,4.682574946327446
-2.198271514867274,4.638590406672017
-2.193855261713285,4.568630374519305
-2.1897853506291303,4.4822185090654685
-2.1866325453216957,4.436842564723151
-2.181573358556567,4.260261014978274
-2.1669469029103334,3.8212924467902636
-2.1596465216821645,3.6519309353764093
-2.129331867370597,2.688796015433928
