n_harmonics,base_freq,magnitudes,instruments
10,1.792061348433788,"[-0.57222102 -1.30841098  0.8620244  -1.09384478  0.1930897  -1.11714258
  0.01287504  0.17669251  0.83119791  0.76370664]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995573349862244,3.295153442260833
-2.9861436787657984,3.3477803725775215
-2.9819484839865162,3.362282054039947
-2.9691439155523156,3.3251050406597047
-2.9684636568360925,3.334725107732331
-2.968340986246974,3.3379741181579297
-2.966958969977451,3.3262144588820766
-2.965357204366575,3.307370632585326
-2.9557325866858513,3.201060709969814
-2.951014305734545,3.1425478428661338
-2.9051208982381755,1.8054395278226603
-2.8952470982909,1.3892593498522217
-2.889624284729842,1.1488486425160347
-2.8763268020238018,0.5234901669962332
-2.869909546735929,0.21680235259535405
-2.8618915427935208,-0.192547865706864
-2.8604624050161656,-0.2566531632116853
-2.855557780745583,-0.4959852872251254
-2.853402374768362,-0.6017054418597787
-2.850171773770966,-0.7706972376466259
-2.8492463693978802,-0.8055593112074418
-2.840887860374744,-1.2265421355997903
-2.8372690050051266,-1.3943397343756077
-2.8363132196125873,-1.452060211015983
-2.833759520838048,-1.552918791963613
-2.826241059144606,-1.9114177491631694
-2.8254280967004224,-1.9116350756195943
-2.8160530811257543,-2.3399417559315587
-2.813352388529549,-2.45524842407206
-2.805832981053835,-2.7441645735739533
-2.8038493080604114,-2.8107384179602497
-2.803445884689182,-2.8339927504780458
-2.793424807774404,-3.166498621185765
-2.7930835250080928,-3.1781935377768042
-2.7927738077120408,-3.1931242692985498
-2.7774735416671,-3.6076073697199464
-2.7664690429693133,-3.8232558877637026
-2.755224089920029,-3.9631892616178104
-2.752170121605463,-4.031264672891656
-2.7470332761935605,-4.028700652707124
-2.7469265705614108,-4.0334261070108735
-2.740395680747487,-4.075965842358806
-2.7328220396020804,-4.050998846953126
-2.7315327514797625,-4.047471820066235
-2.7264411814289673,-4.021100060981988
-2.718567126817713,-3.9696282643534015
-2.7110718824351374,-3.8573751633370814
-2.7041870211710144,-3.763025980766878
-2.700945505949158,-3.6966369368679355
-2.6967813829454674,-3.625617686736942
-2.6820307952533624,-3.280450325622688
-2.6739079372335093,-3.069237025932191
-2.6698555559844284,-2.9751207319354513
-2.658462891322009,-2.6480877987769222
-2.640550453459791,-2.1103068947912127
-2.6366202264557783,-1.9907247362176341
-2.634829213401911,-1.9435613681376254
-2.6275440075420438,-1.743667726010992
-2.626875931021967,-1.7199864331262507
-2.624959029055823,-1.6641456138729773
-2.6221327181609815,-1.5884307042256285
-2.60663452434979,-1.1821519392222166
-2.600353552266826,-0.9843555716138539
-2.591514404087202,-0.8056443425359932
-2.585970140735943,-0.6922272307705393
-2.5774711373486956,-0.5371730447416219
-2.5596330289029376,-0.2598996380743449
-2.5593752525258773,-0.26611853967335997
-2.557382447832973,-0.2318145502029867
-2.5449045022315344,-0.09379563218809736
-2.5417761198908844,-0.07403790651084208
-2.530727462090687,-0.0009514431926922187
-2.526679958361343,0.009310513402564276
-2.509200477755318,0.07119108763412747
-2.508055382427411,0.08286102077274396
-2.5074592660589357,0.07143071334450084
-2.4603082732185104,0.07010422944315277
-2.453599548176312,0.07070429433147711
-2.4449741580678888,0.06662403433198302
-2.4426068271436585,0.06489550542879478
-2.442183671444198,0.05971254505643443
-2.438425654838146,0.0706572637041169
-2.432911758234435,0.11317658679316174
-2.4314161631892657,0.1199334192239593
-2.426654604249131,0.1193721986134789
-2.4264488738834076,0.11697052417060415
-2.422329374873124,0.14884705186916877
-2.4212645158655977,0.15190283150804104
-2.4210096104684027,0.15574004467974856
-2.4169407333866655,0.15920514962352322
-2.4165434743633165,0.172913973686203
-2.416029413188067,0.17698289010124138
-2.4145959702709567,0.18548598307471265
-2.4080374799601136,0.22713390316017254
-2.4068495456771046,0.2500409362329206
-2.374598497791779,0.6191075060983436
-2.3716891553161843,0.6281934875272253
-2.363505604988544,0.753197222489659
-2.352899603017745,0.903949378942305
-2.345866416489142,1.0289106059489872
-2.341521258243552,1.0728472733445726
-2.337753879321746,1.157812023916122
-2.3371992248930553,1.1586125609697189
-2.32438490297422,1.3712084673852067
-2.3205705067391493,1.4234896936886747
-2.320379488798367,1.4279683317861989
-2.320267678607035,1.4357743005202461
-2.3160566294105074,1.5070729114390304
-2.311278827543101,1.5619833559638174
-2.307640351681037,1.633043459512039
-2.302385784370645,1.7089071584856175
-2.294705187023489,1.7957535908980515
-2.293821411030309,1.8232996007913642
-2.2843713332762947,1.9166713419433052
-2.278864295540551,1.9875464060973644
-2.267379563842632,2.0705173954356195
-2.2596402239612354,2.120770019558313
-2.2553238221977274,2.1263111904778933
-2.252459761337457,2.130549118196309
-2.2427114629441354,2.158012060967647
-2.2252854062278056,2.120344227613843
-2.2203484339248636,2.1025344275065834
-2.218691476075814,2.0833759479306972
-2.212205436147315,2.044457315847016
-2.2088520804807734,2.024568575817817
-2.2067839038982813,1.9912296862506071
-2.2062047154970856,1.9963069948203622
-2.201598024969225,1.9545319828019563
-2.1994281658451653,1.9348314148806942
-2.19870372713424,1.9071521349431715
-2.1955503557765654,1.8752827268066943
-2.194330701055233,1.8602535319037576
-2.1939293598834007,1.8512940938190487
-2.186499244750582,1.7714381297131407
-2.1630512801911594,1.4236364340120922
-2.1589089677049484,1.3559310700254728
-2.1537616651405793,1.2657593507517295
-2.1518484148753023,1.2424701658203217
-2.1425135087977956,1.0834995424955827
-2.1391070472249654,1.055078479141238
-2.1306595080319513,0.9077645496583826
-2.130317310050904,0.9028604953412164
-2.1246608365554236,0.8096466594720496
-2.123888288737901,0.8049673431374444
-2.1231380451638397,0.7887310054171097
-2.1199417550604376,0.7581157866821233
-2.1155674831534714,0.7031202816074085
-2.1149228058676774,0.6871916257400914
-2.113817079447121,0.6588457399351281
-2.10855029312424,0.599598069293494
-2.0984691907372723,0.47972839362546355
-2.095462293824891,0.4424669545988059
-2.0953285068982535,0.4427032076272885
-2.093523683076789,0.4306817228799011
-2.0921792870848637,0.4100544961125728
-2.0814153939858837,0.3319348660736112
-2.0794601933923262,0.33170449214478764
-2.0691632793083174,0.2564818392733237
-2.069113631917301,0.2700835950374793
-2.0684347747415583,0.2772788495873152
-2.0673194547477043,0.2729093673265507
-2.059916140237896,0.2403446178288448
-2.0526180022734524,0.24471198797116864
-2.052164807015947,0.24297162288832502
-2.0483628888449283,0.24150926146537788
-2.042537864468824,0.26391578620925144
-2.0378205712100677,0.2706721582275043
-2.037647446729368,0.28846692703794075
-2.0331594097137438,0.31685448059397653
-2.03217050416764,0.3145171405808529
-2.029588080062908,0.31842077416560244
-2.025606846710107,0.36542164225631807
-2.015032656509023,0.4462230859209011
-2.0150054524747523,0.433901998866427
-1.9983946750254724,0.6137717019149006
-1.9912914051518293,0.7044846219824396
-1.989171957804639,0.7168249398284424
-1.9800680466570229,0.8344334516527767
-1.9764284445089224,0.8966022497562969
-1.9739360419384682,0.9080353452550249
-1.9706797056898784,0.9756465472547293
-1.9705953560371652,0.9457842167163587
-1.9553904939215014,1.173573548602109
-1.9526952424545398,1.1955610461665338
-1.9471634899863757,1.2483511832483485
-1.9317879096751092,1.4201198367346834
-1.9247156124473408,1.4889030968253858
-1.9188055958332846,1.5424378815758142
-1.9107078457314186,1.5874533023527
-1.9102509312605624,1.5932295059014647
-1.9087208206571886,1.5935514145872323
-1.903345819848369,1.6108024432623855
-1.8899399701149815,1.6529228108718392
-1.8895283678872283,1.6434765482974554
