n_harmonics,base_freq,magnitudes,instruments
9,1.2791437269835213,"[-1.23315874 -0.16389299 -0.498931   -0.44442038 -0.26388563  1.33327672
 -0.91994922  0.78770465 -0.02473655]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.996842222171984,3.588404423302575
-2.995247136348415,3.579762040111247
-2.977686905188553,3.4064091831823946
-2.9758051601675444,3.376514700232208
-2.9724291608930615,3.371124540053092
-2.95859004664321,3.132954763760938
-2.953999917623477,3.0126201278497478
-2.9536531402185093,3.0280038688961035
-2.949174765002651,2.937942753979898
-2.948358554425477,2.9282729383108195
-2.947316986275508,2.8959357389031917
-2.91675421455538,2.1378465838452336
-2.906947153531894,1.8462926048633652
-2.8967753683236923,1.5091544738667035
-2.8931655790463893,1.407015841749815
-2.8921270885526713,1.3666322195320584
-2.887766403000012,1.198270671218667
-2.8877491375468964,1.2102720914723806
-2.880090642472717,0.9436744117695705
-2.879234844114257,0.9032328369655515
-2.876738095606038,0.824236568171653
-2.868421574670837,0.5019152666548613
-2.8564062118139524,0.05250639127436013
-2.8517243076278973,-0.14402708443427895
-2.8459939667930403,-0.3732085477038591
-2.8439447135700444,-0.44066997890228116
-2.8114662869601075,-1.7598443970843913
-2.8096014744095106,-1.8073374291646451
-2.808682442302249,-1.8505234403156912
-2.7974715576584517,-2.3014334500415594
-2.7944554828062986,-2.431592560019307
-2.788578503593132,-2.643577661850823
-2.7848882282267837,-2.781583173176424
-2.784522328218884,-2.7862863764222165
-2.768669251868774,-3.3699765389948655
-2.76528864787151,-3.4854584561859467
-2.757183632217534,-3.748584968770061
-2.755535685772025,-3.809839913318113
-2.738026809920065,-4.338061243301288
-2.730765996269805,-4.540598670254768
-2.724249411191834,-4.6776741852862695
-2.7195126065007713,-4.798782647043734
-2.698480654389627,-5.223050496487651
-2.6925608146480453,-5.328477119646486
-2.6922209039228697,-5.346443169755047
-2.69206047007704,-5.340312477310537
-2.6886159586832283,-5.393387943241048
-2.681498194942836,-5.48220819400519
-2.680671091959991,-5.493999538225791
-2.677932644558923,-5.489146561347476
-2.673631267137007,-5.543285025748966
-2.667039335197374,-5.587495231621982
-2.6650114530463958,-5.586567852626222
-2.664888709531912,-5.596588216411432
-2.6587071015991013,-5.630119875601608
-2.6403313710197596,-5.630032132999539
-2.6307864989814003,-5.606204693069928
-2.623619516882175,-5.542806081906486
-2.5992049449554324,-5.277800891766708
-2.594919680448525,-5.1881244767472525
-2.593704526258061,-5.1711470262920765
-2.587189960154327,-5.054422311843729
-2.5870808441144297,-5.065018311308714
-2.58620680161098,-5.0392774074432305
-2.5839139058968144,-4.994488438890641
-2.5750171625143983,-4.812960158586143
-2.567240956060308,-4.66474282260187
-2.563351080086288,-4.5550530002172
