n_harmonics,base_freq,magnitudes,instruments
10,2.604246788257881,"[ 1.49473763 -0.78478647 -0.78425857  0.91653833  0.50019496 -1.36981468
  0.05027971 -0.26502646 -1.48964413 -1.14480782]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.995453732490796,1.0624488414596627
-2.992909953469502,1.0516556356560667
-2.9777992110118,1.0564791028949312
-2.9690560178253103,1.0236346942930632
-2.966804719880426,1.0065335052091453
-2.9542866078741943,0.8725335113480891
-2.9455003760270975,0.7083145768704598
-2.9405123668391564,0.5967270471306534
-2.92865870009301,0.22412785419784292
-2.9268394162254463,0.15686514571380483
-2.9248901751962224,0.07079695965944682
-2.9178716684622006,-0.22432034716092553
-2.9134910817100423,-0.4493154997201264
-2.9057943655222056,-0.862728241209755
-2.891052712385972,-1.7974756608749491
-2.8894399073435384,-1.8988722096338155
-2.888782414800634,-1.9482599493347035
-2.8857288410718467,-2.161171598462161
-2.8704450727606146,-3.2737280637636244
-2.8680911032204044,-3.4482786749836247
-2.8445314672235154,-5.172548178117156
-2.8435740941995324,-5.228671732319776
-2.8412937593259127,-5.387207389134023
-2.8368117545014586,-5.665028437266614
-2.8331298190502103,-5.873517223231969
-2.8327525947339525,-5.9243932653834745
-2.8326342580030768,-5.907025320941945
-2.8180578533212617,-6.633717682446688
-2.809021272793527,-6.953955602167985
-2.8071386595865944,-6.990989061294759
-2.8047176447203643,-7.053260078521471
-2.796962904559507,-7.166837159395587
-2.777267129764607,-7.049247239077706
-2.7769287704698224,-7.0347955771338775
-2.773239230412405,-6.941907793358955
-2.769054672859963,-6.800424039899497
-2.7574363807399407,-6.309348137957091
-2.7536355734982214,-6.121878551390514
-2.741863545142502,-5.405177736514315
-2.736022126814075,-5.014592494293895
-2.7349257724515867,-4.941963654336704
-2.7345937589848246,-4.919521447086537
-2.734311502427084,-4.909708340446206
-2.7341573944607553,-4.888145720763815
-2.726906443476321,-4.36776589722364
-2.7201029783395385,-3.8651907960339
-2.714659923430748,-3.436959465380883
-2.709332667193115,-3.0571164044378647
-2.6859255872251175,-1.4535299165727427
-2.6542653036584203,-0.09284150290488628
-2.6507735368827237,-0.0146814974516397
-2.6498762320300626,0.00465951958932044
-2.6490268396199053,0.017509718204349323
-2.648695497204465,0.032954573746729075
-2.646941960252078,0.052721930649961224
-2.6467093078979533,0.057199837186734215
-2.6353813746455197,0.16782933203660555
-2.622185122795239,0.10869324924066646
-2.621539717165043,0.1093471902157996
-2.6184158384160714,0.07138341302140876
-2.60936583640762,-0.055546509613541406
-2.6037097123074524,-0.1766701997514965
-2.597940820240526,-0.29534554345357883
-2.5922374472063914,-0.4244155826089747
-2.590020802868616,-0.48448580770132504
-2.5897808411286283,-0.48458485375261556
-2.5882111030407327,-0.5080452023206262
-2.5874647187976354,-0.5407881807997934
-2.5869314510941126,-0.538775797190745
-2.5815543955821187,-0.671879637787727
-2.580198235098139,-0.7038190132073169
-2.579669734903958,-0.6979834379329187
-2.578376600791837,-0.7371588367898677
-2.571789737374419,-0.8498058025139119
-2.5655886614323666,-0.9375359265435798
-2.5581575093695386,-1.032571940368234
-2.554114994676434,-1.062353607723692
-2.5501628798175577,-1.0739963947641549
-2.541618464064208,-1.0531224010073432
-2.53280272479293,-0.9835955807351575
-2.5261908148358923,-0.8681239192275886
-2.4986629150510895,-0.0304827873451787
-2.4954487293635674,0.12032863117801523
-2.4951920348339014,0.1404246214992642
-2.4947041939944707,0.14585119620753173
-2.4859029116311566,0.5144485127253607
-2.483230840246941,0.640023830626771
-2.472962912285637,1.0809072802849038
-2.4632991466846477,1.4874813139626115
-2.4620230612733276,1.5308924552397984
-2.4596086705063636,1.6147818459736885
-2.4594490807422886,1.6309267936555272
-2.456218632384209,1.7614036180797465
-2.454845225349359,1.8021000186457117
-2.4547016084378597,1.8020913452885008
-2.45092744816908,1.926725114992349
-2.441740707007633,2.1708249623529965
-2.436765781519148,2.2741022461757106
-2.430767943539181,2.377799682537087
-2.4200374245154173,2.4172440487534175
-2.419101314841338,2.4008484233158933
-2.4158428184169685,2.392445938230028
-2.4127074678286577,2.364268608270783
-2.4039655189875138,2.21320068908248
-2.395323672782182,1.9840418325158125
-2.3744805982991792,1.1035170128086667
-2.365272425790649,0.6072680218103098
-2.365218117761451,0.5937260964488078
-2.364660400505084,0.5727117696843094
-2.3593295363960256,0.262598808184687
-2.355453141697149,0.045319515759938596
-2.3513411597438387,-0.19092458604194412
-2.3495155500145177,-0.2868014354117841
-2.3475935140471673,-0.3955267884175758
-2.3452523638225395,-0.5482731387459756
-2.344370286795113,-0.5805473608692466
-2.344342470679986,-0.579361811879363
-2.3426341253031784,-0.6922213087030182
-2.338732219666305,-0.9011809564240904
-2.323060508738524,-1.6687792654193914
-2.2951286623671514,-2.434662363409371
-2.284635109296597,-2.452295938939466
-2.280949831069166,-2.413532966876728
-2.2792259596311517,-2.4054821978500165
-2.2763032811748225,-2.3593314514835138
-2.2730315148885163,-2.2880683946211935
-2.270720136983593,-2.233550537293949
-2.266332327145551,-2.121637736028192
-2.2624193797558747,-1.9868261492107067
