n_harmonics,base_freq,magnitudes,instruments
9,4.2972155113481,"[-2.028939   -1.32455523 -2.13488723 -1.49136189 -0.21141567 -1.44493469
  1.43215686 -0.4090212  -1.03771283]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9819589908998,1.181260116047436
-2.977742838607986,1.2325450936410245
-2.971302418513484,1.3546723386589625
-2.9473595847601337,1.6382828668645644
-2.9443211750620053,1.6644988821480158
-2.91822101963724,2.0319406544124736
-2.917432949968455,2.0680373729573476
-2.8905328640194847,2.4216090487481905
-2.887627442993776,2.4627887346814754
-2.887165357008959,2.4781628679099104
-2.879899528957894,2.5333219028835834
-2.85904634002203,2.518200207377444
-2.8563634935799707,2.5125784581769586
-2.8532314276109307,2.4700250341269876
-2.85141492578113,2.418521519407837
-2.8481796648460627,2.386443349359536
-2.8421219860342126,2.321145157262304
-2.825509797932675,1.9865491886610274
-2.823113492865509,1.9428977566007712
-2.8170129752705266,1.7794309048926513
-2.8041394651610667,1.451437463208417
-2.8017235865589702,1.3927104673149304
-2.7961104880418324,1.2449652548018733
-2.775615172944175,0.7164440735639109
-2.7703933666040044,0.5815751587979653
-2.762183892231975,0.3138782526891632
-2.7534660869836998,0.00990078166139624
-2.751485264950273,-0.04544777930834445
-2.745557522321719,-0.26741461441540476
-2.742565527370637,-0.38925997135482204
-2.7307441045590486,-0.911782919020637
-2.7259659297599463,-1.141488568554748
-2.715175236784794,-1.685630543192513
-2.710425632345202,-1.955405630036469
-2.704431094098302,-2.2430427350514837
-2.697980834249171,-2.5991586055605733
-2.6910532619630505,-2.92803513373339
-2.6893722954053265,-2.9816666746045417
-2.6852411166687804,-3.1746581948506427
-2.680561279154455,-3.3214958394471483
-2.6774365440687986,-3.434172656635935
-2.670607751175819,-3.64890487764108
-2.664406664234088,-3.769813896134954
-2.659776302508253,-3.787775755981158
-2.658335570890248,-3.8006426430312
-2.6517233990681914,-3.790471375552853
-2.643691097717778,-3.6582536589464456
-2.6411284706016858,-3.5887315322628264
-2.639540028634285,-3.5335675554989754
-2.6276878539626383,-3.1270289860866396
-2.625090508982864,-2.98931826535721
-2.6235566148638765,-2.929208949289833
-2.6143421120109567,-2.43783176863793
-2.6141439529748802,-2.450041879855446
-2.6084625620459807,-2.1334082764048223
-2.60337068011757,-1.8575498245349193
-2.593490848467619,-1.3659795345499512
-2.588330866834505,-1.143364729166798
-2.573813768534828,-0.7066620593278821
-2.571488176358643,-0.6956901770313156
-2.571040561555146,-0.6929208439039881
-2.565589975208602,-0.6545370470069439
-2.5654858134388423,-0.6451980249279683
-2.5649302526830113,-0.6463074732460027
-2.5638445550504025,-0.6412366506622452
-2.5469673386554286,-1.0175049520174602
-2.543690556768926,-1.1378788964856712
