n_harmonics,base_freq,magnitudes,instruments
8,3.447175969395754,"[-1.64229852 -0.45500553  0.24507141  0.06619961  0.3435911  -0.50416174
  0.14966176  0.22950679]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9994693481561323,-0.8863662609949284
-2.997267201759268,-0.8977620142537476
-2.991074821276123,-1.0334067675554606
-2.957917355451383,-1.4139400673317903
-2.9546123887894504,-1.43624215860584
-2.949512884880437,-1.459059871175713
-2.942108007361443,-1.4052957685096084
-2.9340349830480488,-1.4328273273020737
-2.932952235895813,-1.4178531133500367
-2.9273945900631655,-1.4509312891171677
-2.9232551133598417,-1.3606832559462188
-2.914772394010234,-1.4105449547348525
-2.9098846374458205,-1.4036090018310852
-2.90139183888137,-1.4423107919514275
-2.901010320837041,-1.418264827063289
-2.89437306323476,-1.4344339794755132
-2.8888884972509477,-1.5723217958598692
-2.8817785608079727,-1.61375853756215
-2.8771516156871826,-1.6893273428087345
-2.8738564083810827,-1.7151862817399317
-2.872319838313612,-1.7309953083905099
-2.872033731544895,-1.8210236920306773
-2.8674088054902596,-1.8725936198327426
-2.8652121177591408,-1.896898552269974
-2.859792525768696,-1.9899955122919046
-2.848371088380959,-2.15837463707035
-2.8395596195473463,-2.39914159409881
-2.833829117246358,-2.45232867858248
-2.8125242684724485,-2.725522655976479
-2.8095641820784074,-2.736017615120434
-2.798935363727068,-2.753922881684812
-2.794511733865013,-2.6905017724046494
-2.787901071914126,-2.6114768223244935
-2.7845432512617396,-2.566788548582371
-2.7824930682334705,-2.4846662351783286
-2.7786720668491416,-2.395305729915457
-2.76815539838885,-2.0599571284048617
-2.767107358958876,-2.0443782647044437
-2.76607260835649,-1.9769191997714457
-2.7584035977902257,-1.641094665712027
-2.7523503284376654,-1.3421075759413232
-2.7471446668053607,-1.03005951187963
-2.7366753673998248,-0.4478869197393035
-2.7249654527334926,0.34160225746132133
-2.724660186600211,0.35133049877602424
-2.7184810359344196,0.7408429416407875
-2.702241592809323,1.721425927620424
-2.6986729747404308,1.8603841891295885
-2.694158123520233,2.120392617830191
-2.685601965508922,2.476137289237321
-2.680349375419598,2.6292323573038385
-2.6787247998677666,2.6779240000133493
-2.673752364739829,2.784828527151323
-2.6712501044858437,2.825006875107212
-2.6498317600168777,2.7122725247279798
-2.646543314375579,2.6220948185737663
-2.6464263232693526,2.629682341048973
-2.644846699387355,2.5858595647669818
-2.6445394293842863,2.5206818959438695
-2.642570162487861,2.4712408764176947
-2.6371316062660477,2.2628387680459334
-2.611454146343517,0.539012827639357
-2.60528710021702,-0.003020381093907957
-2.604981605188067,-0.05398087073389106
-2.5982782344321826,-0.662673938124259
-2.5926183502730513,-1.2041800306716435
-2.5863245320916044,-1.7695213223125381
-2.5736088941567195,-2.9570510093393607
-2.5725071318998145,-3.056128793415739
-2.572484093120947,-3.0508851017980607
-2.57156281965416,-3.1472397306597473
-2.5711057115521805,-3.1861787187040984
-2.564537936789467,-3.6814130314461497
-2.562737576714567,-3.8384134266558774
-2.562660938027981,-3.8696072107005635
-2.5604729772476276,-4.03437345813283
-2.5501545270618537,-4.803398459276444
-2.549331672664407,-4.787918915507971
-2.5464265648175095,-4.946102421966249
-2.5450287275747985,-5.033004742320783
-2.5426020688843707,-5.120507012280251
-2.5366894240541082,-5.407234204184954
-2.529003953574769,-5.587404100534968
-2.528830730894051,-5.583220139994504
-2.5209829849381267,-5.645666577645113
-2.5204716650957435,-5.689333570834465
-2.5080706585444856,-5.546742537948314
-2.506528940560411,-5.491519723263078
-2.5038807581045672,-5.363840614917139
-2.499903044318453,-5.203236401708756
-2.4964802282520067,-5.1119516159436165
-2.4953812873579397,-5.060590625002576
-2.4842252312499857,-4.384175542196245
-2.4819477113443864,-4.2775227376460405
-2.4602763966835655,-2.6097542178563664
-2.451150595233594,-1.8281634284539223
-2.4342594938873803,-0.48168502505754773
-2.4335175925882413,-0.39103636746256953
-2.428478421453878,-0.030979699529119404
-2.4240250636672167,0.21376103757813525
-2.414546954710305,0.812052482527012
-2.41380242213658,0.7745266253331848
-2.400709583457842,1.3755107002629494
-2.3982349142590094,1.4213948609822888
-2.3939550920318515,1.4207690642522108
-2.3902237883061996,1.5491173639794413
-2.3849319929512687,1.5123030830151083
-2.3794924733736056,1.527736339789761
-2.37366407312578,1.4921030231552181
-2.364513251543218,1.3000277846942787
-2.3580828828821536,1.0518965781157434
-2.3341088595526838,-0.040440743704022244
-2.3283877264543675,-0.34207192209001774
-2.324981769702772,-0.5733916855898638
-2.3242833574561,-0.586648216722369
-2.288088026186694,-2.087298467861477
-2.286001188074596,-2.1107068317878634
-2.285860931843274,-2.1285528048946665
-2.268009655219924,-2.30144427314045
-2.2540517802069377,-2.191245967877421
-2.2465063217489134,-1.9846673670322725
-2.237210573968797,-1.6824873697434715
-2.2351314633701733,-1.5567229950278987
-2.233582840032303,-1.4936654415313402
-2.232701053401991,-1.5092510418117338
-2.2321772719341695,-1.4562132142073325
-2.2298708656301836,-1.32625079026636
-2.2202059061346695,-0.8648701389151382
-2.219150695179808,-0.8397180319391913
-2.21315752825664,-0.5313957653290207
-2.2085305502530073,-0.30158801574305194
-2.1980189610877847,0.283161795745173
-2.186942668521798,0.8713679553958904
-2.18441364793915,0.9837231321256914
-2.181110037620222,1.125760243048011
-2.1755218788427637,1.362677821324638
-2.173213265604195,1.4830365600682305
-2.171106848892665,1.583237675710116
-2.1551885651038187,2.0855775676884876
-2.1453084470260233,2.3211250189601773
-2.1383283074894646,2.3944122377064048
-2.13652211869495,2.437810523334079
-2.1238319890375155,2.490200694260093
-2.108324950140567,2.371114246840356
-2.107456687202335,2.3923889798711384
-2.083852217162481,2.086444268185434
-2.080474512031347,2.046471507046381
-2.0701386183324617,1.888457779777348
-2.0636764900782083,1.8392414464347628
-2.0412065561883272,1.6381721821755
-2.03719282966616,1.608697733573915
-2.0357369960956024,1.660167381084479
-2.028115942808032,1.6787734912347347
-2.0262149157285037,1.6752418571571397
-2.0232730223144335,1.6886777185426212
-2.00814386756932,1.7987999487634034
-2.004255418500885,1.7613416248915914
-2.0030014601954744,1.8153155077299283
-1.9986696351610485,1.8297341584845341
-1.9927155488022048,1.8517764955873655
-1.9926565912789027,1.868876538576913
-1.9924663998003898,1.875804879817868
-1.9872620667458012,1.928130340765998
-1.9828521734873665,1.9351318892780576
-1.982338857259245,1.9947253544955743
-1.9788711814471784,1.9811940575340872
-1.9771904035160826,2.0579624964763235
-1.9755673702074197,2.000440753170201
-1.9652738087288688,2.054990387119908
-1.9592576888119941,2.0152358323139485
-1.955261154973713,2.0527378303885
-1.9537012722960785,1.980435965351052
-1.9441707137576358,1.908471331754296
-1.9354056468513585,1.857798831276058
-1.9331441100798117,1.8013945963317899
-1.9306487781097412,1.7361566717348609
-1.9187236450205367,1.4667177784718402
-1.8867642350105307,0.6390866932952328
-1.8860030011968478,0.6162700407827486
-1.875069567826215,0.2951144810979291
-1.872400070603057,0.20666485681425192
-1.8714842087290628,0.23580374131179954
-1.868615957656864,0.14218987654128432
-1.865122153730647,0.02197531721051433
-1.86180453060169,-0.02254205698925521
-1.859593786063499,-0.07719586961124608
-1.8569188469264841,-0.11731156529556219
-1.8533193162424493,-0.23586047423892367
-1.8494575525005048,-0.3340078282932212
-1.849419824025849,-0.31390158060476114
-1.8468407622355254,-0.29680227610129456
-1.8352781459733307,-0.4379357196066855
-1.8320128664061592,-0.47116454370745814
-1.8320047908304837,-0.4530040956524635
-1.8215794099359648,-0.4994626158589832
-1.8097781771858161,-0.4112596097461803
-1.8094779622376722,-0.4001648622042879
-1.8047409162532906,-0.3600414407886221
-1.8021483429424698,-0.24528751384623063
-1.7948012337530053,-0.22229610801522748
-1.7703266669524431,0.32737313926307576
-1.7701408811179045,0.3461261312843819
-1.768864459512013,0.40565282314232515
-1.7685505403972783,0.37118465803695966
-1.7628615884469867,0.4978576647237535
-1.7586521878383137,0.5723390452989359
-1.757550669016618,0.547657724296316
-1.7574133993126624,0.6353313087719321
-1.756770106502435,0.6412950329823706
-1.756193400429503,0.5991047752626557
-1.7534452738626003,0.6993752313068271
-1.7531822440779488,0.708483713157014
-1.7421411250504457,0.9058724501220763
-1.7418105496697178,0.9261854036675766
-1.7347846272417318,0.9913750509620687
-1.7336307127553952,1.0008929709563132
-1.7323964989493263,1.0099558107276454
-1.731029290507895,1.0447009033408574
-1.7170946372356661,1.0616420865812737
-1.715556251160218,1.1416257587259484
-1.7109097011484313,1.0374695121914017
-1.7069347135627648,1.0469275897839243
-1.7055188769679062,1.0381976132341075
-1.7054735791742388,0.9914764401907713
-1.7033898880951488,1.0031776021199426
-1.6977150800770733,0.9075585974789668
-1.6948936807588715,0.90986074549139
-1.6895678007466262,0.7888841259098455
-1.6894795689167685,0.764142964356639
-1.682558542626637,0.624195409979875
-1.6801098232114857,0.5660695446914341
-1.6787716016607381,0.5940443578556281
-1.6720982965972342,0.35040249026921777
-1.671973456559393,0.3786153230355897
-1.6691944254914353,0.2703711554855392
-1.6669446335706437,0.2107640705795949
-1.6616199853445521,0.033822964261035565
-1.653989145275174,-0.20816551744030717
-1.648093435624005,-0.44139289183771063
-1.6421085172994268,-0.6168056190429062
-1.638607637568435,-0.6989161939076105
-1.635411428246792,-0.8107192558556493
