n_harmonics,base_freq,magnitudes,instruments
10,1.4675586188317107,"[ 0.34507229  0.40273167  0.24553679 -0.18457429 -2.08433069  0.6705137
  0.62839336  1.36779323 -0.8093992  -0.16687134]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.988841037087989,1.3723789784278546
-2.9886983704877776,1.371712697004083
-2.9880620134913674,1.3537368381555994
-2.9855500128713146,1.289604320409388
-2.977134996629414,1.0753441169861433
-2.9748918724214293,1.0193119292669768
-2.966235238109043,0.8099898842102855
-2.941213426348371,0.29850945478564495
-2.939736454415679,0.27179521160192527
-2.935773777155945,0.20773501090828994
-2.9245090164252714,0.05528459121962334
-2.9227232546886466,0.03249733387035478
-2.9149230419702583,-0.04223600280241735
-2.9139521667422326,-0.05157956546294203
-2.90473075917213,-0.1081210977940341
-2.8986879986949847,-0.12309043183484039
-2.891283393786282,-0.12748217468881326
-2.885473742721603,-0.11607553138120082
-2.8852580425124525,-0.11292706710544957
-2.880774839775789,-0.09402044690812592
-2.876989892339673,-0.068832948485565
-2.875082786310498,-0.054847947371987324
-2.873739723979236,-0.04601611270339416
-2.8721665503390743,-0.031164274132130354
-2.8670417457031903,0.017478222163937643
-2.8548513280966974,0.18078996857661075
-2.848739784019088,0.28231295128109096
-2.8454430324995874,0.34306529469320374
-2.845203593782756,0.3456782500299277
-2.843871617546143,0.37197471771168017
-2.8343917163984695,0.5715274415789908
-2.8245578258538653,0.8010229519068123
-2.822857164859693,0.8443118968420305
-2.821945232890533,0.8680008043980402
-2.820184958860775,0.9099729515442835
-2.8123709474495233,1.120216380857946
-2.799203549555851,1.4924916051480295
-2.7981588036969836,1.521404533655098
-2.7798256948703646,2.0665313378237262
-2.77296033909317,2.270203978803331
-2.7668472174778147,2.446125796632641
-2.7613643900571727,2.605334418127987
-2.7561504298514405,2.747603087333037
-2.729117805296104,3.4002838685194003
-2.7251984284611934,3.476075266852593
-2.7220957215914217,3.5308929438187175
-2.7183383945794466,3.5936262289804075
-2.718263084471669,3.595700290125771
-2.7177723154092446,3.604145752366422
-2.6988142390017718,3.8275624258252035
-2.6955797310714353,3.8483355144831273
-2.687236142061302,3.8795949733943993
-2.686544639939971,3.8808561557049917
-2.6853530371801835,3.8828617823302167
-2.684952317187096,3.882500539494655
-2.67676967728591,3.86885953043745
-2.669576930920138,3.829008555851168
-2.66483270019608,3.784974153601082
-2.654953900146767,3.659145589466936
-2.6506313653079214,3.585042092855937
-2.64832345549214,3.542907075761871
-2.6432009946801784,3.436579915543456
-2.6341183838762983,3.2176481259337226
-2.632939990577745,3.1843039490311047
-2.6297717674019654,3.095851239076053
-2.6256841486562856,2.9742562540197235
-2.609322723125598,2.4127128973232383
-2.5939192598968495,1.7816710343038313
-2.591632918375164,1.6820809659073697
-2.5768056207029666,0.9974181849915311
-2.57389699208711,0.8542725197637622
-2.572561538782511,0.7889483239822161
-2.5707711251785628,0.6989326456906019
-2.570658844828565,0.695475446546282
-2.570497190673005,0.6880203338600228
-2.562336326495996,0.2813496886917542
-2.552872768504458,-0.1993327651294836
-2.5519873384941727,-0.24482045120774204
-2.547228726090543,-0.48812883533530194
-2.5471901860485833,-0.4902823101267611
-2.5413622705911307,-0.7879349910822937
-2.540255624994593,-0.8433647355838204
