n_harmonics,base_freq,magnitudes,instruments
7,3.1546536490207155,"[-0.53046071 -1.57756557  1.48169148 -1.4343912   0.60873908 -1.50698375
 -1.01976145]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.981778365265714,-2.124178357881552
-2.97783185164701,-2.108354089549283
-2.9773231778995335,-2.094452276012991
-2.9718861183057417,-2.0736578268227714
-2.970243382327866,-2.012912002729725
-2.9684799239806496,-2.016646037399177
-2.9635060562078763,-1.9837936287827735
-2.952450327448002,-1.8769783811553344
-2.951298076305722,-1.847246358571014
-2.947550596585794,-1.8356600172238042
-2.9431195483799324,-1.7802163328519374
-2.940589142526334,-1.8046412713950484
-2.9395533835532577,-1.731736678612025
-2.9377755315863627,-1.6760806242219233
-2.932810762076654,-1.7161796217034457
-2.9277248949589523,-1.5948014373351045
-2.924182367757827,-1.5502015889222414
-2.9207057941306704,-1.5009275992597546
-2.9144613025023833,-1.3870497481176294
-2.9136926523682662,-1.4022299877812179
-2.902439243589467,-1.2947876481148672
-2.895661135129108,-1.1927046199565163
-2.890990915337807,-1.1127454211228147
-2.890725678649715,-1.1465227418046262
-2.8857068997075106,-1.0390576990095755
-2.8835886753810223,-1.0442906972495765
-2.879098970117437,-0.9536224057585487
-2.8785931889130207,-0.9100631340522828
-2.8707444786333967,-0.7717723243957875
-2.8675287594006384,-0.7933383015890875
-2.863504351897311,-0.7151171151734976
-2.8617096725427196,-0.7793825964492105
-2.8439002473989046,-0.6491159721958578
-2.8426416483071266,-0.5738171353491659
-2.8340135487980316,-0.5030122461469251
-2.8261334207191293,-0.47333418728799664
-2.8220868763982843,-0.48360137337041076
-2.8183930022264034,-0.5002553610992337
-2.814154049456858,-0.5423529628964644
-2.812523317668119,-0.5201682474210949
-2.806258761554057,-0.5336102933262997
-2.799365776483468,-0.6063451432691757
-2.7983110443862023,-0.5818011464934016
-2.7941883239657743,-0.612563293632459
-2.7925144545560943,-0.717627704381149
-2.789293535283047,-0.7125095866370484
-2.775026370329109,-0.8220678831598555
-2.772902009506333,-0.9158470383962485
-2.7602108421445424,-1.0220686362443931
-2.7446690264726223,-1.323487766643472
-2.736671714563708,-1.4343131949372174
-2.730028243688378,-1.4880944700848218
-2.725845387020028,-1.6265502310238533
-2.718553418584677,-1.7067678284022219
-2.7070914925131713,-1.8269033275904916
