n_harmonics,base_freq,magnitudes,instruments
10,1.7800906554779297,"[-1.10633946  1.81722439  0.40875293 -0.96884358 -0.14887195 -0.53090218
 -1.64512831 -1.30205878 -0.34524109  1.0449422 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997629113791992,2.1236183028956157
-2.9933778084660982,2.1267744159389466
-2.9822181754392956,2.168690344477694
-2.9686408386577603,2.17924845966599
-2.936809091957824,1.7658146151836955
-2.919078333279871,1.3486817978347538
-2.9149983698390938,1.2238133432690241
-2.908202676524314,1.0059744404070956
-2.897181057340902,0.7311654648442266
-2.8965049359826867,0.6924992612275187
-2.8957203178093556,0.6183519514647304
-2.8889505981447643,0.4154316275667189
-2.8785967269707813,0.03174945321954477
-2.8748422357699575,-0.09050741772900894
-2.8643245125414296,-0.4820671964589104
-2.864019500244283,-0.5196960602994595
-2.8355696367551064,-1.6527739500071128
-2.830625381910468,-1.831415956098574
-2.820621764267142,-2.286022876863947
-2.8157646915871153,-2.4423823565921907
-2.8029019258787713,-2.9799669416227457
-2.801815030735883,-2.985950377846475
-2.7974781885985327,-3.21587212006247
-2.7950035177678143,-3.2918607048073367
-2.794883090784797,-3.265696054760564
-2.7795249609287014,-3.795523885468439
-2.777603060767838,-3.8713092161019667
-2.7716917137016974,-4.086605490650066
-2.7645410201450007,-4.247142593606174
-2.747468202989063,-4.62131894327396
-2.745225895034959,-4.7026271387553775
-2.729392621584072,-4.872316870165461
-2.727022436442502,-4.904181737879476
-2.726147959701234,-4.887161935420464
-2.719129286581607,-4.8995694112571195
-2.718419974715058,-4.874712043562862
-2.715306407818466,-4.837929908708597
-2.71278395029318,-4.914403841440576
-2.701583954386204,-4.842096897394107
-2.6994419503687217,-4.757717694489011
-2.6790329484196516,-4.386003021159594
-2.6653316526042268,-4.005836298055901
-2.6622995461095686,-3.8475162919526875
-2.6524281844442203,-3.5515826098238636
-2.6437726394451992,-3.120422546918649
-2.6385424718566286,-2.8885747297320616
-2.6286728877750516,-2.4134012626928505
-2.6163959626653472,-1.7062929712922743
-2.6108529240811977,-1.4811111809961897
-2.6087977232452992,-1.2850958683700016
-2.605734819909311,-1.1632393559183314
-2.604764680344407,-1.1110900228137393
-2.6033645728816928,-0.9925962525685712
-2.6023992482357596,-0.9606931660191854
-2.6015279858905003,-0.9345806721617469
-2.600034580459893,-0.8292804603242205
-2.5893200313120244,-0.1874955552099667
-2.5869911451243315,-0.04922241628682834
-2.5789119881846645,0.36877363465729696
-2.5752314604778883,0.5825470245662782
-2.573776440565558,0.6723185434119079
-2.572925281382154,0.7857620171627037
-2.5661918073093615,1.1090421587451749
-2.5635664606636155,1.2459346133280629
-2.54189896688117,2.2544051327650183
-2.5297398972498772,2.732516481674599
-2.523356052800237,3.067598509644132
-2.506270772954939,3.553041477296715
-2.5039658540276397,3.5360603891901934
-2.5014263891726594,3.6185925676060613
-2.4990583470434493,3.6550499363277087
-2.4984753420658237,3.6708104232302046
-2.4969946578994033,3.676187680651113
-2.485171383323583,3.7631286575036125
-2.4849172688072483,3.825986399920457
-2.4814006687801466,3.8288386002553367
-2.47645687707426,3.854808409674645
-2.4726960000451035,3.7806406726975395
-2.4635788212588547,3.7817252828137216
-2.459982700150257,3.6967239246225367
-2.45302022929008,3.632940118473921
-2.4491320828033554,3.5262531980814305
-2.4455035086744914,3.4886130760063905
-2.4417989292335927,3.3674207375348377
-2.43819879882818,3.318390930985697
-2.4377609860860723,3.1744889299023415
-2.4359602636672886,3.227303804138402
-2.4356090270900728,3.213265619152802
-2.4249552561854264,2.855407180239204
-2.421382157470231,2.787209656144967
-2.408922309591407,2.274378428674446
-2.4066643420672778,2.2039079478041206
-2.400314923382551,1.9026296702291854
-2.397889935523607,1.8189037717588048
-2.3911202262724984,1.5925839836281765
-2.3733292543686115,0.6780914395310466
-2.3710594218504415,0.6145632033254759
-2.368032984850245,0.4488244015856097
-2.357144657324547,-0.030622008565033828
-2.3557360119520014,-0.1080802943487856
-2.3522254349589464,-0.2611029898187784
-2.326479938095294,-1.2464127427548946
-2.326336801512179,-1.3052275377394111
-2.323161580279838,-1.422110388785805
