n_harmonics,base_freq,magnitudes,instruments
10,1.3448234074179344,"[ 0.13062656  0.72588948 -0.83548564  1.21862549  0.00665115 -0.56735704
 -0.26528146  1.10247768  1.86077783 -0.46787515]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997867944169858,-6.709897874678462
-2.995961698630379,-6.802691392221011
-2.994865280153751,-6.791268229065581
-2.9915030603294097,-6.881813791062365
-2.9802889500174246,-6.9790563609394685
-2.9597850335981484,-7.173439235140736
-2.956105707549418,-7.23457320260007
-2.947335019486256,-7.154884722565187
-2.9403062571648384,-7.051031070215835
-2.9310403543967416,-6.935424693231026
-2.923677248762923,-6.824368717321825
-2.9229291520202265,-6.778547459941865
-2.9210083284120327,-6.737861578512216
-2.907454113742264,-6.352831309598444
-2.905106830186946,-6.271731344357314
-2.9002224752589743,-6.130909929483664
-2.8978452290828782,-6.039104331220259
-2.895395349793726,-5.9341843348264165
-2.888158257363252,-5.716969789220137
-2.883705555804795,-5.5658557621402736
-2.8737940593476132,-5.078083052467956
-2.871330137034031,-4.94524446909994
-2.843626683960447,-3.5010035855570836
-2.837839105248725,-3.155379388019464
-2.8348212892158706,-3.015118608531131
-2.8288497460980935,-2.6617071284684535
-2.8266126198450174,-2.5367161019449362
-2.8185638278191565,-2.040495402094813
-2.8157471940051098,-1.9603054822846335
-2.8136356807343255,-1.7719638066957528
-2.812912657955781,-1.7286576582204516
-2.8126465104261644,-1.6942127698278857
-2.810361133135453,-1.5762520644171913
-2.8001110419820967,-0.9860705010583058
-2.7919987344829,-0.5359301216558133
-2.790301481376235,-0.4804017079227514
-2.784532437454777,-0.05764690470356665
-2.77921823125072,0.16648491868864057
-2.7721918774053003,0.5898522826891668
-2.7697230376457718,0.7421527104803508
-2.7656094808115848,0.9876455963273467
-2.759415534668525,1.2254837282916788
-2.757453692541762,1.3307171857577595
-2.7467919447922697,1.8745730815439197
-2.7427010665176548,2.007580280669113
-2.74019550719128,2.232167296891979
-2.740078779001318,2.2293353265735885
-2.7339499839887837,2.4818287376319095
-2.7282025978242963,2.670206693031091
-2.726723088146039,2.6931867169864523
-2.7254310556533783,2.7253414602350654
-2.724922837186269,2.771858930671402
-2.7155218861485615,3.1466627076396665
