n_harmonics,base_freq,magnitudes,instruments
8,4.1440692228788745,"[ 0.26180843 -0.51352778 -0.99502435 -1.03302046  0.76016702 -0.23407995
 -0.05225296 -1.90970352]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9979803055325522,-2.725804210436139
-2.9955741751837577,-2.747272635134187
-2.9932997425816046,-2.7980003422702486
-2.984101546860387,-2.8223178401764923
-2.9815453851306097,-2.8226621014127025
-2.979134079584088,-2.796893088824677
-2.9780205864738973,-2.7785829963297446
-2.9621548598701004,-2.3495668287466294
-2.930667282468794,-0.5288647111120988
-2.925193203972365,-0.13984921857705593
-2.9095118055453053,0.9713117772834987
-2.9030512856736923,1.4057671463853494
-2.8986880324155124,1.6740960632133797
-2.8983979695616737,1.6835479687655746
-2.8949518327881387,1.8857327846483711
-2.8944676189685845,1.924905906373549
-2.8912880296827312,2.0861858044875556
-2.8902325052382665,2.138959853236113
-2.889983263651173,2.1608238729848623
-2.8873297365119126,2.2892313866490968
-2.8807394460188966,2.572919835539012
-2.8720235945503134,2.8652862014195537
-2.861172020322414,3.0775463128194436
-2.848607755087098,3.1116575342551305
-2.8472698768450053,3.1085827854987818
-2.838032382151468,3.006617858111686
-2.8218308881311955,2.606237494504158
-2.8209164506911963,2.572993848315693
-2.819759970510052,2.5370678396217023
-2.8165734460357426,2.4354571149763355
-2.8133169391451176,2.3161436621744658
-2.8120626991907667,2.2724886407934517
-2.808107348054151,2.1306572592806043
-2.8054061713351413,2.0323923055851094
-2.802102772688981,1.8975456027620043
-2.794000501000926,1.5736525365794025
-2.7922801416971534,1.511054474141394
-2.7910710633912883,1.4625472328303657
-2.7868801482533376,1.3073997955304042
-2.784683234852321,1.2236423222661816
-2.777682838087342,0.9554788740555872
-2.773900564193694,0.8121577560704917
-2.7655469022614456,0.5211433853108995
-2.745328984204813,-0.054424069262652246
-2.741642478183725,-0.13601051918370335
-2.7353804088044384,-0.2778344683155475
-2.7330890580798908,-0.30323639664851615
-2.731179189884842,-0.3501853668933723
-2.7290036051465805,-0.3830077357600007
-2.7286852553829455,-0.38807156924567426
-2.719915230176845,-0.5040899261303654
-2.7174338127678137,-0.5392359508152919
-2.71564834182258,-0.5434329579599055
-2.714054131362622,-0.5693254291658277
-2.7042184021199382,-0.6027507213598874
-2.7008360043509274,-0.6076438121560745
-2.6976293387273955,-0.6100492589936038
-2.693676127027844,-0.596071766369979
-2.6901036355862815,-0.5778498909843406
-2.6783048326483305,-0.44006493014937464
-2.675895948652557,-0.40968081072892343
-2.666247348462084,-0.2220096621096807
-2.6583460297357333,-0.025842415567511136
-2.6522643166851205,0.17183403614001413
-2.6488407708933144,0.2733441119439473
-2.6467888415357756,0.3405778114035935
-2.6413377322750526,0.5382786719712661
-2.6397018693939396,0.596105371179711
-2.617048539202494,1.5005787616384165
-2.615970390786171,1.5585595749372936
-2.6147597206004125,1.597370001554669
-2.614536195324816,1.6073489019716607
-2.6120420695941178,1.7061191736452492
-2.610862856355415,1.753671885009538
-2.6073763472191303,1.8836877451430212
-2.600719056205314,2.1252044911632946
-2.598626326363456,2.2019910150156172
-2.588578091137159,2.4859141562232345
-2.5838015984590665,2.5789481443692
-2.5804475382514402,2.6380659007880136
-2.5790638210170505,2.659857646671966
-2.5670443924822512,2.70326389082381
-2.561874477305608,2.637030641052621
-2.5591027948568943,2.61722782246091
-2.5482568859712487,2.308642023269281
-2.546136892114991,2.2312247837559767
-2.5441010534659005,2.1414431418220152
-2.5408532272023274,2.0005012055246505
-2.539288095214167,1.9243704426775485
-2.5351910871417376,1.7027543521555208
-2.5270764779629857,1.2029617259419096
-2.518564397548614,0.5859184562583769
-2.5174358775148815,0.49516274813994327
-2.512947283083214,0.1307317563215514
-2.5090152001700083,-0.19280241548518737
-2.502670644214594,-0.7293008753680048
-2.4947754072710757,-1.4080224015749092
-2.4923161950921235,-1.6161040126472461
-2.4635549252828683,-3.706036248438082
-2.4530428092489567,-4.153732574680216
-2.446655249855727,-4.341404986707496
-2.4434597422847553,-4.381335315989586
-2.440005318978714,-4.437115539871679
-2.4395272648262107,-4.440273441645887
-2.4349714904961184,-4.4598067725062585
-2.4348542431035023,-4.444208475367623
-2.42707160905869,-4.385900907747055
-2.4226148273581636,-4.293949887546943
-2.418803724418354,-4.189792635068658
-2.417175789689767,-4.142115486824794
-2.4010473136798254,-3.42412508382129
-2.393693747697252,-3.0433198015097167
-2.373817033527942,-1.9540966514023757
-2.372916272047963,-1.9001679005101944
-2.3686787771338205,-1.6790618152568304
-2.3686311833629246,-1.682969605349343
-2.365011066496665,-1.5262866677503106
-2.3630242891663205,-1.4538517654219703
-2.3624027521395425,-1.4178854938629581
-2.3525007480953524,-1.0778346196046362
-2.3440997843313776,-0.8974823898298662
-2.343241611129005,-0.8960558525691046
-2.3431519838971617,-0.8888691208118066
-2.3389099455193456,-0.8458993288973612
-2.3226642848986643,-0.9376577109221746
-2.3173007426900067,-1.0386195679798444
-2.316658162750663,-1.0590929566170717
-2.3152748395664213,-1.0798544595199615
-2.29665679419156,-1.6551990380783779
-2.2959680477120736,-1.6825143468435384
-2.293101781367281,-1.7858176448397844
-2.287228662429029,-1.983799874178649
-2.272012670234538,-2.395714404271049
-2.257965499557587,-2.5320724191413353
-2.252374093544244,-2.5094801722896016
-2.2317770892385784,-1.923983703945644
-2.2303279138457466,-1.8564816160787767
-2.224157666818426,-1.531253473776671
-2.2217556266386618,-1.3937342581258196
-2.215438433151581,-0.9929392566295966
-2.2091181877044965,-0.5415724802544789
-2.2038801786430766,-0.1682842442310338
-2.201507598173314,0.018083250311625332
-2.2010421417896744,0.044936462484841184
-2.1954381357299537,0.46874707401681054
-2.18190893870342,1.4172904617987003
-2.1811946651307172,1.4586676485135086
-2.1809680035673047,1.4768065499767808
-2.178882402193734,1.6039356497555035
-2.170126277441942,2.0740544209953535
-2.150307108428492,2.6308283655166744
-2.1465804132708586,2.6312025303786055
-2.127603777642254,2.123380397150964
-2.11898466638287,1.6327720572579048
-2.1117240348072155,1.1133933963331701
-2.089293934565201,-0.805331932593089
-2.088984838264656,-0.8534231485923395
-2.086666161122868,-1.0652426347843393
-2.0818851197817976,-1.4826964680057337
-2.0754378519324925,-2.0301197627100027
-2.0705392537203906,-2.4021358536558983
-2.067648109784394,-2.6129357922727987
-2.0614104647734095,-3.0296044559027937
-2.058120794732298,-3.20303803368095
-2.0576493279031967,-3.2245268672741876
-2.0526301042230664,-3.4666921531610955
-2.052553570815914,-3.4727696948868285
-2.045090876680443,-3.7122708596951592
-2.0345300211354846,-3.8157820638660658
-2.032807527454321,-3.8250853819404016
-2.0273568188197846,-3.741729140819205
-2.0249576609086324,-3.6972111059774715
-2.0223280028710153,-3.620491733953928
-2.0201862985550068,-3.5621816529448638
-2.0195011676792998,-3.520892102288662
-1.998130880065936,-2.367117286718317
-1.9952291708200796,-2.141412662474145
-1.9887439175794592,-1.6454405905942158
-1.982692239469336,-1.1804840092021593
-1.9823511609329476,-1.1563714529128786
-1.9777568386231161,-0.7951469621573957
-1.9649506415768994,0.16048453644305555
-1.9622378500733693,0.3520172436375868
-1.9463649215698275,1.2875718586587086
-1.9422905664199481,1.471707206522419
-1.94074583429429,1.5284663771886475
-1.937253120541953,1.67064814415348
-1.936273748727782,1.7022249052990954
-1.9356608035339777,1.7187624347960435
-1.9173672530025616,2.013123118366086
-1.9005288147367332,1.902358964431275
-1.8967325676938027,1.818070313659553
-1.8907891404603694,1.7296384769474162
-1.8825501748023075,1.5417004239879424
-1.8770262033254292,1.4263104579175432
-1.8652626190684716,1.1976201322776767
-1.8650435778036247,1.1980653170696778
-1.8592578285427648,1.1251800805561147
-1.8463488482929897,1.038934239438375
-1.8450153069799289,1.0405542093653377
-1.8340803028502652,1.109283973838068
-1.8340798668506935,1.105432659530773
-1.8039143971940141,1.7702146182791383
-1.801293705560001,1.8447435446577447
-1.7969828974237048,1.9614559234664968
-1.7832374433989122,2.340716155615527
-1.7804849203969169,2.400301892267131
-1.7769705916337486,2.4696393754394106
-1.7746368800479573,2.521251698705751
-1.7714262872304851,2.5603181136646525
-1.7551689360624037,2.6771715060206187
-1.7548850254612376,2.6804413744074265
-1.7363169423389804,2.444469248610596
-1.726102534904017,2.1630127852660226
-1.7209126431793564,1.9918978840492942
-1.7200232156023942,1.9647592092928334
-1.713425780081137,1.7370664822771886
-1.7099590539146758,1.5936169972319185
-1.7072295416237118,1.482117681936893
-1.7054916387884715,1.4250714768672117
-1.6938935455742947,0.9776427347690362
-1.6917901172762768,0.9092110463632356
-1.687874705841301,0.7679939718971024
-1.6627271596952742,0.16546870308962125
-1.6468070639115908,0.08305352500753305
-1.6379058682498235,0.14731474405305736
-1.6350484296170997,0.1791210291832402
-1.6329532070976491,0.19387180253781702
-1.6142913134283847,0.5246347356964672
-1.6118355603692542,0.5639051628304532
-1.6100698952635675,0.5985870790017642
-1.6039509038636528,0.7024022294064473
-1.593544827666033,0.8400051047509568
-1.5886553974182156,0.8710934239330131
-1.5883053838241887,0.8722493285668411
-1.5793844496157057,0.8828341050282482
-1.5776818732880353,0.8846620350676496
-1.5758862300629097,0.8678730905486128
-1.5720690457142188,0.8336864964928968
-1.5709648036204373,0.8208744152072975
-1.5703973757196372,0.8228031416432748
-1.5457361036867192,0.11072467505480717
-1.5420476864619859,-0.031638825279920194
-1.539080761207398,-0.16785813309791928
-1.522011426237617,-1.0358286160519459
-1.519688180168459,-1.1559284836778119
-1.5157169665100485,-1.3727240006538919
-1.4918041052115683,-2.4478474531624976
-1.4894911167736313,-2.510287317593307
-1.4879260749373027,-2.548050992495076
-1.4807648954541086,-2.729327571019908
-1.4398815610606592,-2.0900619887560916
-1.4363878412481583,-1.9193892092126956
-1.4327004626407325,-1.7019145118031955
-1.4289405103994708,-1.5049182219459631
-1.4241535718676024,-1.1951768441620683
-1.4179147340588394,-0.7795130978214654
-1.4112151040273646,-0.29399429360726537
-1.4062503920348186,0.05340876993551722
-1.3924932502460041,1.0303860240749683
-1.381981754723901,1.705887279243329
-1.372917192286753,2.1990664466240686
-1.363901762784829,2.593193048569534
-1.3588612683205992,2.779839765910827
-1.3539572268867328,2.9211579646670276
-1.3451381890408887,3.084340935804808
-1.3370605813706906,3.125809127305323
-1.336186337700792,3.1281228762425846
-1.3312979806769685,3.1062289261278346
-1.3234575206608539,3.018427334000405
-1.3202861945799693,2.967650641083396
-1.3164006133896007,2.8881884218224787
-1.3160520735371266,2.890070267420014
-1.3041184695525856,2.5680800853560104
-1.3037844699944448,2.5540692550995647
-1.2985436203263319,2.36825508336757
-1.2940894142803805,2.2128207018198527
-1.2865288463127293,1.9221927170369295
-1.2832377941787452,1.7981019218754932
-1.2699676052598563,1.2648394279185737
-1.2581500878583969,0.8241745730494571
-1.2572342289349405,0.798373854766224
-1.2504320726356148,0.5630653568117217
-1.2431412467426843,0.3225154227899982
-1.2400983430563544,0.22166037430383556
-1.2377139992374409,0.1553897047579619
-1.2365638415851261,0.12989703192665428
-1.23577750950924,0.12764150109126696
-1.2281059770892635,-0.08108831790222269
-1.2261518337621773,-0.1291912030970281
-1.2169508693066575,-0.3096945334377492
-1.2161212009040017,-0.3242571790115073
-1.2118256551182496,-0.4044297179520499
-1.2090783334634179,-0.43138574055273804
-1.1879264934564064,-0.6065015293554223
-1.1831554273995477,-0.6120974358973834
-1.1811715956081572,-0.6127605415183143
-1.1772302741769003,-0.5880120041181885
-1.17285893099398,-0.568110311025238
-1.157033205831343,-0.36842142648906906
-1.153610460229534,-0.2965452187120546
-1.145702980181097,-0.10050797715306145
-1.1436486282176885,-0.06066308629025045
-1.1333505965280684,0.25658691578469406
