n_harmonics,base_freq,magnitudes,instruments
10,3.663834852083234,"[-0.95481475 -0.36730494  0.40719183  1.41532635 -0.46911164 -0.35130615
  0.4787472   1.04671068  0.86418289 -2.03070518]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9910719970262805,3.11758176707733
-2.990304361464397,3.1271634725020574
-2.984385478470842,3.130166704056285
-2.9687081941277667,3.1791586073510367
-2.96671090153809,3.1965780351156847
-2.9659659202588347,3.180621088225577
-2.9658825664481956,3.202183981447855
-2.96442200729452,3.2004418788407647
-2.9557779238788653,3.188826812259048
-2.95451535381656,3.188162074064105
-2.9500330064071685,3.1391082285718785
-2.9433823965407906,3.078283308284678
-2.942215977919422,3.088950978329226
-2.9386183141434112,3.0013354444727196
-2.930185574559971,2.786702268813703
-2.90000770835057,1.022998782328342
-2.893420409332524,0.4311704892284739
-2.8856530980892163,-0.2828486485008413
-2.877263974138732,-1.1467220584227047
-2.8714431741046313,-1.72638551939633
-2.8672216530501275,-2.130213688921868
-2.8637248438450555,-2.4913894756299095
-2.8543397907118973,-3.3090838074476223
-2.853400087019525,-3.3635654857238197
-2.8521319019206777,-3.4772969341020716
-2.8508945973385935,-3.5703189410335257
-2.8489779316181103,-3.7035364998774782
-2.841556265840738,-4.177789995578974
-2.832600673481706,-4.5565350084168665
-2.8301282626216526,-4.6091601445563075
-2.8267558307784335,-4.662567514598031
-2.8225704718113835,-4.6473515235555505
-2.8061542791036778,-4.159712388036416
-2.80588339729258,-4.151508231751215
-2.7865738305291323,-2.5301955437454864
-2.7849241209035434,-2.362674871249958
-2.770392218275812,-0.7162425983491492
-2.768039247676435,-0.43760829509839533
-2.766394041561668,-0.2561474833879857
-2.76223486254778,0.24118569237380597
-2.7530780176577014,1.204976275621798
-2.7133279453568226,3.1611248726467034
-2.700159519772412,2.710713358227492
-2.692930072244228,2.2591638656161894
-2.6859187819043058,1.7053142056367
-2.682756077168677,1.4408436134977793
-2.6492106966001687,-1.8110269613383594
-2.6447717998878058,-2.20504203773042
-2.6347415489715496,-2.882562076994891
-2.6073189816731612,-3.4909692802408188
-2.606732648140896,-3.4580964204704583
-2.605861842761077,-3.4575470549472014
-2.597245240757152,-3.2616881547128136
-2.5939307480146256,-3.1235206677749203
-2.5932008536008686,-3.069020231964931
-2.5910809518940505,-2.9711229081482164
-2.5908587468603974,-2.971526798439936
-2.59036034536222,-2.940372732598586
-2.5864453252785777,-2.759672897439738
-2.5847289611932345,-2.6544045657185307
-2.584174673958417,-2.631937612828333
-2.576819067869705,-2.1607021321527857
-2.5617180259396553,-1.1607419570970046
-2.5472667823638746,-0.20119977503484524
-2.5459479266308715,-0.10694408220946999
-2.5458768003678376,-0.10731858395222772
-2.5361575568031576,0.3976317175798478
-2.5273716492266853,0.7881601974524894
-2.5189823258324475,1.014602246886394
-2.5140869648525284,1.1050799399559996
-2.5109253828933644,1.14854892748894
-2.5019384948330856,1.1755781618177952
-2.5002766233358997,1.1856005633759563
-2.49502435454142,1.1485008651585649
-2.4908870475654687,1.1025191185090106
-2.4900381140771533,1.0796353834419286
-2.4791474130495725,0.897003820217517
-2.473866158253906,0.7525978496082038
-2.4735059400026644,0.7464078987501858
-2.467468253412282,0.57488905733146
-2.4657083030922706,0.5360880701051969
-2.464223170163823,0.4806811147051183
-2.462040646721337,0.41565779049414925
-2.446539978176118,-0.014782789304623938
-2.43049217696853,-0.47778230885887635
-2.423362924573732,-0.64996356666744
-2.4193750233422016,-0.735121748356388
-2.416936552165396,-0.7831617796098983
-2.4062852811648234,-1.0078518471790279
-2.3921887107112374,-1.261237812495766
-2.364157819996372,-1.6789514880145135
-2.3639703061167916,-1.6886026928638822
-2.36010130265961,-1.723978208718918
-2.3588280854355457,-1.759147737654518
-2.35679406625806,-1.7991189175530844
-2.3559187898515797,-1.7932237049802537
-2.355809433804521,-1.8053506192072764
-2.3551411500420327,-1.8005100627901451
-2.35269981329251,-1.8376752422744143
-2.3437433825255267,-1.971647975832974
-2.341237289297956,-1.972844639751628
-2.337232234292393,-2.0062492985775875
-2.3368291712191347,-2.0562684980001023
-2.3275800053857885,-2.125106429530413
-2.324183510950125,-2.1402199723073
-2.3220191910423766,-2.1585346993041834
-2.308543886495408,-2.247635598789258
-2.3075209645381873,-2.2306670437210547
-2.305449106792027,-2.251100477497752
-2.29986080504826,-2.279612477504886
-2.296963283083718,-2.282812810234666
-2.294252093689797,-2.293620480027499
-2.2790080212692834,-2.2971368333037905
-2.2717907777752644,-2.306802412568692
-2.2466996298626616,-2.340929195546047
-2.244703886057298,-2.3543522519028115
-2.2441007758965386,-2.335330441192426
-2.2294895880071457,-2.385128464294721
-2.220172964863213,-2.4115642656508385
-2.218602702915982,-2.424584866942863
-2.2110612123927935,-2.4513962528796784
-2.1945953927262956,-2.351745845640997
-2.1877683509941352,-2.3136654496491778
-2.187685590846292,-2.295477709267099
-2.1765489457301137,-2.1282919142406467
-2.175518410112777,-2.091184616888507
-2.1752504102287302,-2.076478072415075
