n_harmonics,base_freq,magnitudes,instruments
10,3.5336299228994856,"[-0.25881372 -0.48127271  1.58894702 -0.09733631 -0.11598567  0.76754717
  0.93069192  1.20654698 -1.20243586  0.46656348]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.993852182015653,0.7462008474869596
-2.9910689223958418,0.5205839553376242
-2.9848257426658193,-0.031492587873144774
-2.9762360076891423,-0.8667314886787201
-2.9648918212710305,-2.0675625650965155
-2.9635025487403555,-2.195220027734591
-2.958717810622451,-2.7072688874946556
-2.956159626552252,-2.963371811336071
-2.9547309594443547,-3.1286741837045624
-2.945098257803246,-4.036371517950665
-2.94474946816032,-4.051797694412008
-2.943724810577093,-4.143517645985248
-2.938191746337302,-4.568381227642391
-2.9354188575596436,-4.8028884258670335
-2.9330841117876263,-4.951341487306522
-2.9162816778795038,-5.697647870660107
-2.8991818028972545,-5.731475070820083
-2.89193863491982,-5.540968349582588
-2.8687324794897417,-4.20244098246432
-2.8579898608974252,-3.3403637404421005
-2.8497644843125247,-2.693540599783953
-2.843998592908897,-2.2042452869049436
-2.836861303139621,-1.6334387699007384
-2.836070817181839,-1.5457918857711952
-2.8299147191481655,-1.0842412454570771
-2.8296192640836617,-1.058173945696074
-2.821470672270249,-0.4674579888921423
-2.8117808397726556,0.12623018653303353
-2.8080355954591187,0.35350933291864955
-2.7948513844954492,0.9101991891985174
-2.7910816913294734,1.0522295833898991
-2.7826951536739246,1.289916176407815
-2.782357938436567,1.2955624906296759
-2.767733314437307,1.5175853262688834
-2.7651752702771977,1.5271467223348332
-2.7627280866154296,1.5111950660806401
-2.759505763454116,1.5352954867791766
-2.755792382566045,1.5508638182322332
-2.754176882751831,1.5579670779707293
-2.754109570434884,1.531827806609507
-2.7538616008284045,1.5591267352549232
-2.751159421253141,1.518645362265789
-2.7502762788348254,1.5563057457735885
-2.7426930166105197,1.4984639786636862
-2.741240830540722,1.4878280144349372
-2.7382605869976677,1.4646520854448766
-2.7351189287519135,1.4272219226545357
-2.7339758816069812,1.4109788351728556
-2.728215289467261,1.3409427562929506
-2.7219157400977894,1.23533710791304
-2.7215881492399294,1.2591807273794533
-2.720423086315992,1.226631438599186
-2.715035224743066,1.1603610384648497
-2.7135103503991886,1.1782300329121858
-2.7082251415590965,1.0693984868272994
-2.6806914952204783,0.7808664877104464
-2.674005519975947,0.7501366354062142
-2.6711737436585397,0.751237999976089
-2.6583504710407544,0.7722303268922397
-2.6439700924415863,0.92076761330319
-2.643107987898369,0.9609543713419559
-2.6430048374669806,0.9437876451645235
-2.6413916006244884,0.9654148873016921
-2.6397088926252046,1.0207894547593308
-2.639365035732116,1.023084763285055
-2.6377399666546966,1.0728767356895363
-2.633935937093846,1.1127837628392165
-2.633563878908953,1.1892102873812807
-2.6247213881049025,1.389762964675782
-2.6225981975010946,1.4282901206488763
-2.6143468454335306,1.7330199635870132
-2.6070184263657565,1.9921644218675787
-2.601479183518099,2.2388694636333644
-2.596236755890703,2.4419927919743096
-2.5828247188213895,2.9753319065279005
-2.5714021537631346,3.361755267279282
-2.56002672605955,3.6490138932598275
-2.551635711677082,3.7604814627877636
-2.5472575521682583,3.7819775020612703
-2.5464425596661413,3.7447941685763784
-2.5348852903005015,3.607866699140173
-2.5142759046874064,2.6953266997091534
-2.5136686731868787,2.616547826958871
-2.5004231655905027,1.6161480725393456
-2.498330746171032,1.4563127375299072
-2.4911927383657364,0.7767771250053064
-2.491106487097955,0.7988615766223371
-2.487496296984891,0.43912097566141595
-2.4846942344352905,0.15072213765972667
-2.479685281844727,-0.3379832562594532
-2.471748960457134,-1.152641625492475
-2.46012032915171,-2.296424454919371
-2.458749470356305,-2.404397325441132
-2.4340796867235683,-4.136740768210061
