n_harmonics,base_freq,magnitudes,instruments
9,4.439191018925657,"[-1.18972538 -0.48696713  1.53663437  0.0501896  -0.98573915  0.43216477
  0.3604477  -0.57193071 -0.10442075]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9985320780287927,0.10658972366525164
-2.993910147616096,-0.3158124635088479
-2.9874828119892163,-0.9251631363215793
-2.980579435519066,-1.6299246409973642
-2.977352341798402,-1.9581380598684515
-2.9764618078917793,-2.0183545528115827
-2.970544674519758,-2.6056639250169775
-2.969015196916658,-2.7305538158941904
-2.949152084168146,-4.0155801001972025
-2.9473901595198457,-4.127646073224121
-2.9464207600126437,-4.171613934944395
-2.944166553577756,-4.2137550825440435
-2.9387651528492915,-4.313052360888167
-2.9248192044457912,-4.095798527098834
-2.919418984198905,-3.838499098762424
-2.9136570449038395,-3.4249218836213573
-2.909227106414538,-3.0818741759763357
-2.9073567442698414,-2.888224949585809
-2.9028949692223893,-2.4776360981231087
-2.884449025825003,-0.33443111602133196
-2.8747581220671954,0.8389891421695574
-2.871666072740945,1.1896578894744967
-2.8685861326796775,1.5712262144163616
-2.8677814923674934,1.66187549538994
-2.8625160939728227,2.2021066935280365
-2.849512565189365,3.2530442607741805
-2.846952593212369,3.483534526995993
-2.845813534302517,3.5561082603233394
-2.8450431040321473,3.533739832878857
-2.8325989124830944,4.011364651134143
-2.8301325959637254,4.086802426967432
-2.829751269873077,4.074927212780945
-2.807755950049537,3.673766110624379
-2.8053461044343737,3.533205575774496
-2.803082012097632,3.3969968386800242
-2.7892873084786016,2.6987991833452147
-2.786601380938105,2.506764537441939
-2.781624905562505,2.2132739850056824
-2.7731561521101873,1.7177755349681825
-2.7723477879790472,1.6872360983812686
-2.771715952368109,1.613536948304362
-2.763696400681373,1.182792331681621
-2.7567983309857462,0.9184010950372353
-2.7449102884002725,0.5113214716680717
-2.7342359250231514,0.3158675666281447
-2.72953215650191,0.1870578687902277
-2.724857221738965,0.16357087207942772
-2.7212729378488403,0.059069619554139315
-2.7137023897714174,-0.057416655569834586
-2.7082292009558877,-0.21192739094484458
-2.700381466278061,-0.39799273629746157
-2.6994366014468776,-0.3878138659360585
-2.6861903043790134,-0.8681914276158107
-2.6843942598387027,-0.9559990719048425
-2.683901997975373,-0.9939998536581847
-2.6814671373325174,-1.1591331895825565
-2.6744188665690833,-1.4824966234397146
-2.66960729155302,-1.7629761745371253
-2.667204068186848,-1.8797169374174736
-2.6638742786034557,-2.093207580773048
-2.6558178377723376,-2.6219871564951838
-2.6514626629604723,-2.8325262248061045
-2.650098154673778,-2.963722298997101
-2.6428183587424803,-3.3575778229470825
-2.6346327305244843,-3.6595712667178657
-2.631842777084829,-3.7701462294044483
-2.628570217928874,-3.934878751297616
-2.625343453832839,-3.9699900035425784
-2.6205346819918236,-4.04991876431405
-2.61795058108694,-4.110845115476767
-2.617263468823956,-4.080369503660591
-2.61504521569562,-4.098396225251189
