n_harmonics,base_freq,magnitudes,instruments
10,4.78259076019152,"[-4.71954097e-01  2.84781924e-02  5.67948193e-01 -1.25081402e+00
  8.17498007e-01 -2.23784499e-04  1.13078637e+00 -7.32992252e-01
 -4.87472389e-01  1.51699778e-01]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998404967302733,1.9269044317518096
-2.9853988501635698,2.7462925243359804
-2.9650104437046467,3.752933455428436
-2.9582971741497097,3.9155616940453837
-2.9543999212203707,3.9506936008597804
-2.944271275672682,3.978320683866181
-2.9440937783415144,3.9461355379576255
-2.9393566459074454,3.8632102963069674
-2.9364320679950877,3.765803883135192
-2.936082343071578,3.8179659964852464
-2.9271332336087212,3.4233594322618552
-2.926915345315937,3.405175325933399
-2.926165481706639,3.3930449563125484
-2.9255934940085604,3.4243518545062144
-2.919670745951076,3.107545649205603
-2.918861212044141,2.9997633282736134
-2.915567598774639,2.8218086019057136
-2.8991567634877007,1.763479529407066
-2.8932780895831813,1.3258556291304093
-2.8867965824369626,0.7842323143514447
-2.884967296764648,0.6790624291091952
-2.883357452223006,0.5418041235662011
-2.876250791142537,0.10058088501300391
-2.8759870156696388,-0.004913996319501346
-2.871316240353036,-0.2764752190822027
-2.8683279009746014,-0.467590575362309
-2.8608111242804153,-0.9141677328156488
-2.8554070755166006,-1.2603201817489813
-2.8454272013886026,-1.771169611273195
-2.84201703708222,-1.848663746450167
-2.8400704694808816,-1.9096642270154651
-2.839757610119556,-1.8955155544197773
-2.8348177648330743,-2.068583246279207
-2.831479666508078,-2.1539034455567005
-2.824163305593069,-2.119223831433492
-2.823097146818732,-2.1499013373353444
-2.8119646619611025,-1.8621791364479865
-2.79947670962039,-1.1787492076123114
-2.7917607304749765,-0.5872811608703805
-2.781796350022344,0.45924485027905154
-2.775706468037331,1.178755444785357
-2.764316736742617,2.4195507371610105
-2.759826647117409,2.9282695436332293
-2.743275317672837,4.24046501628909
-2.732334292603467,4.5697056709511
-2.7316509614931084,4.6118146455861195
-2.726652785408488,4.5082928629317145
-2.7216001567048806,4.448181565410417
-2.7132989983562243,3.8900747471813664
-2.7117988241325937,3.810474314301595
-2.7023991168705246,2.963364035026074
-2.676637062366974,-0.05741020368713407
-2.6765369267186,-0.0731901254401233
-2.673058176336997,-0.37484312964176736
-2.672496115615941,-0.5022386094270557
-2.6652628681578516,-1.0635079339996132
-2.6611375579620855,-1.2650814948741105
-2.6523624423332284,-1.4142912346335563
-2.6442872981375283,-1.2869356801448242
-2.638129562930388,-0.9771984290309323
-2.63459816609461,-0.6710473273754655
-2.6299460251849025,-0.23908388413490658
-2.6271320637001727,0.029897688191299683
-2.6248093060039617,0.27256649742889777
-2.5977373082867254,3.2758763711122905
-2.5592095326536164,2.958508496156449
-2.5591751467172283,2.9342435055023195
-2.557550560563029,2.7687187730655194
-2.55094387910734,1.978519678443722
-2.547066139237795,1.5130522232665058
-2.5355014646873393,0.09331853097188889
-2.5342024854415515,-0.12272504138363305
-2.526003309151827,-1.0338429174596797
-2.518996765544565,-1.5792225969047013
-2.5075409092361856,-2.1525091477760294
-2.501622657816548,-2.1903718265298346
-2.499483071266229,-2.139922340004523
-2.4977329319149804,-2.102207551128131
-2.4852773654343157,-1.5173752844190984
-2.479244631462487,-1.0917435701415015
-2.475477663989713,-0.7964200913306029
-2.461747056395287,0.25602969873248604
-2.442785714450493,0.9063424275610573
-2.435163883639344,0.7478461672339725
-2.4349395890162624,0.726064803676882
-2.43232232713385,0.6205261667751973
-2.431012835612651,0.5490633570334581
-2.422629411319406,-0.08091404001125917
-2.421860316031521,-0.15341607781689737
-2.4213914782549435,-0.21795915887327302
-2.3974151969415343,-2.9401366016915786
-2.3861585197276467,-4.112405000585035
-2.376135557482792,-4.878204011440075
-2.375145746641118,-4.821886017255592
-2.3730758756418275,-4.971051354627182
-2.358830114108455,-5.061148214603703
-2.358173008115127,-5.054122313782366
-2.3424141930784317,-3.9902646577459997
-2.3331872489988466,-3.0316086398996025
-2.326508385006222,-2.3533565769754374
-2.3253446648957414,-2.2095309794319555
-2.3246792876787907,-2.1502110733651345
-2.32408689532332,-2.0965378868570546
-2.322131525343611,-1.881288476139268
-2.314916275091216,-1.1462282063577223
-2.309132813789555,-0.5624714250737025
-2.309036210296501,-0.6124862959627513
-2.30780236745486,-0.4844981301612625
-2.2913403188441244,0.49804840291472957
-2.26481314882305,0.7730134891064122
-2.2593497850304134,0.7073644837142675
-2.248420963899772,0.6775984662804034
-2.2244361559895505,0.6891415685348004
