n_harmonics,base_freq,magnitudes,instruments
7,4.677398276096344,"[ 1.16764266 -0.18468726 -2.06571344 -1.13984654  0.14168201  2.18496013
 -1.45403281]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998578908189039,-0.05222520610858685
-2.9731802859729535,-0.16051839795473485
-2.9518715863890037,-0.38740862506821944
-2.9504143807600514,-0.4120610049349466
-2.9498796776327794,-0.4259636532387675
-2.9381740056525922,-0.6858564662406023
-2.9374869583887087,-0.707456473719263
-2.927505562520016,-1.0271374694742934
-2.926241226768887,-1.0682551001283678
-2.925741873979678,-1.0889619604526306
-2.9213410980921237,-1.2618857204142844
-2.9208915156532207,-1.276007195182823
-2.9160041475180094,-1.482860176971135
-2.9044724328750284,-2.0289491302501754
-2.8947117521210726,-2.531107375516935
-2.885621037134646,-3.0094574615659044
-2.8807269584611355,-3.2633436471425323
-2.8736758565485765,-3.611803676376375
-2.873324374680927,-3.630760160268031
-2.85379233849198,-4.40382791926387
-2.8516196444592454,-4.463100513409156
-2.849398673949719,-4.522754883947437
-2.8453554879224923,-4.613544945294246
-2.8390887984721234,-4.708132482516049
-2.8324970380847687,-4.747100128970294
-2.8302227220886573,-4.74585400089641
-2.8288990295538605,-4.743444365721152
-2.827710640937479,-4.733934199328285
-2.8231533291732336,-4.691724226806217
-2.8182962986093547,-4.61718601493946
-2.8156954731738555,-4.557907940432978
-2.8117534643705673,-4.458211515775492
-2.8109680829462134,-4.436480908276027
-2.8081745041827237,-4.347914869494629
-2.8031962086106796,-4.163672488727499
-2.7928965686737723,-3.7058930332826514
-2.787920065836478,-3.446894055865026
-2.7764610249245347,-2.7832326004729615
-2.7713408433145257,-2.473561914338119
-2.768825873724034,-2.3146771275912226
-2.7667386989028127,-2.185228231720095
-2.750292606113021,-1.1650308706934818
-2.7498480053717786,-1.1367155160121842
-2.7483863460014426,-1.0477836302574686
-2.7415016368898772,-0.6531316375047326
-2.737946626999854,-0.4538087330519452
-2.7325786370535274,-0.16573010896843235
-2.7319209331200813,-0.1385511561972636
-2.7102362126824793,0.788758869252021
-2.707051158410434,0.8904063011447311
-2.7053397045013385,0.9463552284747623
-2.683524461180758,1.4819435513116201
-2.682637387128449,1.4964006467587447
-2.6782181891696553,1.5734014523828597
-2.668343507230033,1.7203865307163089
-2.653202778583081,1.8932928372313593
-2.6461642477432017,1.9577999044294851
-2.6384806240814562,2.017704593475594
-2.6374178170675027,2.026595569341154
-2.6329019519347074,2.0577990732552944
-2.6321476047201795,2.060121945164884
-2.6245602349787616,2.105734009874325
-2.618090670390658,2.1314058007284196
-2.6118458199401626,2.1426144900928006
-2.607941628293104,2.144623638201335
-2.5942634663696715,2.09210528492816
-2.59373591972276,2.090770621473752
-2.5918886458868173,2.0743193995357534
-2.5918087759825754,2.077078834745222
-2.5903993118816127,2.0648380208472212
-2.587557715424624,2.031389678076537
-2.585789196771869,2.013749713256047
-2.5768524153167007,1.8858273106618402
-2.5649945087126333,1.6287263522030506
