n_harmonics,base_freq,magnitudes,instruments
10,2.7456326111367995,"[-1.13087058 -0.55050044  0.47114865 -1.76359362 -0.811304   -0.46108009
 -1.52986934 -0.99678299  0.50188461 -2.0266179 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997462535906155,0.04281953820088874
-2.9970033573180452,0.03072639076429865
-2.996536881667617,0.01844276403801604
-2.989672012074167,-0.1510016521133385
-2.9879002394427436,-0.19106051911416227
-2.9800413424257055,-0.3455991880560349
-2.969037080814071,-0.48492719549566354
-2.9631214909895665,-0.5161392853571771
-2.9595802878295654,-0.5187445752608986
-2.9589205598292403,-0.5178535925689012
-2.958402782041054,-0.5169501085114554
-2.9539724713511433,-0.49732342716516115
-2.951378287535331,-0.47670082377005474
-2.9371874658228494,-0.2423661743266838
-2.9338872753893948,-0.15952797965481064
-2.9314097242977692,-0.09047370684704363
-2.927347836576649,0.03430689504926767
-2.926039281462647,0.07742920473511916
-2.9083170384140473,0.7813929594462824
-2.8921265854524956,1.5424026201727563
-2.8904122806818955,1.6245553792358944
-2.890194630612932,1.6351068145851546
-2.888842639383992,1.6997078554479332
-2.8836560240706737,1.944780639487948
-2.883621433981348,1.9463207807745089
-2.8814996666907535,2.044629546444104
-2.8639641659936608,2.769714051312952
-2.8635919528498315,2.7828093146418373
-2.860223958069634,2.895896268126977
-2.8601351131258568,2.8987120893283826
-2.8567622745136156,3.0010215187607834
-2.851501569007268,3.1376245753566945
-2.8492720364123834,3.1865722105637717
-2.8441588742428054,3.27693047947414
-2.833723290683176,3.3615689302885783
-2.831818742825855,3.3619567238893957
-2.8183082757607743,3.2286569279426294
-2.8141894904760525,3.1413166102680115
-2.8081770423204686,2.9765164720007915
-2.8052025737886583,2.8796253022714864
-2.804985623551923,2.872175076003126
-2.80409663184337,2.8410383277990445
-2.7971954769917757,2.57193547917238
-2.7912048481585474,2.302231470958884
-2.785854771596348,2.037711610303621
-2.7810000948633578,1.7818771630233023
-2.7756390321484137,1.4863942227418345
-2.773174438234717,1.347077314223258
-2.7722060018613854,1.2919386126118437
-2.7662623728438946,0.9505340676854364
-2.762310850802686,0.7228318706351539
-2.758252633003015,0.49095785926012786
-2.7576261224781526,0.4554380302523972
-2.7545703930787364,0.28401888062237907
-2.7489065372993235,-0.02426060913859046
-2.747840048191122,-0.08039629395856816
-2.744183153183025,-0.26837445149136513
-2.731734327229322,-0.8340270818746257
-2.730090299125219,-0.8985313168575528
-2.729160255820381,-0.9338589078929619
-2.7235570997673113,-1.127767259832049
-2.7185523174699258,-1.272015106014122
-2.716971833427314,-1.3115828185278957
-2.7102995136912043,-1.4465858461638108
-2.7079434854978537,-1.4815276843398426
-2.7023112836410697,-1.5382271721070286
-2.7014035420618607,-1.5437694003448506
-2.6827774488532175,-1.4517260610793612
-2.676845584677773,-1.348476358503551
-2.673935631605236,-1.2866462453376597
-2.673310069590962,-1.2726146684014887
-2.672954129107248,-1.2645038051097688
-2.670514970767357,-1.2062330675188906
-2.6664412727035423,-1.1005631828620224
-2.6608451120966197,-0.9408274150638256
-2.6606531263624307,-0.9350723391920766
-2.658538778928612,-0.8711984345381563
-2.6556779528014745,-0.782509762874496
-2.6367237247946766,-0.1854765222722245
-2.627913337554288,0.058629133848107945
-2.624605251514611,0.13859096802721038
-2.616989836492585,0.29127895091215966
-2.6103949850258643,0.38215567885635426
-2.6056687687193083,0.42034690572549577
-2.599390696971901,0.43380030826324123
-2.597977454284213,0.4308305299356397
-2.5955457552214583,0.42005132895781355
-2.5918331685320406,0.3906799394229478
-2.5873945765108837,0.334623665802004
-2.5799566691012803,0.19033440331007248
-2.5741115506785266,0.034750075006326354
-2.5726029116722025,-0.011064739769195874
-2.5665434393059408,-0.21679627351739378
-2.565506133588297,-0.25537533136343726
-2.562004228639002,-0.39184305717755663
-2.5608318473992853,-0.43966872346987307
-2.55999063245341,-0.4744742578187619
-2.555039678643605,-0.689156625442451
-2.5537048527259376,-0.749460952516993
-2.5508240758962106,-0.8825459841659228
-2.5421710215012094,-1.2998585758496821
-2.5344540980486965,-1.6798002869125483
-2.5337137244620234,-1.716020637524483
-2.5334218594809146,-1.7303786527861678
-2.5305358266594027,-1.8701055009778904
-2.526697707623124,-2.0516735636989547
-2.525367397035173,-2.113361307956641
-2.5195993194497843,-2.3686467867226737
-2.51565263139645,-2.530000977960608
-2.5140068544258893,-2.593637455372663
-2.5040823392229488,-2.9197169176019773
-2.498375454062095,-3.055048695053708
-2.49381276662497,-3.131686542432952
-2.4816368441285452,-3.183413498512742
-2.4779342491614345,-3.1521293456053256
-2.474462139759833,-3.1022378134236845
-2.473998646181651,-3.09398624443484
-2.4728677383065967,-3.072541279280856
-2.445973622558803,-1.958973650294717
-2.4386233880277572,-1.4772001160175363
-2.4346261805580767,-1.1906635361901083
-2.4293733597993907,-0.7927056794852211
-2.428567769665392,-0.7297086249289112
-2.4253842837581834,-0.4771303761345372
-2.4176383220392808,0.1579755234556773
-2.4136004809249174,0.4952167467058202
-2.408688076833612,0.9058751844667922
-2.3960822559588695,1.9250305411285273
-2.3945080169942488,2.045561182788343
-2.373637770084631,3.3896468320861466
-2.367844380879689,3.6526458074776116
-2.3596747434896534,3.9223606472199637
-2.3576528975791105,3.9698087888383324
