n_harmonics,base_freq,magnitudes,instruments
7,4.19638278683456,"[-0.66112647  0.10858273 -0.37075383 -1.3886586   0.25357532 -0.04292279
  1.95388669]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9955144681980492,-2.0842938346461333
-2.993299701735217,-2.0083897946139877
-2.989571313372397,-1.829742446895946
-2.985152376051171,-1.5724266582761066
-2.982551097221057,-1.509308980261827
-2.9757353459015863,-1.145384761789705
-2.9595277229758903,-0.23630035692712423
-2.9463393157810795,0.39096644264713143
-2.9423936713695227,0.6737333982541535
-2.9327054714041036,1.118509209743736
-2.931441444386213,1.1764173704913807
-2.92675331279394,1.3605574729550762
-2.9250093287079855,1.4221784632372385
-2.9231243478500817,1.4971870780250929
-2.918648670722689,1.649799758339081
-2.9114934020077756,1.908564808062074
-2.901121782983144,2.2366019155873085
-2.893179584661218,2.37824838533476
-2.883871744513905,2.5993278653977416
-2.8812856316676188,2.603250897419438
-2.854280336843167,2.737468273448837
-2.8416417545993102,2.704941970221699
-2.8409505638903862,2.7301915716276905
-2.835470980359848,2.6352386585470056
-2.8326409008251217,2.643257004050477
-2.8317308378221644,2.580582381553519
-2.8303735189626567,2.6010530513368666
-2.8296888324392224,2.5881283197865153
-2.8289913713707824,2.542232059110895
-2.8261825289224305,2.540922087561605
-2.8250522708709203,2.5032547219638723
-2.7786885783781488,1.2929818748264565
-2.762547978822595,0.694325492979361
-2.757920276635245,0.5243403905403466
-2.757250466229582,0.453323334560537
-2.755221805380583,0.4186415544509554
-2.7443156456279314,-0.06705032101755175
-2.730827350039544,-0.6707407469003787
-2.7302680784616844,-0.7298048565613902
-2.726294265400137,-0.9419037943489913
-2.7222831660760383,-1.0573016147966943
-2.7204341226972932,-1.1784053397033352
-2.716916898107048,-1.3671513371865727
-2.716365886778734,-1.3418071685246842
-2.711879927211268,-1.5674846681798373
-2.7114242596476292,-1.5196728707967389
-2.7069093335206302,-1.7088535817634474
-2.705877071900345,-1.7540613961047176
-2.705823064096905,-1.776716063314816
-2.700260598937139,-1.9149456414512298
-2.692199461953117,-2.1657533369069757
-2.675497804163861,-2.502535552897759
-2.6638789966609115,-2.5456042897505604
-2.6631354795591458,-2.6017877919836083
-2.661999931335246,-2.5587365664405484
-2.659682519285554,-2.5302120230358267
-2.6579402957930207,-2.5639986889146056
-2.6567818349872123,-2.603692429700364
-2.6362395763073474,-2.2757859264559794
-2.6348273981589534,-2.2675836300305106
-2.6319726571080406,-2.1761827958445346
-2.6299369622048046,-2.099245290825109
-2.6262201982895386,-2.0274102145695703
-2.6256918834722347,-1.9838514819328952
-2.603433812152114,-1.4112107128304026
-2.6017142334571766,-1.445252650436029
-2.5995857310195793,-1.349802169406616
-2.59436613996895,-1.1625170547445844
-2.5891073182636255,-1.0708232535181086
-2.5869485600892266,-1.0182263269435854
-2.578821890751827,-0.9108094716371878
-2.5698048988492324,-0.7773011744369763
-2.5639079087491896,-0.7664612281468628
-2.5625995295377892,-0.7949023295333155
-2.554312082642719,-0.7846763268935891
-2.55009149913681,-0.8145487855396542
-2.545965987345128,-0.8801165790785191
-2.540489914442758,-0.9043760844789421
-2.534827629816423,-1.042704264523112
-2.5283443450687493,-1.1852401445221923
-2.523970430961868,-1.369424463606009
-2.5030272536654454,-2.0504819585553244
-2.494110998679183,-2.4098723964745137
-2.491773203705346,-2.452683390499337
-2.4906065116392835,-2.4372422198259027
-2.465977981255893,-3.1457371014865427
-2.4553544542425128,-3.3754905939919357
-2.4541344435340955,-3.342390156171188
-2.450330551750051,-3.342338726555618
-2.445144316879974,-3.4046326341758952
-2.433703751125843,-3.2765228641860773
-2.4326232244840096,-3.256795049145449
-2.42148220319111,-3.0478182564457845
-2.4214289970466005,-2.960515538995838
