n_harmonics,base_freq,magnitudes,instruments
9,3.3512168967691705,"[ 1.64844834 -0.09805174  1.84381771  0.98250158 -0.50952646  0.16437008
  0.11892192 -0.09568853  1.3059995 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.998960650865402,-1.7583774815227444
-2.9978136314699477,-1.7233613891936383
-2.9761466392453615,-1.2514429171720056
-2.969199368375369,-1.1615724476796132
-2.9622524742989795,-1.035000294179311
-2.9580597505901443,-0.9706707415836194
-2.9548623902040783,-0.9422400540314443
-2.952471241872617,-0.9163851605687222
-2.9461724425146985,-0.8251509794343318
-2.9433753904698703,-0.826919217350118
-2.9409723275112953,-0.8007575848606612
-2.9382139470229625,-0.7894660054392031
-2.9225776118265427,-0.7331898054474367
-2.9149552130997036,-0.6985636358877321
-2.9042774728838014,-0.7548375161281614
-2.893374711826598,-0.7327284853020581
-2.884624718303905,-0.7808840083897485
-2.8577948725549973,-0.6543579415192377
-2.8499858385139927,-0.6069326089800332
-2.8348605308766635,-0.4182411816305771
-2.8276440650167487,-0.2959527317079181
-2.8191510668040776,-0.16108903258689308
-2.811934090015736,-0.04263961038439893
-2.811538165940427,-0.034512561255335965
-2.7999292142405907,0.14746630780689338
-2.789419066484813,0.2901170907317541
-2.7885086737959766,0.29097228487390403
-2.7835890644239702,0.3520841677952028
-2.783411134392396,0.35535915537644075
-2.783066407589353,0.35495295726990983
-2.7757820103062034,0.4512910643735722
-2.7743936270134557,0.4180606824779015
-2.7693271898151686,0.4475578500604552
-2.766076031404303,0.4464349121124534
-2.747392167969391,0.42340479955373334
-2.7293568258031993,0.2931465392717214
-2.728918826604363,0.27399604217417195
-2.722542977759666,0.20304693014558864
-2.715708778025873,0.14956819661692525
-2.713751414948215,0.11298502706860586
-2.701522501704866,0.0382613860541452
-2.6982354739886283,0.020402925538659127
-2.6976231754066733,-0.0026485860721436657
-2.6905231276102617,-0.02411436605014649
-2.6825594235076684,0.01510960568050334
-2.677622009356649,0.04701367133517639
-2.6748730551387485,0.029861951173966485
-2.669836185269695,0.12272739595270492
-2.6430795795567463,0.763619904155961
-2.640823723636652,0.830321811907586
-2.634310301960509,1.088770707139485
-2.6293062414800983,1.2349130156851371
-2.6252786840445763,1.4027565888153932
-2.621989334440869,1.5405183486995941
-2.611470963043417,1.987196872666989
-2.6027389360780706,2.3430473028658407
-2.6020518226591425,2.395249966655549
-2.589599193398501,2.8523807195346516
-2.587843839022611,2.8859340430763263
-2.5860536680098027,2.9241514593231837
-2.5842160328376975,2.9984374791209407
-2.5809547173747287,3.0987189426781967
-2.5799261551658264,3.1145585053100047
-2.5682349077929194,3.3441290741799685
-2.564330991016928,3.363762737554811
-2.5479527868157295,3.331249195366608
-2.5479283577621343,3.336248844865748
-2.5456576351520592,3.290490951503939
-2.529784402910077,2.9129519114081797
-2.5252452089704143,2.753030455348443
-2.506977674755932,1.88118354059036
-2.5039313054525376,1.735988382011486
-2.489154460412137,0.9145397501715484
-2.482256789046911,0.5050554922825942
-2.4786943708039937,0.32015461799288664
-2.4736202248465604,0.02939537063141321
-2.469899755370011,-0.17703158170591982
-2.4687303172953916,-0.22296719525393663
-2.4674337894775733,-0.3148097788545307
-2.456799819326545,-0.8338959400068132
-2.442443758418843,-1.3814885944511333
-2.4389604068567463,-1.5019814689880902
-2.4345957779715066,-1.6754691683328975
-2.4269885911257107,-1.8259852159707886
-2.4269720701717503,-1.8298574160411416
-2.4148290128024748,-2.016107239281729
-2.4144144321853007,-2.034338355547754
-2.414052569903559,-2.0568290891267362
-2.404041959557224,-2.145654718730873
-2.398185772699755,-2.1617612544877196
-2.3957996340728727,-2.1634078505297394
-2.3870086366768373,-2.1797351426989464
-2.381284253890307,-2.146381395551604
