n_harmonics,base_freq,magnitudes,instruments
10,2.9742170999374853,"[ 0.69779596  1.4431563  -1.43783119  1.22131828  0.37064108 -1.03510716
  0.83582296  0.65583701  0.39149996  0.22828785]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9987712837310427,1.6306507728092512
-2.9942342237428243,1.574946706157325
-2.9903288658660756,1.584224889299445
-2.9846325761872796,1.4527785047483976
-2.9776142845390785,1.2682795322794478
-2.975669284416215,1.2438288772414765
-2.968093263163964,1.0491625302432432
-2.9645353704548274,0.9311534690980189
-2.9637358530706512,0.8860798581088037
-2.958429030547114,0.7320783704309038
-2.957286879641483,0.6653685887839408
-2.9567698562683224,0.6908864388499052
-2.9546636201105922,0.5445823625846439
-2.954419243419684,0.49964817424717356
-2.9365012685451353,-0.13540297616592917
-2.934547302816325,-0.1760732950417561
-2.9207381586525294,-0.5892473576323582
-2.915942399258684,-0.714327285767573
-2.912535557354238,-0.8006502925222343
-2.896920028627652,-0.9169513357011883
-2.8937187264400763,-1.0542341645057225
-2.891077815120994,-0.9752195502126455
-2.8748197570834324,-0.8363716284783643
-2.870764127740868,-0.7878161764943532
-2.8701768416193785,-0.7836031367961702
-2.8687969844564316,-0.7836326124573592
-2.867170994784667,-0.6879509711925842
-2.8661076696861336,-0.6675093912681379
-2.858830807888204,-0.5246990858901844
-2.8513042153026236,-0.2870137622277253
-2.8502216982043205,-0.19908521836651885
-2.8471335258632333,-0.18537837955861564
-2.8352743319631664,0.22620831945383654
-2.8345273290272672,0.25637254418096905
-2.82867347575056,0.43268748320443745
-2.8134608845483755,0.84887710489739
-2.812411786764216,0.9026517701073271
-2.8123698556269554,0.8894350209324464
-2.8045355851301728,1.0440512599138003
-2.7973791068023974,1.1526624941312587
-2.7958534707493548,1.2293231752501825
-2.7910980661855485,1.262067769631542
-2.782082622523533,1.3727939404154894
-2.7712071270620644,1.4330757660412592
-2.7678147370824044,1.3984720892781646
-2.751376193145169,1.4673072094763653
-2.74974396515553,1.4978161314497633
-2.7456331829721834,1.49442682241586
-2.7448928032922373,1.4998993607573055
-2.7438354671398746,1.5292939547098863
-2.7424024693092055,1.4605495029905942
-2.737201124478897,1.5083420488681016
-2.732975495202206,1.5602106679011174
-2.7325782994691616,1.5943487799388518
-2.731521881727949,1.548419438528376
-2.7260144811400995,1.6508438961024485
-2.7228376669684216,1.701188802332065
