n_harmonics,base_freq,magnitudes,instruments
10,2.612111157216234,"[ 0.65955095 -0.91144365  0.82076484  1.39313385 -0.31533214  0.02671976
 -1.98882629 -0.65984317 -1.32537196 -1.51622392]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997074117165913,-2.0053740881531508
-2.996921125625659,-2.0063520504268286
-2.9886748256719877,-1.5849423065546548
-2.986039870626989,-1.4240456871180696
-2.983541238563438,-1.2852394399012868
-2.9809894938027726,-1.1153581119355387
-2.9767706166957444,-0.891987590604963
-2.9764320096197467,-0.8718827595334062
-2.958113417332795,0.11727502380992838
-2.9518927930909458,0.43748443089956607
-2.946462610991187,0.6463354726975661
-2.9329342846501927,1.102576832701474
-2.9308055088492964,1.1619752551752465
-2.9278496181462,1.2140479640558954
-2.925941754059853,1.2528601390521734
-2.924236237653374,1.2908481795156277
-2.91480835845277,1.3583704256063713
-2.9120622577760447,1.3742012588171668
-2.9078129905642958,1.2941359144190907
-2.905347134135735,1.3011510865908134
-2.901681441301349,1.2444831650434562
-2.8949347538565124,1.0925046871676372
-2.887908515823126,0.8525345065967541
-2.8801020065613043,0.5357910233724005
-2.879037872899363,0.4680558030883328
-2.87760482002564,0.4021777262439134
-2.876833570116083,0.36739459345034897
-2.8756431921265184,0.29698068537121797
-2.867945567675107,-0.12357184756478967
-2.859150188019818,-0.6666547316874102
-2.854579865629797,-0.9452756982637445
-2.850240601147205,-1.254126099936967
-2.84768718978796,-1.4165259968297934
-2.8407966334516246,-1.90412473686323
-2.8391336683055273,-2.0187843816512787
-2.833768533644569,-2.4153102728244096
-2.8252775742746836,-2.9410647882584575
-2.8235275342084054,-3.053726855377824
-2.8217237899660104,-3.156300511333666
-2.820493579120874,-3.2257379049170445
-2.8178976677811414,-3.369700975416854
-2.8160581307146915,-3.4878595450230963
-2.808606860575062,-3.876453860808319
-2.7954943564333252,-4.399958290974286
-2.7926820522591562,-4.465426460084672
-2.783720602989671,-4.673455661358658
-2.775195503423696,-4.737457487809596
-2.7743555251296828,-4.742042449207372
-2.773643084810435,-4.765266372235673
-2.77055928748985,-4.749102395857087
-2.767728169438893,-4.724476284239489
-2.764595962274347,-4.6762187921477985
-2.760851944530021,-4.605171778384363
-2.759783944656838,-4.591283660209071
-2.757452741056879,-4.555479309100372
-2.7545303504370677,-4.4449971421628485
-2.7541153956198325,-4.446057278447602
-2.7527664932715874,-4.407485118871439
-2.7521682597719366,-4.3776173323980805
-2.7474086715048704,-4.19275011145551
-2.740848951849669,-3.9341609897597447
-2.732130254566319,-3.450258423851562
-2.7314058526211,-3.422173774029004
-2.7266788940979243,-3.1739686940230976
-2.7248794027024257,-3.005539402098641
-2.7245712721493214,-3.0402544525741386
-2.716052212868343,-2.4559185328599624
-2.712811971952271,-2.238372939845379
-2.7060944622169503,-1.7473292128212266
-2.7035576114652846,-1.5539907249347733
-2.7022259424529507,-1.4717330760042249
-2.697850294062924,-1.1189655575180817
-2.6962187367839574,-1.0539000638230342
-2.6936518919222907,-0.8273921130937919
-2.685667498067043,-0.2751309179692946
-2.6820570294209976,-0.026515624754954507
-2.673058343828535,0.5106934175517401
-2.6707249219610896,0.6741191563195889
-2.663433700746564,1.0556484316445331
-2.6547007913924037,1.4713274636049645
-2.653698301674977,1.531686540491909
-2.6457271017209485,1.7842054951370065
-2.6423682923240843,1.9022282576301446
-2.6402468788869493,1.949461022544738
-2.6349611783089752,2.059674611788763
-2.634900163229605,2.076625159146663
-2.627471143367207,2.144607032370673
-2.618433639061056,2.167698708183212
-2.6156937826202027,2.1477734195913043
-2.6147015198206285,2.1353456339691146
-2.610884726950796,2.0897142626746805
-2.610243084669433,2.055437446889143
-2.6046393684198357,1.9949239589326457
-2.6042919918356855,1.9605200448629374
-2.598014257242114,1.816966366507945
-2.59649292049881,1.7603898284274284
-2.593420012074642,1.6566112047396757
-2.5898115652743163,1.5466310498646973
-2.5881505808367784,1.47416534623611
-2.586620745439215,1.4290608064598302
-2.5841809264007,1.324064680179755
-2.578007499227839,1.0305808368032312
-2.568080617410103,0.5607036317092705
-2.5679404384276463,0.5432413130307274
-2.564146032436378,0.3733539521994156
-2.561584812192915,0.203414157838339
-2.5591359983206576,0.07660530363882613
-2.5571189739992874,-0.05479345295116586
-2.5500722187834217,-0.424401663541434
-2.543075974159528,-0.8287934084137554
-2.5250601494502387,-1.8142830651385975
-2.5242708685202486,-1.8467434013909534
-2.5223103680354786,-1.9590581066030965
-2.518532251385051,-2.1149444599616776
-2.5009101828654314,-2.8869434224831454
-2.495969526935798,-3.0796854729138308
-2.4811335563409314,-3.579332183087788
-2.4778685782254026,-3.6587607141245715
-2.4710101711075105,-3.756871616787499
-2.4699852018303092,-3.7464429666287113
-2.467497558905638,-3.8124753151750927
-2.454872832180937,-3.946930143345265
-2.453123849423707,-3.96528970342196
-2.447417802361083,-3.9758514268918934
-2.4380007726511836,-3.915855279406866
-2.4375522117606465,-3.9004620893182023
-2.42204341797545,-3.735197983025616
-2.4191615027051148,-3.703768865635818
-2.4045043428945183,-3.366028063605908
-2.3753001235416504,-2.499799180690447
-2.365627009607699,-2.1007575443264654
-2.364647852117286,-2.081854134319686
-2.359619496733117,-1.8890396092501538
-2.340292425219119,-1.1676487375888258
-2.33655326215449,-1.0116982769120755
-2.3175147041147364,-0.30861165464657353
-2.3107034357153147,-0.08562353514902113
-2.3067596861016355,0.06009778401566225
-2.3051279537997362,0.13611396881914298
-2.3024596570541425,0.22777883113938696
-2.3002422514539607,0.28387917786586053
-2.276344922519289,0.9445903374678142
-2.275864135938293,0.9587010053699173
-2.2550079492925788,1.3399548066036018
-2.241312918177842,1.4927940500812242
-2.2356587708305913,1.548444076342907
-2.222837853969918,1.5482847452606407
-2.211742623052487,1.5645541162071301
-2.2030461980530895,1.4875225190323973
-2.196182981800495,1.469253159947683
-2.194161613305287,1.4657560197927946
-2.1799637535130456,1.3530416511379022
-2.1760177039251225,1.3119772997887718
-2.166168440010912,1.2490572068898458
-2.160490741923491,1.2403410028224637
-2.1538066624246976,1.2007513084426142
-2.151629136640569,1.1990330105470637
-2.140397555592524,1.1790435518567393
-2.1403052288868776,1.213441674307499
-2.1349388078446037,1.176899953494635
-2.123554720875309,1.2974351561895463
-2.117505537281465,1.3635301980875227
-2.114520060453558,1.3933543777302881
-2.1137405506891893,1.3899260845969899
-2.1131505488949838,1.4157425003940587
-2.1074938780006054,1.489422617569272
-2.1055467990215115,1.5590176237656213
-2.1036679328527095,1.5742806171798884
-2.0862669901641864,1.9639330952417224
-2.084803664083041,1.9947873876623419
-2.083578871392448,2.0086443380394003
-2.0807832371595376,2.1062797607969324
-2.0763156703607164,2.2007770755464304
-2.0733293772114525,2.2575691755239093
-2.072695939236807,2.256633862706833
-2.0706339796755064,2.340428820561337
-2.0518622030257907,2.792250129944113
-2.0369792946883045,3.1121881999059084
-2.0337539688710837,3.130499472667972
-2.030820865989727,3.2127901552639813
-2.0225987110424786,3.273547483338605
-2.021738142005152,3.2963476623737136
-2.0083797630547084,3.3311843494258473
-2.0001828075659516,3.3208133991460085
-1.9912712268005948,3.2137687632729963
-1.9888642927912856,3.184384192868642
-1.9816371329472926,3.0092091866572104
-1.9806313149159267,2.988695298123864
-1.9654562433139315,2.551114958075994
-1.9640751089973378,2.481632152996043
-1.9601660885160583,2.346173034032377
-1.9416270817737216,1.6041210219065698
-1.940135023094608,1.5590288242098165
-1.9260429039740645,0.9036910729975036
-1.923011872204732,0.7914679888424158
-1.9085760669680607,0.22281997560063038
-1.9018435071488793,0.016296909260051673
-1.8937931115908015,-0.25548437326403844
-1.877229771019634,-0.5501359651230554
-1.8764450323120239,-0.5757414755872154
-1.8599829548829026,-0.5937643818679675
-1.8476704033151747,-0.4188091364535714
-1.8472488562442386,-0.4327316240104796
-1.8393780743676562,-0.24901069919320645
-1.8368853276172847,-0.20256510299800853
-1.8307422326102192,-0.02443068713475198
-1.8266348097079388,0.08508991825240379
-1.8231217709589014,0.19945639317354266
-1.8203085744354044,0.2949897769553093
-1.8193088137741027,0.337751660838937
-1.8182341819847136,0.3717575333894203
-1.8157339788996252,0.4895064082854027
-1.8114890206286163,0.6358184373829798
-1.7854692735044366,1.5298195100983263
-1.7839659933884866,1.6040712165647335
-1.7839259275326442,1.6244625943248687
-1.7783258779935527,1.7508511242317006
-1.7670002015944464,2.051869156461386
-1.7427537881018178,2.1295498283599055
-1.729324687651825,1.8926233534376233
-1.7246813994690278,1.7804590222953396
-1.7218392697806548,1.6680994154224946
-1.7210188201803438,1.680965993051176
-1.7135051807433987,1.365581088702094
-1.709966823345282,1.2363232696326074
-1.709669543363315,1.198700299699101
-1.708772932563291,1.13239921117348
-1.7067966649364419,1.0814608647118655
-1.7044771553624765,0.9121141220032676
