n_harmonics,base_freq,magnitudes,instruments
8,1.8582572148478187,"[1.75815876 0.59478103 1.62737131 1.81194788 0.42250717 0.66742493
 0.33863394 0.00421429]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.982653404775521,-1.1889329563283235
-2.9761788247694874,-0.9902478136002651
-2.9706571359476017,-0.8671525964737109
-2.9702380040441856,-0.8882083392407456
-2.968415774942092,-0.7858792246204628
-2.963246577315765,-0.6672854803197782
-2.94970331799814,-0.2731532679801305
-2.9487568634326697,-0.21975325375655705
-2.9399929142165027,-0.019556405883056013
-2.9376234792244587,0.04222231495807634
-2.9348009407451783,0.07885556077972866
-2.9272903803538606,0.31702487130808027
-2.9227766956634293,0.3875561665314564
-2.9195538528926157,0.5018223930267913
-2.915211662341021,0.6282995758254227
-2.888122416125591,1.2656409956393557
-2.8708133340774857,1.4933456666805076
-2.870452940890873,1.533719118383094
-2.8666481940462605,1.5838151504991644
-2.860232090235664,1.6532187940539536
-2.8579172103203687,1.7124666507075643
-2.8536064920601336,1.743437448597159
-2.8508938973714875,1.7409364272256498
-2.849888955554747,1.7663199674344123
-2.8270144435034217,1.8385071032885396
-2.8260012698672803,1.8430329757237618
-2.823854574629001,1.8656760077084642
-2.823791495166859,1.9025889909884777
-2.8220163975559047,1.884751406168621
-2.7946048594056263,1.7512852148941591
-2.777753839114511,1.5328845137049558
-2.776385377530063,1.604195786933803
-2.75264773276362,1.2310158518679644
-2.74639281452333,1.200940801738977
-2.72865803077676,0.8483169552386598
-2.725036004818248,0.7771817879030756
-2.716513680367239,0.6575961659857535
-2.7092802658323345,0.48870299201665857
-2.7073209448375066,0.49286212627716586
-2.70048057187406,0.3844541245194404
-2.698177367951301,0.32684650562252643
-2.6952949869305804,0.2852354176529503
-2.6952104554129255,0.21165121786197622
-2.689641256508568,0.1988542059287677
-2.689125193912655,0.1335113831356251
-2.688583384788389,0.15428479363117553
-2.6711418384958074,-0.02760477041880728
-2.6560746580977592,-0.1986645345470574
-2.6441661860527423,-0.3389895835011144
-2.640106044077087,-0.38771031887907076
-2.6335793753012795,-0.46169653027446717
-2.6331357993801014,-0.41406709439025907
-2.631981034204511,-0.44247343321259097
-2.631641404437956,-0.4588455103973353
-2.630106506597277,-0.43771899659467
-2.6184355732255233,-0.48354178506252327
-2.6051432415412723,-0.5916838433666994
-2.5993830741852078,-0.5772864683768274
-2.592590292331085,-0.5619506287000535
-2.5848373117209285,-0.563044094737706
-2.579935793783824,-0.5800321262730913
-2.5752835507583214,-0.5501589336433935
-2.5742410140745786,-0.5210773728752274
-2.5588288121043736,-0.4664449931625032
-2.5466024640990046,-0.48550863224731927
-2.545429424091006,-0.5000615558139271
