n_harmonics,base_freq,magnitudes,instruments
8,2.0390841278091965,"[ 0.34263948  0.31529976 -0.22023118  1.36384535 -0.18242566 -1.67501122
  0.50218592  1.6605341 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.996946139540585,0.047152555972652326
-2.9947824866541657,0.1204250848323977
-2.9924691122577824,0.17207985810836465
-2.981509775850353,0.6155489805411678
-2.979179704379403,0.7310644658449217
-2.9742570130724713,0.8871685107838265
-2.9739997171611505,0.8962398296176538
-2.9619982784512198,1.3782664818911994
-2.9593038535041627,1.4633630644597966
-2.9529895718807064,1.6919957943716444
-2.9463038082994117,1.909854862983533
-2.943661276474776,2.015916465400237
-2.9259863439537903,2.5947562839894283
-2.916044443330443,2.8472598240790035
-2.9137205031302935,2.9022923359629136
-2.9123895305327956,2.9468537022284726
-2.90469712345381,3.1260674846594023
-2.891749522225134,3.338199033984999
-2.887867433716102,3.4014503568331214
-2.886358492646549,3.3977540285296124
-2.8801589938143515,3.500372273412542
-2.8779164906608536,3.5214993158468055
-2.8737759079275875,3.5595417804249
-2.8726769490769257,3.5329754731634475
-2.8602888209865407,3.588161634450689
-2.8501797738969135,3.6012645811982624
-2.848636170221906,3.517104813936623
-2.8460367617610176,3.5643386401963197
-2.845131270967789,3.564865499991031
-2.841995443453353,3.5151929129064046
-2.8243699188888494,3.3035046547961207
-2.8233859030399904,3.295708322243939
-2.8139983639596027,3.147764520577965
-2.7915302524987218,2.6498043480474713
-2.786312373275286,2.483416973842604
-2.7757424083409132,2.211575560327008
-2.773577016533398,2.166724552101415
-2.770616798108063,2.0531537588724205
-2.7674087054816665,1.9741414728255842
-2.76375620641548,1.8476633901279396
-2.7587495967308215,1.685530662187606
-2.7549532289055523,1.5767967681499602
-2.754856016114144,1.6056807233555688
-2.753557869925994,1.5495577116439572
-2.7465699283727405,1.304039359385405
-2.741693712524212,1.1768908344687914
-2.7372586494799744,1.0345721470177984
-2.7277780129476055,0.7396263557889154
-2.7182983537829704,0.4581589671077722
