n_harmonics,base_freq,magnitudes,instruments
7,3.717803311275602,"[-0.62057023  1.0234393  -0.01290318 -0.44806331 -0.47630518 -0.85071226
  0.84843245]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9964801631362423,-0.7135839397056746
-2.9948825388309386,-0.7446067202883925
-2.9933814276636177,-0.6700504147648714
-2.991603588271802,-0.7284451334208482
-2.9831931714193436,-0.6171339635121151
-2.9792187094747105,-0.6105809599567085
-2.9789792402150006,-0.6029698200779458
-2.978884376293382,-0.6196311076184905
-2.975576716673945,-0.5297528598609269
-2.9673045405079668,-0.42034937582970155
-2.96414689666243,-0.3326132249364596
-2.962065702979575,-0.30629238816269333
-2.958570911216021,-0.16819157121610306
-2.9523229038423953,0.03347443905808485
-2.9479005525198767,0.1523916968886649
-2.9411724968034996,0.45128467375858566
-2.9315769685366644,0.8204727293517124
-2.921345757553381,1.2666563692925872
-2.889765258905971,2.6874496981544747
-2.888848930703655,2.6779196993141197
-2.879612857362,2.990265281966067
-2.877614025198727,3.0725949842872677
-2.864865160598866,3.3618930792297075
-2.8624499014740232,3.4390084301899075
-2.860242249134484,3.4428586469251905
-2.8539733959977633,3.5030198058626696
-2.847918102139081,3.4742723994632247
-2.841551423797423,3.4597952063942095
-2.840800896520298,3.4984238523031275
-2.8353674308426653,3.423221955993902
-2.8317767415823,3.416629158965481
-2.829527356400371,3.3205029244142215
-2.8180464640257474,2.9634183751388994
-2.816413927514395,2.942430883375981
-2.7985816355660216,2.116486770451162
-2.7965579337977537,2.045568537831876
-2.79082966934289,1.7182363184368195
-2.7906656301117656,1.694183916393903
-2.7898707870334074,1.677670788847883
-2.7894227378740926,1.6225419320132997
-2.780999393942127,1.133468107674999
-2.7786606185329,1.0800814496740867
-2.7527172094188312,-0.3926299050095409
-2.750254667240715,-0.49366506326091886
-2.750102739156544,-0.5057517985989987
-2.745389505860393,-0.7180424052536761
-2.7433784373038597,-0.750681957278936
-2.7431814729977986,-0.8116930959874505
-2.7360373692778666,-1.0496778571556837
-2.722483518858232,-1.5104298970772148
-2.7086742492629248,-1.6834625860911305
-2.7009661301837005,-1.7126204509338303
-2.7007861588909146,-1.6914914138820087
-2.692647917770404,-1.636740497641604
-2.68769752729054,-1.5652546005174053
-2.680265509037844,-1.479812183667964
-2.672557655146912,-1.3085712310308042
-2.6445961036800174,-0.5688823431537178
-2.637340971257414,-0.30045152746513265
-2.6352385787156156,-0.2599798133651323
-2.6307293723437564,-0.17726373579704963
-2.618572250850977,0.09891876196565441
-2.613411382881397,0.16572494752529937
-2.611828873247953,0.12899016940987293
-2.6029282541650587,0.2004592108370466
-2.5952991239321577,0.06085888820818661
-2.594940917181529,0.14096714147758474
