n_harmonics,base_freq,magnitudes,instruments
8,4.632711561060624,"[ 0.13857975 -0.37833986 -1.36713994 -0.91327002  0.99366413  0.13596501
 -0.38727117 -1.64333249]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.998696256002928,3.439535516844976
-2.9924134423291324,3.690924056496302
-2.992297794020156,3.6930758087928566
-2.986463665015753,3.8078327017410043
-2.985470891651598,3.788416346268864
-2.9422016108803932,2.485762124637924
-2.935673746857039,1.9593680318922595
-2.9339747949836985,1.843326252772436
-2.9334914814407673,1.8050479614660337
-2.9331554432131455,1.7988658296269397
-2.9323999997596557,1.7802976605031384
-2.923597866606431,1.0051341088184096
-2.9114111243301446,-0.009945999052107204
-2.9110108726974055,0.047430227426621466
-2.8889628919439527,-1.2274166130203321
-2.8847917711198487,-1.3374996399904078
-2.883052249305094,-1.4209376354967747
-2.882577980499731,-1.4211345004486713
-2.8822902702207562,-1.4394424834425805
-2.861887305203031,-1.2441429244768638
-2.8614665387946787,-1.2749170051245304
-2.840609032284479,-0.021557801540027895
-2.8157803669338186,1.9112006178170453
-2.8156074576887793,1.9574848967831366
-2.8133152479094963,2.1267424981380585
-2.807786433806158,2.4707003803253857
-2.805269875553855,2.6053611297996837
-2.803050033773343,2.703291813832802
-2.8019382744993284,2.745290093684202
-2.7912922670768783,3.0929531520672953
-2.7858909865599717,3.2375067718581843
-2.769692754263594,2.8693124726109587
-2.76403449277592,2.5156502066169186
-2.7574431443383,2.0515099697729644
-2.7571691725773713,2.0434965316859444
-2.7555590067792264,1.9938300104932527
-2.737118353703794,0.18421438629166237
-2.7353386532010022,-0.029184144637332262
-2.734165074686949,-0.10383166496669494
-2.734159800195504,-0.15178649636907174
-2.7332155243203555,-0.26935584376773064
-2.7291144565438072,-0.6791436687980487
-2.7267648430741813,-0.9090052627155957
-2.7265011834771604,-0.8939959230183235
-2.724743285417949,-1.0937674800566313
-2.7189290305035767,-1.688912033411953
-2.7124326819682767,-2.2490004201449865
-2.7052237335912754,-2.782217999216672
-2.6981820395334886,-3.1716033735639155
-2.688461619186267,-3.488512803942977
-2.687991019437193,-3.52616063518572
-2.682753007929959,-3.549640778979513
-2.679540805955676,-3.545627684244228
-2.667014015966174,-3.190467373348877
-2.663817775975115,-3.054813359661944
-2.661948768721454,-2.9704413199848956
-2.6554738536463085,-2.5370102813334845
