n_harmonics,base_freq,magnitudes,instruments
7,3.088457192038237,"[ 0.52295065  0.21701316  1.73281527 -1.21020146  1.56900765 -0.85050793
  1.23133159]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9992508601521046,-1.3498472832916628
-2.997950860482902,-1.316778758167243
-2.993935114468152,-1.3518412295052926
-2.9896966586309404,-1.3988549288351342
-2.985273498975028,-1.4204045054343861
-2.9639697497241366,-1.4945517016348
-2.9638925982343984,-1.4910106100107654
-2.963744416163525,-1.4854947744595162
-2.9620105825641625,-1.4886294155826714
-2.9601664362698226,-1.4964257189065788
-2.9575921523710784,-1.4945296549193665
-2.94670074328418,-1.4265838096165018
-2.9402996141830426,-1.3920843818999493
-2.9399757696016646,-1.396095004155241
-2.938566141157488,-1.3631294307415807
-2.934575739911085,-1.3366450407668655
-2.929017798757113,-1.2866184109964194
-2.910221319316767,-1.035463860125698
-2.9019917883544273,-0.9026974657623055
-2.8982961238876768,-0.8559512752648735
-2.897801162751112,-0.8542638333594706
-2.8969084481341962,-0.8385204719702177
-2.895319136286898,-0.8256821414615293
-2.8934711646967637,-0.7846031941597575
-2.8932049013332284,-0.7775509642804856
-2.8905415384437427,-0.7829151123331154
-2.8887939846845274,-0.7372301552839005
-2.881839110937472,-0.5620342498142893
-2.8673382684253257,-0.3715470386096141
-2.8426567245102916,-0.006476956273327554
-2.8365769188797096,0.02077712975459109
-2.83355898168179,0.03205807272840956
-2.8280802625765116,0.03043508431005552
-2.803602750148628,0.05284066551428698
-2.7987158206257563,-0.017002895124936156
-2.788627361798549,-0.11430016245277394
-2.7796740838606118,-0.26768926685759187
-2.7722857973884896,-0.3535687701636467
-2.7682653310352205,-0.45713456569687744
-2.766632468023823,-0.4564893706751429
-2.7593938900169337,-0.6559246846606236
-2.755576901841377,-0.6900299561761173
-2.754976220590809,-0.7339792000824145
-2.7516393715040737,-0.805913555138798
