n_harmonics,base_freq,magnitudes,instruments
8,3.617645164778269,"[-0.01517539  1.61479853 -0.41977245 -0.76536377  0.50921495  0.96447982
  0.10696267 -0.69745763]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9963999840006776,-0.7703620475505676
-2.9821224719348214,-1.0835507236829383
-2.9758105664251593,-1.0978271951791894
-2.9647270390542264,-1.0852038895085878
-2.9544035286568455,-0.9793016610549505
-2.948709388703646,-0.9039182515853786
-2.9470173038631535,-0.7992594445403386
-2.9404220031214177,-0.6496429714339202
-2.936706136105354,-0.5312915572144673
-2.9341061390707557,-0.4454974005243555
-2.9332135503538046,-0.42887881705919895
-2.9324929397606017,-0.4017166393314556
-2.9209376020772595,0.020453771350303906
-2.913443922603559,0.2855787669552377
-2.9056466461142874,0.6118167879863251
-2.89541785250894,0.9790490581794635
-2.893237302585149,1.0369911183896494
-2.889322375173819,1.1323319464435644
-2.885977773332332,1.23913661554232
-2.871967920110584,1.5469335992289073
-2.8698565754971197,1.5898523629882173
-2.8552083999869686,1.7560608599899934
-2.8412799119773906,1.7066671983292132
-2.838138474493251,1.7206450175470793
-2.8380424760961978,1.723534985386094
-2.8282030684933908,1.6337525371783157
-2.8199474899898087,1.5148698239587588
-2.8197067778533693,1.5437004114926127
-2.813761082053148,1.4771000429929442
-2.8104801268249497,1.443919978218468
-2.7944942542138955,1.3033768577130445
-2.7893642718587266,1.276747591612532
-2.788283555419226,1.27714156709301
-2.7868922938980716,1.3369077949848784
-2.783965441988496,1.3187165439084547
-2.7723457060979815,1.339386729993167
-2.7635486456108698,1.4558229837440662
-2.763424095933731,1.4598428527778917
-2.7613759991320386,1.4808006082581573
-2.757844460844422,1.5544405648254753
-2.7473477194493525,1.794769819797057
-2.7375528857187588,2.043575519091383
-2.7345491354692664,2.152773447267007
-2.718823588586626,2.5821219012906607
-2.710908755727897,2.8009091477637185
-2.6984035890088123,3.0474765809424538
-2.6977290114632737,3.0489536566292808
-2.696190840197344,3.089977469674402
-2.69063964745178,3.147322875634152
-2.681405641274618,3.1347883214381147
-2.671079569766282,2.992038614156794
-2.6682247576556257,2.928425576960396
-2.667976867350714,2.8930743065806905
-2.6622841537726707,2.7228624952650495
-2.6613889648815436,2.682917874231146
-2.65707611452543,2.5109444555040947
-2.6523123515246043,2.3012585082818346
-2.6490715992070184,2.119988682376981
-2.6448487016987627,1.9087554197483532
-2.6439096829432094,1.8647353798874813
-2.6333136696787367,1.1307958793303359
-2.615479272470692,-0.44725420098724616
-2.6127948827693945,-0.6336473740321324
-2.6108793612859387,-0.8449015310185003
-2.6066058713239286,-1.265395141138346
-2.5998080008878564,-1.8747998077257237
-2.5861164440785864,-3.1074020203783053
-2.5808120982649694,-3.5325026343130475
-2.578750099206946,-3.6921726704856566
-2.576817398707214,-3.8630873573343973
-2.5762566943678484,-3.878897216456394
-2.571784932900136,-4.167034765489834
-2.5716128251425117,-4.162503370692877
-2.5654751354030285,-4.560213384057691
-2.5575571379519033,-4.962140118282756
-2.552142366933575,-5.162638326750483
-2.5514797937752474,-5.161789194443957
-2.5502481990175254,-5.179980711037621
-2.548609327133694,-5.236746935795864
-2.5477202285732625,-5.275667833557632
-2.5476413130648816,-5.267489532262709
-2.5454408952623444,-5.3412673055484206
-2.5384620086546077,-5.354376971501743
-2.533831474977793,-5.2988386815571795
-2.5313356902582425,-5.28460787713685
-2.5167412953330865,-4.86645883792327
-2.5112575751378827,-4.604509984745365
-2.503840060988085,-4.17014847658488
-2.503404730710712,-4.09691474668237
-2.4821532369660786,-2.3942070727413367
-2.4744488625122694,-1.7179789162732535
-2.454369841412972,0.0325665957507409
-2.438598020880258,1.1933039338058025
