n_harmonics,base_freq,magnitudes,instruments
7,1.4715532576858479,"[-0.01238285  0.16293808 -0.10853494  0.25006975 -0.50943639 -1.34744843
 -0.47648993]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.99715536543759,1.7091095262816463
-2.996441765103194,1.7289550299048573
-2.996428464864711,1.729527378797774
-2.9869418149959186,1.9151602981386053
-2.9837777609284624,1.9719835189764314
-2.980307577329465,2.016770823249832
-2.973551039035647,2.117179870905191
-2.973409210563129,2.124885345638168
-2.9549314300826874,2.3722485815027543
-2.949966542233156,2.431098586542997
-2.9498690592482966,2.442756756048746
-2.9492718672862077,2.4400865354647707
-2.93663568755304,2.5466730291659854
-2.935660045503503,2.554115054401506
-2.9338683880857896,2.558824726989935
-2.9337898012891825,2.576945831971707
-2.932703396916383,2.567973375638582
-2.9308858611603053,2.5754655783617406
-2.9169766505327344,2.6463086201234165
-2.9162225091603102,2.6440777068113492
-2.915953218277968,2.6686713894529257
-2.894609652909667,2.645745570987382
-2.8840178045974803,2.612264037381194
-2.8783789612499726,2.5871687406436346
-2.8707943675164054,2.535961555003662
-2.869036343463941,2.5184286380672103
-2.8630734119220547,2.4530197040985207
-2.853021956565824,2.3572303285052483
-2.8397438785536284,2.190153711856418
-2.8258236248427515,1.9687469798555957
-2.820727348955236,1.860398113275656
-2.810460066155925,1.6871435372496673
-2.810391662169719,1.6822510730537927
-2.8089707392028584,1.6524106280630197
-2.806770184681726,1.6113498866334621
-2.802234921865124,1.5207644155398012
-2.7983411397753475,1.4370362218719628
-2.782934582475396,1.0852755147484763
-2.7711575374428676,0.8271694341091452
-2.7708061040305694,0.8253168466995804
-2.765479522767839,0.705077913391369
-2.7501824713287384,0.33478137280057985
-2.749988349715535,0.33137928710876763
-2.7322344528145934,-0.10672136241015555
-2.7276841108050323,-0.2064590293608703
-2.7258483750452345,-0.2571323249086034
-2.7234712404812615,-0.31423276631981767
-2.722576673958082,-0.3313882124752235
-2.7154696958098854,-0.5034518427526434
-2.7151334710640747,-0.5089415932759285
-2.71216430302312,-0.5798981331053776
-2.7045209090771714,-0.7541332802351257
-2.70447140636335,-0.7614013815816227
-2.690680876861424,-1.0634704872234808
-2.683486636945173,-1.234469230864854
-2.6788442775268204,-1.332874910618356
-2.676848314604967,-1.361278447091584
-2.6708590830084273,-1.4977020736297202
-2.669303576423678,-1.5190523925929054
-2.6672352910959107,-1.5447181457120105
-2.6660792320170232,-1.5736058174476364
-2.662703009012365,-1.6482002151554498
-2.653503739310766,-1.82141621623545
-2.646707863480568,-1.9148718989780045
-2.6342152360537447,-2.1154675013971813
-2.6240414830750343,-2.2247616973526276
-2.6115023124890504,-2.3635425512434836
-2.610441729650937,-2.3556416026640754
-2.608176110376303,-2.3850706560701505
-2.608071460794453,-2.381270530804159
-2.59464950853453,-2.4570220575807475
-2.5908903171373625,-2.4919940871787154
-2.5776716722851694,-2.531444133583288
-2.577369593981088,-2.5124047122811355
-2.5744633195543267,-2.5328707820510754
-2.570730914634435,-2.527405893092106
