n_harmonics,base_freq,magnitudes,instruments
10,3.986461494633467,"[ 0.49470791 -0.99752675 -0.16538887  0.43667243  0.93013992 -1.42422302
 -0.59298278 -0.23795178 -0.91416059  0.34216479]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9935521582830535,-3.906730567354064
-2.991006490538397,-3.768339177224777
-2.989992425231616,-3.774741126162508
-2.9877885982929087,-3.694965615309801
-2.9705031755508235,-2.591107713136174
-2.9647724584389934,-2.0465037596213635
-2.9546554138102445,-1.1862575583404977
-2.9286745180668237,0.25483733898948446
-2.9285879017118885,0.22034655011986598
-2.927237775316061,0.2637758981177313
-2.923684203978686,0.4036068076128333
-2.913743843741309,0.285727360338157
-2.890008630793376,-0.7344830836139327
-2.8885864075256,-0.9245163066643244
-2.8883336172219845,-0.9104971888737173
-2.885098143694949,-1.2115470487797013
-2.8769400003774708,-1.7395954506487596
-2.870743529240941,-2.121798368108523
-2.866047821580584,-2.427096990261318
-2.863981395782215,-2.5543080529791298
-2.8626165032793125,-2.5338708308130644
-2.859657241205451,-2.687904021871044
-2.8579814278137885,-2.7380280233476033
-2.854815636627906,-2.7736954661155107
-2.854075474962937,-2.8191108614691216
-2.8437480351134976,-2.842941837527294
-2.836469094181176,-2.5664369672730225
-2.831664593678684,-2.242624940089898
-2.8288104947610933,-2.072495634881872
-2.8237620502017426,-1.5668889037019091
-2.8226323328987784,-1.5127880742227233
-2.816122401895137,-0.816474692306086
-2.8113264798943938,-0.21821968220268406
-2.808122922593789,0.19066343637610192
-2.807895985683632,0.2368775530368316
-2.795070943198698,2.1178874018430185
-2.793754407713109,2.2711640045499677
-2.791476904472317,2.621758094670702
-2.7883138149923155,3.082163583754326
-2.777157484981496,4.522720398242113
-2.7713974257745253,5.1335502809528455
-2.77101788530891,5.12860901937798
-2.7626796181489617,5.8638754111910645
-2.7623848006568554,5.895902355448256
-2.7483154898744275,6.3113666211899995
-2.7413184176473946,6.231954219999523
-2.7352286318233823,5.98699778512598
-2.7349524945425507,5.931191624091675
-2.7344855414046583,5.890247876493586
-2.730607374265881,5.592428395884857
-2.724824093766845,5.229321690437313
-2.713293022784888,3.921208456889049
-2.70668830489845,3.123116239716701
-2.694520295018145,1.342917563607534
-2.6879669214765887,0.515588552302209
