n_harmonics,base_freq,magnitudes,instruments
8,2.10101601986372,"[ 0.138878   -0.51665237 -0.77213652 -1.07873606  0.78439619  0.00238176
 -1.05018586 -0.17769276]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999015668729016,0.5098272722342879
-2.989317940972465,0.6921841013883919
-2.985403958100341,0.7648929044993364
-2.9756133670478127,0.9401337910151715
-2.9717075529750856,1.0106009896656003
-2.951390732426429,1.3309613296894014
-2.950651206040029,1.3405061998228434
-2.935871331839959,1.5441880841121447
-2.9307630882138023,1.6046892722188848
-2.9275600060269626,1.6441345829828833
-2.922355372267355,1.6980587328812153
-2.9211955985830302,1.710971266819871
-2.9187413625440355,1.7374584350801883
-2.9185393100881,1.7369207141461371
-2.9151874731616307,1.7714712917818498
-2.9031338685665427,1.8794984633120335
-2.8902247556323806,1.965981767190039
-2.8862466274520306,1.9850430183893435
-2.8845574070608357,1.9919470149671121
-2.8383730735602697,2.0731019429534814
-2.8321892355662874,2.0572457016929078
-2.829232195103478,2.0502629539137085
-2.8218595952432293,2.025258272544246
-2.821224433838146,2.0256428870339347
-2.8159359812875193,1.9973792245260573
-2.8133056860653873,1.9850069476658618
-2.812526768109829,1.9825586421183792
-2.809871416649144,1.9674085978355091
-2.8062978901937923,1.9451328364601417
-2.8021526770208327,1.9221463939637264
-2.763589498286601,1.549317700544503
-2.753632139196206,1.4174511799179528
-2.735942651643279,1.1377126287913488
-2.7357619940155997,1.1371818304709256
-2.73248437738195,1.078387791119521
-2.719249659544353,0.8294986785035386
-2.710062448520553,0.6434284129106801
-2.707766918744003,0.5957194269000915
-2.7075932824860063,0.5849476072793586
-2.7038738648036156,0.5112135412977853
-2.703813842276751,0.5092882657603047
-2.7037396447493287,0.5050800504160663
-2.6935232681091144,0.2741973110361616
-2.6896024018429516,0.18227345883804796
-2.6868329916758595,0.11118158090069646
-2.6857984514215456,0.08725266683813004
-2.6658967403774394,-0.4178611230869952
-2.6591486002166578,-0.5979467792778229
-2.6576023014721106,-0.6400889736141483
-2.6557201188222628,-0.6889753677048535
-2.6415640243112475,-1.0769969573178229
-2.6291341085007796,-1.4194007053024895
-2.6286346016655484,-1.432967024551347
-2.625959978887552,-1.503792533619308
-2.6215100996763976,-1.6286219872250554
-2.6208770214540014,-1.6427611980452774
-2.612667063631115,-1.8626924658558646
-2.6094828672392687,-1.9446425758648185
-2.600787219614536,-2.163005859135042
-2.598932723615602,-2.2125245967701295
-2.598837753889495,-2.2121286750359457
-2.595533409438149,-2.293626417396372
-2.5926879972170513,-2.3617416465952465
-2.5917509710070856,-2.3827465073205873
-2.587609275725418,-2.4779843120773566
-2.5866705245232042,-2.500703826720792
-2.5863923379731917,-2.503892839795252
-2.584254479525275,-2.5495993924301312
-2.582695797327245,-2.587743668765909
-2.5526476654841983,-3.113361742157806
-2.5523121120392562,-3.116201255746605
