n_harmonics,base_freq,magnitudes,instruments
7,1.9641909005805531,"[ 0.50742487 -3.07894683  2.31796081 -1.10532613 -1.14180821  0.49810417
  0.98749979]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9888209251865354,1.9551208193482967
-2.986403836691345,2.0240003202742693
-2.985701807692231,1.9304083187616323
-2.98257500500341,2.0120412989044656
-2.975139534407335,2.0131849900379097
-2.9710244939268637,1.9515103211085416
-2.970944114039075,2.02338554921184
-2.9671821246755883,1.9756635978616421
-2.9625821755411383,1.9598104999587396
-2.9566937268148905,1.9414650651543823
-2.9484688399231342,1.884075251143565
-2.9276623314211845,1.5896421329830175
-2.9275381691401963,1.6550922374496182
-2.9234203052911156,1.6306341960545716
-2.918897436124758,1.48978120425905
-2.9101044907218707,1.2998318098678114
-2.8924871242167827,0.9583798354496132
-2.8772244317800855,0.5196354929098359
-2.8729339792401616,0.4073203155729059
-2.855310993227545,-0.02625382621933158
-2.8473563681907796,-0.2810828505674576
-2.825152161042328,-0.8724790854525741
-2.8092030329777398,-1.3338794633294142
-2.806866574925102,-1.3761963501956709
-2.7828388938345943,-1.951094015136643
-2.7773368411172807,-2.0028941501771604
-2.777130402821399,-1.9661227567176152
-2.762059177284031,-2.2437149357142268
-2.7496495907339567,-2.379700157501388
-2.7464636366329636,-2.3866677142122468
-2.7457617151315645,-2.3716039854247586
-2.739969497563661,-2.4257285530984425
-2.7344366140921137,-2.4357848033474263
-2.7243878649639317,-2.480645915155667
-2.7168349134051955,-2.447810232347628
-2.7165397838594454,-2.4592804066488343
-2.713260461940031,-2.450326657776644
-2.708180741205766,-2.355748896092566
-2.706990110836781,-2.433163696214009
-2.695919872668108,-2.3198511130185797
-2.680207736658268,-2.1325352626108094
-2.6796227414754297,-2.0731720929735387
-2.6746878906156075,-2.0579947339797995
-2.6449101170485196,-1.360065769726456
-2.633338252522141,-1.123848433398324
-2.6279370728124642,-1.0090130193560565
-2.6232086185094636,-0.9023647511322782
-2.6156257660815334,-0.6503802872911043
-2.605722113528379,-0.4400915796204534
-2.5996469013437795,-0.2898232454375156
-2.5961759196864054,-0.18510072714079778
-2.571948347609811,0.4459465177547534
-2.570777998857076,0.42438641862232057
-2.5671642927328766,0.5225026144579471
-2.557390773449436,0.7632216787754421
-2.5531915338858884,0.871041527427405
-2.5512905362118223,0.8460588735898955
-2.5489276947890014,0.957691650428395
-2.5453790770207223,1.0025060355842972
-2.541087414797464,1.072274824258344
-2.527943058759499,1.3026034817809184
-2.5274519867395853,1.313610051074103
-2.527298710781544,1.2878325679121592
-2.526843409527457,1.3392719942068263
-2.521189162854114,1.399769021258905
-2.5154372128142564,1.4399335923364955
-2.514716433688646,1.461080823765316
-2.5107878513306137,1.5241951280561608
-2.5013919410680465,1.5235618778548892
-2.4922625334917328,1.609396685911206
-2.4846292577382276,1.6360919480526759
-2.4778353704074845,1.592766408530974
-2.473785498394573,1.5816778229267012
-2.473619514544727,1.5762210598647166
-2.4625806663178986,1.5226067936490215
-2.4624246053938603,1.538112320620589
-2.4598345614098998,1.4811837111307025
-2.4581175860578925,1.4853136103166529
-2.449871960543417,1.3496068957491165
-2.4410109043762525,1.2819667964440156
-2.4400888022335954,1.2186876668399858
-2.4359469799592786,1.1536946452961576
-2.4342857760815404,1.130323099858361
-2.426798167271197,0.9597189842572472
-2.4263058419787464,0.9548051648228079
-2.426192666443802,0.9612128542497231
-2.425310745278024,0.9504936604017493
-2.422628114122281,0.9166804813621846
-2.4013158910930934,0.4566209314278432
-2.389207356935274,0.11140348912985856
-2.383381936523266,-0.03290403838593174
-2.381883261949784,-0.045668732325740445
-2.3814040330578665,-0.0894943733020629
-2.3800981791892175,-0.11141792732137451
-2.377570279481189,-0.13131554668419482
-2.3727138671934687,-0.2902468919705079
-2.3718425584869145,-0.3293832526764738
-2.3609802136153024,-0.6197289102883702
-2.353637117836679,-0.8362865092679848
-2.352296737309312,-0.8911750349131535
-2.349867360299652,-0.9505845271128447
-2.345520700495711,-1.0151415114020692
-2.332065205286665,-1.3681122723478476
-2.3248199104495235,-1.5284380772628823
-2.3238779608374682,-1.6003721795203554
-2.319031267398109,-1.6850794155068114
-2.317534233961184,-1.7249267915010251
-2.3037522629328895,-1.994685748301784
-2.303549739462989,-2.0582497106923348
-2.3026062635348215,-1.9868845773854376
-2.2776329480384483,-2.3785549876724605
-2.271949623139533,-2.38576646974596
-2.2697220215549607,-2.467280640047971
-2.2695460454793346,-2.4074815719494578
-2.265833804868551,-2.4325109591387033
-2.2641878004422766,-2.458375414672215
-2.2591427919317857,-2.508038347730183
-2.2491391634836466,-2.4585712858310513
-2.2443171659445733,-2.487335704466069
-2.2440841171604737,-2.4984293819987626
-2.2392555920329382,-2.4740508935863694
-2.2368247319267307,-2.4712121955831576
-2.2340765443743913,-2.488135902702157
-2.233182954175237,-2.4838840873265777
-2.2275681269481096,-2.412842706164188
-2.1975251286765527,-1.957528578204283
-2.175763511385142,-1.4849728546641356
-2.172044927484122,-1.3968209267612555
-2.1692715153126185,-1.2634707480007485
-2.1679263582290442,-1.2604412477182791
-2.1662333597873777,-1.153274061459527
-2.154303995233178,-0.7945412246935273
-2.1538117261609595,-0.7704184205429631
-2.1535184490815222,-0.7499162718416452
-2.1474303013429155,-0.5955057401530036
-2.146296908949223,-0.5819762394233313
-2.142460951953634,-0.40336024547180266
-2.1363830101639474,-0.18020716495178116
-2.1322877107424105,-0.04195794021508599
-2.1226587727659614,0.28634523057076966
-2.115546703733844,0.6005384961437414
-2.113314430759884,0.6671976878859417
-2.108610456055703,0.8317898635402955
-2.1052353335039933,0.9708904711783147
-2.1050415270470886,0.9871067642158257
-2.1043836068567696,1.03245109282296
-2.1018614747710807,1.1111588881831096
-2.1008228245996894,1.1340915483447607
-2.1006866743004413,1.1198720677105864
-2.0920318591643436,1.4719905311009502
-2.0918303776367058,1.4950297621954225
-2.0914632349003286,1.4953648714061398
-2.0851734703352838,1.7557585305817403
-2.0835410363769054,1.7869244098456303
-2.077020571272856,2.121241121726023
-2.0698858288449724,2.335097154765657
-2.0664955543327235,2.451684468577284
-2.065846941452749,2.4512806473302757
-2.0635855262368548,2.5822566625591783
-2.0601338154062234,2.689433989167829
-2.0463866746404427,3.1025887460254413
-2.041555208765579,3.238909465792041
-2.0403988834701474,3.2831831870210832
-2.037827727612007,3.369865928664924
-2.0336322183424578,3.4479545731634413
-2.031562852021933,3.5911533847532757
-2.0154350314858647,3.998055535873319
-2.0144492567676364,3.9981139333317857
-2.004173969862145,4.233282948158184
-1.9895656690671168,4.532384559726937
-1.9852409497740628,4.591522830680018
-1.9805723123059882,4.688519683114993
-1.9783804170070673,4.718804816449192
-1.9674283460264965,4.828760726396023
-1.9650885535608922,4.871588582159795
-1.9495975148861138,4.901425442593594
-1.9471436366258315,4.907906831517245
-1.9436000940768507,4.974647560423772
-1.9385270660336886,4.968997896432647
-1.9347874823333129,4.964470481802521
-1.932873594908465,4.919927770595285
-1.9260254860379318,5.0099237533613925
-1.9159035665848843,4.892815301791036
-1.8954826265017177,4.742194260515331
-1.894946471045419,4.722571097795656
-1.8824212877122815,4.614383460349647
-1.8794206317768891,4.586420295546854
