n_harmonics,base_freq,magnitudes,instruments
9,4.420442947400546,"[-0.43407681  1.07192963 -0.96025394  0.59859124  0.80075423 -1.20418402
  1.5302818  -0.4311758  -1.28851066]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9852856396628176,-1.649691841102218
-2.982172363029992,-1.7494771220011407
-2.980823946933686,-1.7659930004621947
-2.9716265588138553,-1.8653588866221698
-2.9708581008807915,-1.8645922086575235
-2.962080966270004,-1.7690539565667578
-2.9541148658083887,-1.5981271438257596
-2.9539677272019773,-1.570772280259049
-2.9527129445106235,-1.5170142062322887
-2.950416679421961,-1.4615447707112355
-2.941373662804218,-1.0482070242635773
-2.9355793072037297,-0.7708913003518795
-2.9350675919895464,-0.7799846813014816
-2.9089275826269034,0.2616326440125379
-2.8864356978020513,0.31914662990727893
-2.8816957130912484,0.19053065356943003
-2.8785473135036392,0.08212419571872848
-2.869928492924989,-0.28767059461294125
-2.859339276068093,-0.8718823772714607
-2.8546669695499536,-1.1428964431011437
-2.854431443735355,-1.1385645628002765
-2.851685017538992,-1.3108887486031258
-2.8501941266023763,-1.4276141215785194
-2.846650932213434,-1.6258143375522194
-2.8371923858469374,-2.1392431797387816
-2.836055341901222,-2.1902268311573736
-2.8234445166212243,-2.672300437821805
-2.818209672308364,-2.8054508717028264
-2.8150962254523995,-2.8482321534961907
-2.810520518984849,-2.8734438487849605
-2.8052214515290297,-2.8410168598956784
-2.8028065731643634,-2.8156595540063076
-2.791498270011868,-2.5323264744280256
-2.778679685051555,-1.9689933526438819
-2.774528134955535,-1.7408138743541353
-2.7695313111732403,-1.4478782385877746
-2.766894067749644,-1.3076566390185707
-2.7649956689530732,-1.2035537521948585
-2.763778710783268,-1.1215604968694752
-2.7455603127190717,-0.1066133905772307
-2.742990831783922,0.02351576562275416
-2.740874400970417,0.11065183015587593
-2.7318306779684884,0.484287388353236
-2.7317293504799283,0.5259857581991297
-2.7236795762902437,0.7668465862617264
-2.7129593803315037,0.9936893383221298
-2.6826551887759176,1.309617914941141
-2.6774197270164786,1.3372835198004491
-2.676442629359525,1.3592138308008264
-2.6754591480557064,1.36969054844967
-2.6720937685794137,1.4143467465635866
-2.6685585994036907,1.4508747401151378
-2.6644118072212417,1.5110412721551263
-2.6613476977375514,1.5621176556788363
-2.6553538258537452,1.6715194101199504
-2.65222346912586,1.7409334606042906
-2.6517814743619326,1.7461501317972723
-2.6517341144308486,1.755928627548536
-2.651651740231168,1.7765744280282127
-2.647022801978511,1.8608624285613946
-2.636779402020757,2.125249556472164
-2.627071401988874,2.33416753737722
-2.6205486965813765,2.4334712779529806
-2.5929665297860316,2.307639324602056
-2.5801504413909795,1.7464287307618727
-2.575327412344426,1.453516878728907
-2.5736405060467735,1.3501582423917076
-2.5720001183562267,1.2406061556730086
