n_harmonics,base_freq,magnitudes,instruments
7,3.18296893128817,"[ 0.93656051  1.0952567  -1.8161993   0.98383452 -0.96016023  1.52752439
 -0.3653552 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.996696379699067,-1.6461525358939675
-2.9946133379041084,-1.6467021613304174
-2.9933210280156484,-1.6467717087794214
-2.9846412790472296,-1.6469626784928697
-2.98411221245217,-1.6478930708746795
-2.974117219109269,-1.649950564736833
-2.9731607875145505,-1.6499832626909867
-2.970090184329896,-1.6497696147892384
-2.969938131772602,-1.6491657802857647
-2.9615626857994215,-1.646223222295108
-2.9547403494163103,-1.6375603897603042
-2.940405351765721,-1.5939032758670446
-2.938337920001244,-1.585039292740242
-2.929402782670551,-1.5336838979806044
-2.9086203743919503,-1.3361028060589029
-2.901341051042525,-1.2422053468599004
-2.8986732414918874,-1.2030666664721044
-2.8959769493584444,-1.1626145903820029
-2.8949739201420197,-1.1484327106894705
-2.883430612922165,-0.9574158750584049
-2.876381340275624,-0.8297485529085402
-2.873898330017253,-0.7822469553685975
-2.8718372294887997,-0.7444931804472624
-2.8600119463428837,-0.5124614744408555
-2.859011562459485,-0.49249539489205313
-2.8491743495911255,-0.29686479582408226
-2.846895657346057,-0.25361662940777363
-2.844527190232002,-0.2079264322905761
-2.8375919226810202,-0.07853576520302036
-2.8331084158154827,0.000972522494006998
-2.8224911014712704,0.17299356415603787
-2.817019988408787,0.25038918673219207
-2.8128634507865136,0.3019483245651986
-2.8103114491669965,0.3299628591629769
-2.796000542978751,0.44634621851976786
-2.791787455163667,0.46630935857615036
-2.785406822773447,0.4793582775589352
-2.763266749361945,0.3791394351926686
-2.7620466440942186,0.3673613138961519
-2.7551610682259384,0.2883453522350549
-2.7542725057305235,0.27731991159818437
-2.7512678869558957,0.23397885877963762
-2.742944681965775,0.10085044847032036
-2.7401581655840914,0.050742425495778426
-2.733092122710664,-0.08842403471816002
-2.7314135948523104,-0.12303253052280909
-2.7287784431101554,-0.17969300633264965
-2.7248326353044554,-0.266749988043422
-2.6885788049548918,-1.1481725221575318
-2.6845220196610846,-1.2426971404187817
-2.683947571935909,-1.2571862957424995
-2.672070914275799,-1.5121165102220393
-2.6714993545928696,-1.5222654848905752
-2.661140465434152,-1.7085051887382259
-2.651737903280629,-1.8417788671480617
-2.6499393485238807,-1.8617820781187187
-2.6462595884171547,-1.8996493026285084
-2.627291934171971,-1.9884236138354445
-2.62105839744532,-1.976101844401457
-2.599119387735626,-1.768538593043707
-2.59313481218631,-1.6693296972181193
-2.5764760621862823,-1.3130555690785473
-2.569183178469589,-1.1242887019019319
-2.5629640149121347,-0.9498395002203593
-2.5531780275763527,-0.6573565177506276
-2.5522291109554667,-0.6292149688204599
-2.5454032614124955,-0.4127653372449143
-2.5416920518816983,-0.29468606362337624
-2.5367740336586473,-0.13441282411258074
-2.536756284245498,-0.13441417471321374
-2.5261884637621304,0.20960635755966375
-2.5209956764931296,0.3761287124753561
-2.516113151426451,0.5333640053668641
-2.5118024518055804,0.6673275931516758
-2.502555323672323,0.9501489247926518
-2.4996131342215415,1.0361769963097098
-2.48974965002399,1.3122622336744147
-2.4785392701214386,1.5990425019207628
-2.461302177786311,1.9787184864498546
-2.4571588988130673,2.057712204226836
-2.4502940660501213,2.1803058835580784
-2.449463369656889,2.193819231554377
-2.448562192123436,2.2091194229325564
-2.4479907310489786,2.2198251546414687
-2.437712140535882,2.3757537563564233
-2.4206319350445633,2.5841245263379373
-2.4193206101338336,2.598856304962421
-2.415032978431245,2.642605495325698
-2.4139780185568123,2.653433968635816
-2.4115786195364346,2.674544530749195
-2.4036458951403255,2.7441253284335634
-2.40348610484606,2.744823184939209
-2.3937268577630384,2.8186226000530135
-2.393123726789943,2.821898334868683
-2.386664507608163,2.863662788470441
-2.3729332147084854,2.9372246560395654
-2.3689023913602973,2.9548820031921825
-2.3671418232755297,2.9628638546250707
-2.3652200388121156,2.969155487495126
-2.3628377998749395,2.978133815981927
-2.3626692405145358,2.979888274560164
-2.3569877500049223,2.9968323854158165
-2.3520548836936626,3.009299084548477
-2.338407565314453,3.0252677194559943
-2.3375193358174102,3.025876276771347
-2.320850254023187,2.994167503943487
-2.313387526279502,2.9580163853016357
-2.307383221868804,2.9179374545372476
-2.30316422647513,2.883012025722478
-2.294322577847442,2.7891392784372875
