n_harmonics,base_freq,magnitudes,instruments
9,1.7296065484737269,"[-1.07177877 -0.09095862 -2.51836598 -0.38459054  1.23716189 -1.19828205
  0.56021042 -0.65663786 -0.83627658]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995402347808766,-1.8164633519913633
-2.992329283626847,-1.8951991161720636
-2.984820869504148,-2.061455937314915
-2.9799229018687825,-2.1681860056587303
-2.969879076753937,-2.3479371266945517
-2.964186189557643,-2.431002139779684
-2.9626101741110302,-2.4319497010455717
-2.9605218048978803,-2.4762958900133807
-2.9574431247118516,-2.5119499658490776
-2.955970730848496,-2.529752820123853
-2.955435277042633,-2.5180698417372205
-2.943644619024105,-2.5994310975997172
-2.9430994275239124,-2.601749809160166
-2.938038528916572,-2.602062215758458
-2.934692911809722,-2.609246536884106
-2.9276844959149786,-2.596584724608637
-2.92604740034111,-2.608174143445543
-2.924035202165814,-2.5991153789846515
-2.9193558918174594,-2.5455262321293874
-2.9158206672050646,-2.5348971647412197
-2.90756236949348,-2.4551813817150063
-2.9053334874063004,-2.4444301036204146
-2.902318425375814,-2.416896217538171
-2.8942358919338527,-2.311617354681903
-2.8840881230033086,-2.130750790918265
-2.881946686745555,-2.0939732540836578
-2.880820432260772,-2.077382483894212
-2.879580014259011,-2.0577927114819734
-2.8762553230814465,-1.9862820216261887
-2.8600077822362753,-1.6743682645233537
-2.8458697687873977,-1.3625927848753132
-2.8425078674297755,-1.3011850579151159
-2.8325692104629328,-1.082683958085502
-2.8258289764802766,-0.9290458027725428
-2.8189079764413885,-0.7704451450165255
-2.8126808454220997,-0.6554419545572752
-2.8126167518214142,-0.6520546106279581
-2.8121221362530644,-0.6507923621226355
-2.8090480949319705,-0.5752025405985552
-2.8021478738931163,-0.45317774752677487
-2.798275353318086,-0.38604107540772165
-2.798178428245309,-0.3846950914532414
-2.788471582346198,-0.19565222982885355
-2.7872204894702572,-0.17907563017080397
-2.785797814053854,-0.14027038991535423
-2.780056200766465,-0.06118055706961811
-2.778908036982748,-0.062204219613197345
