n_harmonics,base_freq,magnitudes,instruments
10,2.0352478523597184,"[ 0.57432371  0.68980116  0.28770195 -0.61875799 -0.041584   -1.49746586
 -0.92678657 -0.46186365 -0.65546278 -0.906984  ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9820323300042855,0.9921262350427604
-2.979285077445815,1.044090217005886
-2.95449159916867,1.9900503117562582
-2.9475123525987796,2.162293362324004
-2.9453394262734434,2.2496762928049434
-2.9323154300134804,2.6881088260035755
-2.9303974280686425,2.673225292791435
-2.9245050929833365,2.835398280440774
-2.9236239536404542,2.833943354728094
-2.8987753611441542,3.179773603578015
-2.8952219175052836,3.176716125902599
-2.8924442281571627,3.1519488289517996
-2.890857931532187,3.14805199390088
-2.8866554190707223,3.1487183979963085
-2.8804275688131167,3.1266649379291285
-2.876281573338348,3.0718864789402094
-2.860932355417737,2.899619262811676
-2.857415281711019,2.8113705454754236
-2.8543164808082295,2.7384257706459914
-2.8509463115355818,2.628221094231185
-2.8485287135041206,2.6293062714901656
-2.8484747162482043,2.6527076755963437
-2.8427879799145046,2.454371499423114
-2.8424462881148918,2.444201404642626
-2.8415707017887,2.4197801576587445
-2.8373541856769413,2.2981916038169117
-2.8368518906920324,2.294620186508321
-2.8250216308523104,1.9215269720106023
-2.823040223101388,1.8557650800252905
-2.816239119473966,1.6663144087562733
-2.811228508217954,1.4873987996443083
-2.811189950766995,1.5118814985764746
-2.8057458046321813,1.335317664182398
-2.8034993423399355,1.2380006356132298
-2.799558766003614,1.1088465092303978
-2.7965769184635856,1.035605755679599
-2.792536116540881,0.8757583134289418
-2.7750022885839343,0.36458222740768137
-2.771228149432766,0.24999383441860193
-2.7698377580267994,0.23824284833507717
-2.746596808373239,-0.3211901764511562
-2.744207287783088,-0.342937483906644
-2.738457769979774,-0.45850081673999254
-2.7342438782100285,-0.534520223131074
