n_harmonics,base_freq,magnitudes,instruments
10,4.059045152908657,"[-0.29016571  0.16155374 -2.41985408 -0.18308971  0.16660238 -0.00874914
  0.77574308  0.85839511  0.3154126   1.96357612]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9916748058014644,-2.719071888233676
-2.9900874430674587,-2.704904178048653
-2.9859348392772382,-2.6225324867448645
-2.9776583309451112,-2.4209490466516876
-2.973699135276278,-2.30121703167879
-2.9644885068845825,-1.864291009785837
-2.943128901992473,-0.440614977967343
-2.9406589992352186,-0.2808925896057026
-2.938052178435546,-0.053356617258448945
-2.9370324406673247,0.008093683936426016
-2.9208435623274993,1.2824985327373253
-2.9190025271951017,1.4189861184098995
-2.894841950123532,2.696622384740602
-2.877100937787234,2.9360030430659165
-2.8766547226901236,2.9164244655120233
-2.858327699946468,2.480021391707782
-2.855268780987056,2.354820943943732
-2.8506633785379583,2.1410643961781
-2.8480270516567856,2.0393914989161606
-2.82962399221826,1.1985464784086302
-2.8244338377121236,0.9603785651464535
-2.8187413144806506,0.7750249704954477
-2.818290272059545,0.7691792779980694
-2.8174497532592895,0.7414431658648247
-2.809965702102932,0.5572610649511441
-2.806852732245036,0.5028787989029052
-2.8066075460323114,0.4894455440222953
-2.80051449386866,0.45487805635605216
-2.7994382785517677,0.4422509386309482
-2.7897570685074022,0.4812606128076325
-2.7872177223062318,0.5241285816766503
-2.767371439711867,0.8835661393272544
-2.7614824179754587,0.9771954986690884
-2.7527422372921535,1.0545707838513954
-2.748632212697716,1.01133033270241
-2.7446954130257684,0.9906545116770066
-2.7332519941386373,0.6730799899410305
-2.7316114042032127,0.611624081276804
-2.729988937559531,0.5272194513550131
-2.7119771566795308,-0.7246067028940675
-2.7088843889597074,-1.0222233756557941
-2.7032082171828344,-1.5757084986523817
-2.701634018736259,-1.7309966080749546
-2.6979538024875627,-2.120686697237823
-2.690462427802089,-2.931200138506973
-2.6887486531901024,-3.112006601297053
-2.687265950753072,-3.2618193283675265
-2.6826179825973115,-3.742556966550679
-2.67532677286026,-4.408136333702125
-2.6621172445458976,-5.293859711229054
-2.6615996151995835,-5.33991931113423
-2.6603999088156067,-5.365496383794143
-2.6588112767929912,-5.437869013131875
-2.656617331682112,-5.490689656072648
-2.642471982051722,-5.493932723600001
-2.6234951943938034,-4.1862244081190845
-2.620095639418918,-3.8392507732770516
-2.61966737144766,-3.791417707285478
-2.612390943329724,-2.9446019630014546
-2.6099247038527005,-2.634919501196589
-2.6062585216959633,-2.1698161427222975
-2.601606025385527,-1.5442271275637955
-2.5958524087532697,-0.8122493760702231
-2.5915147023312235,-0.2758003316647541
-2.5892618473249955,0.005347609252075312
-2.5875596365828217,0.21971816283403328
-2.5809552241713094,0.9181892927958448
