n_harmonics,base_freq,magnitudes,instruments
10,2.333551880326425,"[ 0.60815207 -0.13999502  0.20823505  0.55778338  1.21006246  0.51475381
  0.25221099 -0.01705514  1.05056117  0.10329927]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995388214557229,3.9000084313298626
-2.9884006371918725,3.530910052760279
-2.983790729185859,3.322340449767281
-2.9801069128587443,3.1407439220802567
-2.974730172024665,2.8528631077872144
-2.96514076286722,2.2952214761430523
-2.9501851154419367,1.3177653341879412
-2.9442024434685274,0.8888767173508578
-2.941824029447795,0.7624368004527603
-2.938939291575897,0.568780756714723
-2.9280970370408745,-0.05378698659172597
-2.9221428344656197,-0.4426760437194534
-2.916754472229689,-0.7707166029461032
-2.9165359779527336,-0.8770792243616822
-2.914248961797815,-0.9001237132329497
-2.9135742044400166,-0.9766065298997457
-2.910112515189554,-1.1510175374909941
-2.903584453730156,-1.427645827559559
-2.900627050468917,-1.5664592088086597
-2.8888024269039345,-2.0461162357240292
-2.888193884164213,-2.0668464812528575
-2.8755266869924796,-2.405211779427608
-2.874307913891597,-2.4349774922963894
-2.861602945176057,-2.5532790791399074
-2.855101526540139,-2.5949589651284657
-2.8501070631899106,-2.5062370681870325
-2.8344197817338,-2.322135410238399
-2.833734892705446,-2.3389725821410576
-2.831128429030769,-2.3032361987966663
-2.821085077442314,-2.0544648445986575
-2.8204217774479776,-2.0421282638323524
-2.812183677400176,-1.7916336121642713
-2.8115664278751407,-1.8582407474717357
-2.805798649761134,-1.6109155230125007
-2.7985109648539477,-1.3668492494489908
-2.7962222284036367,-1.3019025292296171
-2.7874606205699832,-0.9722560533627606
-2.786817630915712,-1.0283917869599881
-2.7862953768823058,-0.9298432120109847
-2.7725120180090483,-0.5836523072406121
-2.76910421553301,-0.46573862859410564
-2.7689828855219054,-0.46390807166494713
-2.7659338523421706,-0.3653601848847503
-2.7516591707566933,-0.08536965597784105
-2.746152009824141,-0.010970704419529943
-2.7453702603755072,-0.05980298916063304
-2.7415479676859063,0.017653147584290874
-2.7375417506315363,0.05288939077029403
-2.7367627515097377,-0.017923969192146068
-2.7106047485608915,-0.05364766884498311
-2.7101843204302396,-0.10608694759843229
-2.705575728149217,-0.13373238542311
-2.7022287988944087,-0.1812266332223313
-2.701864606506285,-0.22048569916979935
-2.6909466251889667,-0.3451666572765345
-2.690094754225443,-0.42368173504445134
-2.652129565940524,-1.3201203215340316
-2.632203253471128,-1.5920058195860642
-2.623791559325442,-1.672645824380922
-2.62201091783888,-1.791194503149335
-2.5996033911822893,-1.6517879325867542
-2.594467453338638,-1.6575032313331235
-2.592039264517654,-1.60724743223659
-2.5887174226072123,-1.435485785377883
-2.578280854632789,-1.2543133046901287
-2.572873531768895,-1.060146278769133
-2.5700115772516705,-1.0109514910600204
-2.5654546749438323,-0.8390940907546023
-2.5652978362911845,-0.7780343233525994
-2.559746469667127,-0.6343316233039127
-2.548095369852155,-0.10653738752414212
-2.5463015466592727,-0.05164099294641765
-2.5283511313952105,0.7526890859387844
-2.5248941074033295,0.906700944883405
-2.5239296034878134,0.9033385173990319
-2.5180929291465897,1.1454559728316964
-2.5178336451934795,1.2103556139477625
-2.5149181328402928,1.4043847356105732
-2.5086367575177224,1.5561119192778958
-2.5052896069412096,1.755279419262719
-2.502829020268223,1.8162683801779678
-2.489250380799254,2.277607595497956
-2.4749659673357867,2.569909548894697
-2.47334018768833,2.6085297878673557
-2.4733289032236145,2.624668280165534
-2.466786151408929,2.6380705682916195
-2.466415171889109,2.665461981288497
-2.464460346284451,2.701802769891247
-2.4453286546562896,2.6523354876057272
-2.4372231726755915,2.5696285549898206
-2.4361907633683044,2.4914414345903215
-2.4351417561052298,2.525046062921847
-2.432518906132292,2.4264139373983022
-2.42955773471875,2.339839733399804
-2.4135955954734527,1.8437505648223305
-2.4085318054367084,1.738664182383646
-2.3970642962859516,1.2351645611809965
-2.3938328354614167,1.019552221197019
-2.3886973266010196,0.7946621242159243
