n_harmonics,base_freq,magnitudes,instruments
8,4.160309603230484,"[-1.05768592 -0.26430901 -0.26789652  1.39940363  0.82691185  0.78022099
 -2.85464209  0.28877715]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9860445073593795,4.362888902342704
-2.984595084677462,4.230507210547062
-2.9683524081918886,2.6771320071944333
-2.96827172180564,2.694219735530602
-2.9639770585426604,2.2574670624740856
-2.960760687966255,1.9188983404903956
-2.952207844145597,1.0621134228624804
-2.9520497098519733,1.0500309376912724
-2.9472013801334054,0.5819461992960934
-2.9466850281159394,0.5474998250202495
-2.9412494690206823,0.06445117431681208
-2.936116349212239,-0.354725731517085
-2.935082187152573,-0.4375621527938108
-2.934544806229064,-0.4552748742384488
-2.931454682241963,-0.6759030476753325
-2.9261261004621697,-0.9978480362289458
-2.921631782775669,-1.2625969904407235
-2.9002855525262614,-1.820171401551654
-2.8930128218902285,-1.8220806701318966
-2.8896525083080578,-1.788615432499524
-2.8886586569916446,-1.7579383019438197
-2.8805698171635523,-1.5669666632773094
-2.8803468133621655,-1.570780783647704
-2.8721816631999864,-1.332232433936085
-2.8715677992720705,-1.2961797387529383
-2.8618547233226197,-0.9399597218871316
-2.8583060925615955,-0.7842518618990185
-2.857396881079718,-0.7810583126325195
-2.857353891666242,-0.7499810828900612
-2.8486366855823944,-0.4089550864970464
-2.8433086790272037,-0.24386215291541832
-2.840606241099417,-0.1356970006913959
-2.8373922584435816,-0.044241092727418885
-2.822800594711591,0.2681851969091433
-2.81015538250367,0.32614626321751716
-2.8084754167059494,0.33247430120726057
-2.794368175818194,0.16630925270874297
-2.790794993580416,0.07900393408823704
-2.788896481291775,0.0443681631720121
-2.787164364366546,-0.012142453600451264
-2.7867106164152577,-0.01336489609575692
-2.7780794773404693,-0.26711702803979465
-2.7585139956304485,-0.8323357212829471
-2.7550798340674145,-0.9148845437790535
-2.741865639619928,-1.1736570475531798
-2.73967707743419,-1.1932962423484583
