n_harmonics,base_freq,magnitudes,instruments
9,2.2600565470410743,"[-1.1758754  -1.16278447  0.25383547  0.01802037 -0.46050213  0.24989559
 -1.47830429  1.18250299  2.33329939]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9987802945848285,1.0942357337473452
-2.9986246363761486,1.0434693808659574
-2.9948453618229403,1.0774857673125477
-2.9921945949378035,1.0067028239146516
-2.9896797398637007,0.9731345439091946
-2.9874587403896493,0.9559631003995702
-2.9857487917395082,0.9445079300870864
-2.984200881040613,0.9329746003530073
-2.969278362617493,0.6179721309062584
-2.9601066515637706,0.3433180538271028
-2.9569387299130305,0.21051712503066208
-2.9551539029753875,0.1920412761066702
-2.9498436722166304,-0.06310041331469662
-2.94816427389574,-0.09521001370411575
-2.9478827051202767,-0.09352420704310692
-2.9432772420046986,-0.31149635629407874
-2.934954031222751,-0.6409026633538227
-2.9258540691190085,-1.1140167437254052
-2.921395716570265,-1.3258058855563424
-2.9185151031962433,-1.4787753601758782
-2.9135218902501565,-1.765531351570541
-2.9075441481375,-2.085929980388788
-2.901860353360206,-2.320154175161837
-2.8949834408916177,-2.6198143595373793
-2.8904537896586433,-2.900822705330176
-2.889458058986653,-2.9465891621724043
-2.8876910187369917,-3.020421367814118
-2.8871087272363605,-3.1105105016006758
-2.8671029366096104,-3.9700725735915285
-2.865177856198275,-4.013421303098444
-2.856529968576622,-4.354546755085708
-2.8509210952623096,-4.489255698712313
-2.842885677371237,-4.697939278143636
-2.841752406487416,-4.755953881407281
-2.834097872807914,-4.836007813533785
-2.8278892937388367,-4.955206958983733
-2.8275132749758605,-4.899322865716895
-2.8204333045740224,-5.0109963924560725
-2.8178764444486424,-4.993332418201427
-2.8076000484746975,-4.997764371771965
-2.806407324904085,-4.960645125809924
-2.801047859833913,-4.856290241384581
-2.7999418807040897,-4.889503147351695
-2.797482941677207,-4.857731470363427
-2.790213524196041,-4.738917569254503
-2.7825730962721944,-4.525130212132104
-2.771785005633175,-4.238530196215249
-2.7694485086136487,-4.163571249864566
-2.7650926615679294,-3.9944720629622905
-2.764148165445669,-3.9500576809495396
-2.760754369701819,-3.810802668053706
-2.755371181080503,-3.645220020627407
-2.744578708026485,-3.1683370268728788
-2.743948326274584,-3.194184859174345
-2.7352811098739145,-2.7846008631234573
-2.7329363882428663,-2.693005972563773
-2.732831410039682,-2.711922303562353
-2.7283213183832227,-2.5042699965147808
-2.722469050750347,-2.2966385919446357
-2.7164727047475536,-2.0886514590466856
-2.702923788034859,-1.546700527098214
-2.6983011533736754,-1.3828021160721515
