n_harmonics,base_freq,magnitudes,instruments
7,4.73958349683297,"[-0.498266   -0.03592692  0.105717    0.60101368  0.45476696 -0.96616717
 -0.68527305]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9991981120568934,0.41153223508249603
-2.998405753799049,0.35801484339019035
-2.9951573682515216,0.19681917519101855
-2.991311485576423,0.04874615145325815
-2.9874754362585225,-0.18794995397696623
-2.9864801734675526,-0.19553381659635882
-2.9720610348363765,-0.9503703051797665
-2.969364147702776,-1.070043577853738
-2.951010830135978,-1.8656402401677763
-2.9463157416544745,-2.045422649790906
-2.943746881250466,-2.1270829967722267
-2.9362577724472914,-2.313433163974397
-2.9322286588741413,-2.4215390833943284
-2.921088890904619,-2.5486065104336406
-2.901591374402203,-2.4130818927177304
-2.89723114568356,-2.297228219330317
-2.880162799135194,-1.8226903665483636
-2.87993479622782,-1.8273825888741158
-2.8714168243108293,-1.4670335202632159
-2.8617805038178163,-1.1046522422101215
-2.8468237137991212,-0.41630868530853343
-2.843236664447655,-0.26192379757583756
-2.8242817619719,0.468639355093003
-2.8138009287832713,0.889096220329512
-2.8093116025013067,1.0106930619545467
-2.8082404607999183,1.063696558021912
-2.8023138144593536,1.2371520064267063
-2.7968757096833112,1.4252574856522664
-2.7955211134076388,1.4709865060913931
-2.793323394021425,1.527173718112679
-2.7752461569752334,2.0265835390407014
-2.772930490980971,2.097608957870322
-2.7706558733319353,2.178111021753321
-2.7552452719122096,2.5889621820848854
-2.7414994251020226,2.9181976925673205
-2.731818809632401,3.1171310265711116
-2.729974346057991,3.1819335815459557
-2.725166940047634,3.2381864507861096
-2.723050753114427,3.2977072016393487
-2.7218034948958794,3.293801503070218
-2.7132461548860745,3.3955540595564937
-2.7100944640569287,3.420415889161167
-2.698681229651553,3.404309305357459
-2.69814831571552,3.393875326414519
-2.6951824717814024,3.330183512158616
-2.6886559497296663,3.2558671966921007
-2.684326998254429,3.1403200942151597
-2.6791593303994006,3.009859250214472
-2.678520240080677,2.948630317787876
-2.6765323532702228,2.929915957141786
-2.630085514652592,0.19456004437100877
-2.6296151707993496,0.15255459487842982
-2.624275264033655,-0.21261272881202212
-2.6017249127144306,-1.5952441735455483
-2.5998183144775506,-1.6713782423316936
-2.598076953761484,-1.756324830953761
-2.590359168348745,-2.003189812736064
-2.5885035094278357,-2.0951287577571893
-2.5617056863352907,-2.058816547315445
-2.560140482040752,-2.021081684312695
-2.5509193917969197,-1.6016998016300705
-2.547763921114428,-1.479623459132581
-2.537661575427772,-0.8168540795836777
-2.5354532906647016,-0.7060187254558151
-2.534854754615248,-0.6321530506608045
-2.534755977370992,-0.637935314820143
-2.519680950431429,0.5144050236790553
-2.5044122873227193,1.6529766304427733
-2.4992908063974766,2.010435628223965
-2.4972037529994093,2.157514716547812
-2.4937265094387366,2.328393255497449
-2.4914224904899287,2.4759682367774007
