n_harmonics,base_freq,magnitudes,instruments
10,3.6874977927393946,"[ 2.00725991  1.67984857 -0.82733394  0.72851811 -0.94444207 -0.84417187
 -0.65665113 -0.92897034 -2.09443856  0.02839242]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9971316576343714,-2.026336106147298
-2.996714744532909,-2.0177981798993194
-2.99568758734711,-2.074213896222918
-2.994424068590416,-2.1296591578385984
-2.991517895980639,-2.265472281300241
-2.9865596093295963,-2.453346112446577
-2.9718919961561,-2.8070657250143887
-2.966089114247244,-2.762932282990992
-2.965637889014845,-2.7638430599377144
-2.96390784736705,-2.747267497171564
-2.953376898922743,-2.4590103004440005
-2.952581705253438,-2.4987526894297196
-2.9417230781476844,-1.9173437425920474
-2.9407637071103228,-1.8051673708122196
-2.936667121345864,-1.5492244006427793
-2.9313522328598207,-1.0824534212629762
-2.921273994224169,-0.06907117836324732
-2.911348395483763,1.0072879560298724
-2.9107821822741338,1.0762545577721085
-2.9081459266958825,1.377326809101745
-2.9058310566356953,1.6942649486026036
-2.8985439631258583,2.501139450947503
-2.885621367831387,3.915115876019377
-2.884552991224246,3.9993227071422464
-2.8770472509046314,4.66011423318254
-2.8709935352265035,5.118785692896146
-2.869541770143972,5.171474161041723
-2.8692150593286403,5.20893624266815
-2.8645459485571045,5.438174851706599
-2.8607977954279136,5.587399707623841
-2.8595216398974515,5.625375624599371
-2.8551593347287043,5.68039749996554
-2.8550340072117866,5.6991950943374015
-2.8521383990640294,5.720224987350362
-2.8464790656014154,5.711096574808775
-2.8453907467547808,5.680517812894534
-2.8432593527540675,5.6395866745985685
-2.8416706659270368,5.573914376615477
-2.83116966863859,5.088767420026938
-2.8184869555576744,4.187458273676051
-2.818250723257181,4.183361904364712
-2.814925784119718,3.861259063091488
-2.80950576478012,3.3518634200475015
-2.8016842052143893,2.593996198759776
-2.7894865887531006,1.419693747844134
-2.788430981383083,1.338281379747571
-2.7840585866875935,0.884237266649899
-2.7829198993979345,0.8274996774569995
-2.7827070206269484,0.818397972774253
-2.778492712808573,0.4669890274193202
-2.777246208678906,0.3463070927586747
-2.7729238338428246,0.046264308599278506
-2.770235902515714,-0.09134712734219468
-2.766996097390149,-0.29723332168823374
-2.763632757195101,-0.4555503315041037
-2.7629803250119913,-0.5210414925573646
-2.7629307406419796,-0.5054185384855677
-2.761947687607953,-0.5528643336040064
-2.761431890011557,-0.5756708877523888
-2.7547790479983005,-0.8272915924895405
-2.7392897296740077,-1.0496192584856001
-2.7248630969780985,-0.863253953375888
-2.7216570491862733,-0.8400389057730298
-2.708083122807854,-0.5450198075571985
-2.7057082374147763,-0.5069589807441657
-2.701532401117925,-0.3479967344353392
-2.695801200649057,-0.27010951740937383
-2.6910588632908556,-0.2426729068645866
-2.6825671897032297,-0.14498248611582473
-2.670514277109035,-0.23118961588417142
-2.6639666209257715,-0.33702107395811753
-2.6621285342920746,-0.35777352194071654
-2.6621117155491514,-0.3793449191619099
-2.6615283340656064,-0.3677733755889466
-2.6562544121481926,-0.5213519291489216
-2.6532926599014486,-0.5993357759996536
-2.6524456652266952,-0.6323142341541149
-2.6345396573211173,-1.2743436397515444
-2.629008503167736,-1.4681315838030995
-2.621140845271798,-1.6989655437122162
-2.6113922293039673,-1.9065214371048678
-2.6077752535345065,-1.9778894805318255
-2.6076080110061377,-1.92086887379377
-2.604554989605358,-2.023286863467559
-2.604342764661948,-2.0213896179455735
-2.567564822926272,-1.4190454383710882
-2.5663906819881244,-1.3559513683463902
-2.5659985935289686,-1.3259448488160963
-2.5556103664579997,-0.9428166742936487
-2.5545103806937393,-0.8925334293521775
-2.5510067025563252,-0.7554664866826493
-2.549691123822736,-0.7452680267319162
-2.546151161057538,-0.5846710320785936
-2.5324344063197746,-0.15992488696911283
-2.532237913341947,-0.11202798079691728
-2.5289757931768126,-0.05301030801950775
-2.5279308349833727,-0.06615744392477499
-2.522570311924854,0.051540022842491234
-2.5144699347995783,0.08155753858594628
-2.512750581040468,0.05158712917870715
-2.500788218198897,-0.06320981617435821
-2.4859110929180384,-0.4174762497239069
-2.482010554974308,-0.540852178419602
-2.472221649580937,-0.8633545774053418
-2.4720791752785605,-0.8682048206147641
-2.4702929335522033,-0.9217521878789234
-2.467993216324432,-1.0127806712873098
-2.460427727701001,-1.1077375125224995
-2.459389778525406,-1.19158025412205
-2.4523300360785383,-1.2922504834982549
-2.43897980458018,-1.2043181961168608
