n_harmonics,base_freq,magnitudes,instruments
7,2.9329924122185447,"[-0.96133867  0.1875048  -1.23441717 -0.97984588 -1.05808996 -0.25410099
  0.12143413]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9933918702129203,-1.3662095236852747
-2.9924657545231326,-1.311049768008387
-2.989422369235026,-1.14441246822574
-2.977952258496,-0.4597514670945983
-2.970627436686451,-4.8417871787909475e-05
-2.949782698992299,1.3511553532930467
-2.9399488264108204,1.9805827019049322
-2.9356066600550488,2.240685930929213
-2.9352506829680056,2.256772505654842
-2.935049379036828,2.2703482462854754
-2.9172970445738287,3.293738262414029
-2.9095730639462003,3.6757009222254227
-2.900362305374216,4.073572269391608
-2.89672379919355,4.203635225885892
-2.896636357763926,4.215207647696753
-2.886029815104206,4.524949629913328
-2.871908328361234,4.791015298231686
-2.869623915947778,4.81538583923028
-2.867418186266777,4.827441184736755
-2.86639792417151,4.843753776429038
-2.8660003107505663,4.847499122044843
-2.8488766377886616,4.779738363251121
-2.8483599250798948,4.7856489695847815
-2.8420287899950147,4.684323838870565
-2.8275265399855005,4.3294361280542475
-2.8234039993129296,4.1962806775269135
-2.8204950986420947,4.0738806424218525
-2.818478937185612,4.01447724192692
-2.8182245822752234,4.007891234248427
-2.8162994275653794,3.9326625121376675
-2.797913835944766,3.1002329324713456
-2.7962040080762787,3.034840773099402
-2.773489774496359,1.853820273222265
-2.772439922976239,1.8027763281072313
-2.7720835877222267,1.7710959531979056
-2.766753308709087,1.5015931734969024
-2.7554289922920523,0.9134159645245467
-2.754367193492431,0.8489003170782414
-2.7484096674593577,0.5728035296615618
-2.746383729266794,0.46987082624775584
-2.7316813626721004,-0.16764958283175477
-2.717520878237581,-0.6723923332717842
-2.687432512128853,-1.2524000637773043
-2.6868084870261923,-1.2458390645155253
-2.6804618475413164,-1.2715351594815247
-2.6780424016429176,-1.2749142662530313
-2.6733290630350393,-1.2780132988552544
-2.6717928088896734,-1.2828082407529233
