n_harmonics,base_freq,magnitudes,instruments
10,1.9476687005425113,"[ 0.79541847  0.91571238  0.78040447 -0.31546407  0.15799195 -0.00278068
 -1.28422074  0.31110751 -1.30985814 -1.38962246]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9979463223756326,-0.2547971476761151
-2.984056351256624,-0.49654329741539427
-2.9764209992533908,-0.5970081768940501
-2.9764156189873487,-0.6511654375911996
-2.961197021167891,-0.9009368608759848
-2.9554946980488994,-0.9788895182555206
-2.952391433588504,-0.9848911313364126
-2.9482410785747293,-0.9493674674426774
-2.9414329160600254,-1.1705680722470169
-2.9381305995246243,-1.118634741374735
-2.933702930223319,-1.1529956726167223
-2.931962790474529,-1.1596287683758129
-2.9288034200579274,-1.193305384063508
-2.923758952883873,-1.2118205891355789
-2.9221652854544216,-1.1816744739374228
-2.920790262461514,-1.1594504338820284
-2.9133416632702875,-1.1299156415062726
-2.9106076870027957,-1.151221795049222
-2.909747386843056,-1.1161402453192224
-2.903808898486372,-1.093244805352166
-2.9035754139616428,-1.1063754203990723
-2.8980100725651106,-1.0918911935556537
-2.8901893455534977,-0.8974179710465258
-2.8883039624088225,-0.977914777447042
-2.886711151789089,-0.9495072810777808
-2.8862689853937855,-0.9121853957886491
-2.881813211669268,-0.7834328888621398
-2.881774180700224,-0.804501820116003
-2.8706018398800506,-0.6280726169077031
-2.867013190741279,-0.49580242990618845
-2.85318061609832,-0.05536626208200261
-2.85046975116373,0.04136372659861752
-2.84203709783662,0.3334715898908138
-2.8407550059726123,0.37423402912537523
-2.840306268214654,0.3750478378294992
-2.8364019109320227,0.5738570051492211
-2.8349540798750703,0.5394219949487619
-2.8274877335768354,0.9576830349909524
-2.8271469398937064,0.8634152180354976
-2.8268875192470366,0.9419262250541158
-2.8266643004959713,0.9278987585336198
-2.8238562177561333,1.0418026289911073
-2.822609473623575,1.06497161547913
-2.8213976299826893,1.182849719219835
-2.8184932056558702,1.2800358676420864
-2.8179101035807825,1.3195900771098354
-2.8123088882713603,1.554343283639204
-2.808414026554884,1.7529491340457
-2.8078874706185637,1.7703326466019624
