n_harmonics,base_freq,magnitudes,instruments
8,2.636284270191439,"[ 0.04261547  0.75987677 -0.15220928 -0.64211531 -0.50137416 -1.53450966
 -0.35914858 -1.61611236]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9959548358069163,0.5489516467608193
-2.9805806496849963,0.46577159316224365
-2.980417509730631,0.4778888358534973
-2.979552047492975,0.457876784692305
-2.9756391829229596,0.4263230982713221
-2.972478991999439,0.3854305976941641
-2.966118086970215,0.3354631741542348
-2.9658236450289306,0.34900944056618355
-2.958406521525748,0.29150343869302503
-2.956468139993214,0.2587483890490992
-2.9559080128146507,0.24168245591733079
-2.9533997040295437,0.2562286789611351
-2.9483539502297615,0.16013156023737904
-2.9477906877153055,0.15457809390659252
-2.9463200731194505,0.1311823369389738
-2.9306373877052754,-0.05249178894759964
-2.930048778035765,-0.05960245094020185
-2.919524417470739,-0.23675414890743934
-2.9127719704867117,-0.3459508324196485
-2.901142249870952,-0.5371149292149684
-2.8995136949194773,-0.5604156444600038
-2.8973961426279615,-0.5872019797125441
-2.8910358992752263,-0.710226501755746
-2.877482911847311,-0.9957916984157933
-2.8770610926244693,-0.9789361742604642
-2.867497519455508,-1.1747253936783564
-2.8660349194021366,-1.208219220123829
-2.861573513084169,-1.2928780987083393
-2.8601811779706843,-1.3100283228046896
-2.8600173390554087,-1.324179510174248
-2.859471397624346,-1.3398588810255854
-2.8551788187700193,-1.4308008419066307
-2.8474331426802486,-1.5587737217927937
-2.8469786609258216,-1.5927386098951688
-2.8439926709341714,-1.6467712717692369
-2.8291086410054236,-1.9103577214732983
-2.8280027573561957,-1.9145630711523527
-2.8240556888341297,-1.9818696088888135
-2.8214621338271844,-2.0513419044704593
-2.8202999281886143,-2.059096867909109
-2.8126832387577476,-2.160887950459106
-2.810942679762473,-2.1804913865609836
-2.8014542390048214,-2.3100966407463233
-2.7832426145494304,-2.40503986639118
-2.7751997033004807,-2.4297644003895846
-2.7743219304881332,-2.445101837029143
-2.7568841054669715,-2.339430956374589
-2.751978184719672,-2.257194669018561
-2.7453040118320233,-2.1880925197159424
-2.743060724123687,-2.136507900506273
-2.742103438761852,-2.1364922765787475
-2.737864181556854,-2.058550570278645
-2.735908909202568,-2.0116361446363347
-2.7256820376100865,-1.782228507016509
-2.6929462183019206,-0.6785995685709849
-2.692555642748016,-0.643870506522771
-2.6918262618851987,-0.6069829884465073
-2.685868370610493,-0.39660375399467057
-2.684799214178958,-0.3406568737460874
-2.6793371977678264,-0.11570768859960376
-2.6785097319876945,-0.08227351406035058
-2.677317060892582,0.0008085950284120423
-2.6734085543367216,0.13315740322668215
-2.670773365811022,0.25418789065763003
-2.668691053161426,0.36457766034998196
-2.6623495412288785,0.6218102537904252
-2.6500711981196106,1.154284515029704
-2.6414062296863614,1.5382616940769935
-2.639013865209958,1.629570290806595
-2.6323889599119985,1.8671851913996362
-2.628396730134754,2.016151025648756
-2.6126336779706443,2.506555562328947
-2.5890753437966465,2.944148560195596
-2.5878002437163365,2.97234525160291
-2.580419602008078,2.976496276113336
-2.5735309038151852,3.0022571641513895
-2.5730579890058136,2.996245033270766
-2.567171678028453,2.9580218336170763
-2.565004271159708,2.9372261798769985
-2.5575552596454347,2.8212352670573155
-2.557128049315466,2.8289283644475556
-2.5455044914676277,2.567013563210569
-2.5176593216993792,1.5609353970676803
-2.513996675053065,1.3725699349717109
-2.5023105461483626,0.8008816327096564
-2.4905186851581,0.19428814538235378
-2.4841349470131715,-0.13818316780322337
-2.4837349388377854,-0.1648086779359309
-2.482604538979011,-0.2178156639853622
-2.467735848073657,-1.0537884741595955
-2.4658137688599826,-1.1362831799273412
-2.4633457334979694,-1.2489957684175899
-2.454877145251074,-1.6830274757621038
-2.4508659084606763,-1.864412501403649
-2.4463229295688467,-2.0933670948983742
-2.441203217214653,-2.312609607719713
-2.439250309601937,-2.393640537386143
-2.4252678686402227,-2.9148459524068175
-2.424415530148564,-2.9375625817731064
-2.424183952679382,-2.9357134976584054
-2.4204111195835645,-3.0761739941310045
-2.41060681021621,-3.283986076595827
-2.4077965679435622,-3.3257265079948697
-2.4022084746516437,-3.3980495254052903
-2.3972965121375336,-3.4781762983483886
-2.3727235800473583,-3.4387842747159896
-2.3640639150117893,-3.32321061055319
-2.3454425323799395,-2.8876798659934084
-2.3421221814321713,-2.7962281887813174
-2.3236960508713937,-2.131090905883716
-2.316778620965792,-1.9127047499875947
