n_harmonics,base_freq,magnitudes,instruments
7,2.954548625280957,"[ 0.20648155  0.47742887 -0.3729211   0.60426816 -2.84168     2.04155884
 -0.28536079]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997476369371075,-1.2833517847367217
-2.985180866953845,-1.4231824642957949
-2.9801911929604508,-1.4781714636073235
-2.9790057694591185,-1.4595990034250341
-2.9653402791611976,-1.6469259144060708
-2.963998884491696,-1.6562452948480975
-2.960098411412732,-1.6995352506649726
-2.9460071295100425,-1.825015356366061
-2.94156706315461,-1.8630803044673987
-2.934561975053305,-1.8876802581063181
-2.934346512332314,-1.8923606710132084
-2.9328588343271926,-1.907399945024403
-2.9257426487019242,-1.9381193299518005
-2.9220124513117405,-1.9579820895207865
-2.9170397696929373,-1.9505712283235432
-2.9140581464083875,-1.9754793166978477
-2.9125152315159424,-1.9605625793209764
-2.9063821213867977,-1.9622575646073774
-2.9022832870508295,-1.9548746241727109
-2.894272659126895,-1.954749587259787
-2.87261187727073,-1.8108409264211538
-2.867732595343951,-1.7418997447590971
-2.866257846672722,-1.746375325765885
-2.857516684622558,-1.6988164663490877
-2.8393348669174996,-1.4416009421748885
-2.8292727760350345,-1.3483113114693914
-2.81648912086364,-1.1785708460690567
-2.8103481651360624,-1.1255766372705707
-2.8070810138370534,-1.0761016350945298
-2.796883445439831,-0.9471250066812731
-2.7952172786820157,-0.9474972862310473
-2.7931196856244105,-0.9152470267345559
-2.7818051983861722,-0.7894717942817256
-2.7782682391792646,-0.814172620837481
-2.7660446571657085,-0.708700734623148
-2.7581632986551172,-0.6610102112428493
-2.7580142701190264,-0.6623743073553741
-2.7579148656309083,-0.6628187219292411
-2.747912941296602,-0.6065036330869765
-2.7456317410419624,-0.6085047222663149
-2.727855201822892,-0.5592756403351787
-2.7226479591168236,-0.5542032322515719
-2.7218051532040515,-0.563089288382084
-2.7154465742552603,-0.5613358905403028
-2.714494335147222,-0.5728623805508549
-2.7111922997940807,-0.5364475668605783
-2.6994107197627613,-0.555318629184292
-2.6952913686731126,-0.5699966602784895
-2.690734813280492,-0.5658527407043835
-2.68480325768524,-0.5455807383667469
-2.6691548137981136,-0.50087343154054
-2.6671456749081837,-0.4909517580506851
-2.6638188581174536,-0.48605402577685736
-2.662582346431173,-0.48059960715634936
-2.6621798405128025,-0.47971410545433596
-2.6616580829070187,-0.5004686661897988
-2.660602013987305,-0.4438338184122533
-2.646258414399486,-0.3677598620544846
-2.6431218256896223,-0.32419608122052423
-2.638157058497356,-0.3083843801990118
-2.635941869081992,-0.2578756289293714
-2.627396741579444,-0.14925069190168425
-2.6239024238383055,-0.10725079436231136
-2.6152288915347706,0.03480867174793189
-2.6049585180108874,0.2135755630154878
-2.592513217872664,0.4720652313235837
-2.589684827707926,0.5316566960858152
-2.588280614305268,0.6040012442512335
-2.5872706060388824,0.576099771816075
-2.583804557972461,0.6832807272862703
-2.577529569478262,0.8273244131321509
-2.5773069729062543,0.8217329710445873
-2.5772920821142966,0.8409655086093445
-2.575022398179222,0.8822610553205024
-2.567352612244001,1.0553266854214114
-2.5664260087573183,1.076882114101484
-2.565499998439601,1.0893136338277987
-2.5632621499806927,1.1448455645011857
-2.5592545148418533,1.2636812539460336
-2.5577118992566756,1.3058667275362381
-2.55295188254861,1.394983328116327
-2.552222922148093,1.408384789105917
-2.5515936010530336,1.4049121536810087
-2.54905357225376,1.4854978405582988
-2.5426338298950286,1.593354340477979
-2.539447264889902,1.68673766369628
-2.538589913483997,1.6910001312278349
-2.531439000206394,1.8261848183079261
-2.5063596305951616,2.193573341820423
-2.504155077872077,2.1934360452612207
-2.503088194133608,2.213860373935308
-2.4973584062030794,2.229422896821235
-2.489365688336896,2.262255694810263
-2.482954430151068,2.2358220362100893
-2.4667974977924083,2.1174935215137007
-2.4653788948977358,2.101748248954141
-2.4624033158757994,2.050675931746786
-2.4522994304188908,1.8491196646426085
-2.4517174546925196,1.8495523469584607
-2.4418620022297413,1.6248869256841187
-2.4375864704687045,1.487587123619651
-2.437037394969671,1.4842711719727506
-2.4284294419199783,1.2467343874123624
-2.423920773462966,1.0776151219368142
-2.4189822676390245,0.8898765919762645
-2.418243262759934,0.8910233092653664
-2.410033353983021,0.590194438128492
-2.3934584738590736,-0.05761486562711988
-2.384595001378495,-0.4512960862615757
-2.3820296263337517,-0.5437985670714144
-2.3780630087982235,-0.6838859863704149
-2.3729125053449804,-0.9345704831148344
-2.3701457352604587,-1.056236415276652
-2.3679121250298474,-1.1165608400301903
-2.364322085416409,-1.2761346716942477
-2.357001287723012,-1.54017958146396
-2.3557755224251684,-1.5757704447657637
-2.332590271667514,-2.313866082287658
