n_harmonics,base_freq,magnitudes,instruments
9,3.738589371957813,"[-0.55263637  0.26543668 -1.05726835  0.6136835   0.22416513  0.10147536
 -0.77036936  1.58185447 -0.01358882]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999661776570174,2.2387409218102254
-2.9995768374715643,2.222196667755907
-2.9948182290517202,2.184381023876539
-2.9797229466132853,1.9596849311061415
-2.9710804332472405,1.7938948624758775
-2.960776975573517,1.5124232662393213
-2.9597471681700718,1.4918441883432199
-2.9555239443835086,1.3690620497231485
-2.9494061535412475,1.208701619100933
-2.9480598369518036,1.1701803565961506
-2.937794862317233,0.8794083067372863
-2.925404769498236,0.5141767010412993
-2.9246803445917635,0.49968400193647544
-2.9223079507208434,0.4139025699842344
-2.917326781371467,0.2845923163699653
-2.914970147993392,0.19917537675610628
-2.9081814719848667,0.010859103219717638
-2.90302360687729,-0.13776882442688498
-2.9024203128009916,-0.16209331723758053
-2.9019323709259215,-0.16645775770740925
-2.8995668345352246,-0.22497787714761472
-2.898436405361646,-0.24519675164741814
-2.8948333210648123,-0.35399370385056417
-2.8837065439283798,-0.6978532985163378
-2.8722031318956844,-1.0226801638161436
-2.8641786985591473,-1.267023502675155
-2.8623195183920442,-1.3181864636771257
-2.861333415537893,-1.348806504694678
-2.837374271143746,-1.8482899355468647
-2.83367923862073,-1.8996382391766733
-2.8274397897416854,-1.9513998050627768
-2.8187528430499005,-1.9861052562398174
-2.816852149995997,-2.007248905869148
-2.7913852803631594,-1.6946966592711055
-2.7694810355373765,-0.9892484608953052
-2.76651199190934,-0.8826315279164465
-2.763587376167174,-0.7794182530189291
-2.7575805881353332,-0.5770094000027484
-2.7507370400557067,-0.31826918734633847
-2.7457115640586793,-0.14282980021324854
-2.743152294219413,-0.07925211978046696
-2.742151276746309,-0.040262230121641394
-2.7408275393554247,-0.003614824039186497
-2.7311627387339046,0.1939049224620828
-2.729013814243607,0.24023815610780277
-2.7244296808455823,0.2997938637138015
-2.704900999998933,0.14999492317015323
-2.691335798253716,-0.3295868193695588
-2.6897987864545154,-0.3938597617604236
-2.6864331982809815,-0.5769067534081761
-2.6835680390885748,-0.7372349279395438
-2.673325755562747,-1.4061598767728858
-2.6708961379840748,-1.5596034994437091
-2.6558687820084295,-2.718219886498464
-2.6509560152958915,-3.076171347472228
-2.6406140330139056,-3.8225983826114196
-2.632596656241016,-4.347939205973923
-2.629540470093403,-4.5110605568193085
-2.625050603953813,-4.722494762750462
-2.6203515168874363,-4.915368919894881
-2.616885261165823,-5.009186403933786
-2.6164429404025924,-5.028839564326348
-2.6134744725750254,-5.090390418515174
-2.6115546184789045,-5.11798706328579
-2.6052230760301756,-5.151364348492705
-2.604626690094738,-5.1667899543794
-2.600559434939674,-5.110323993334109
-2.600537859333616,-5.116762073948654
-2.60043491940662,-5.123937964933955
-2.597408762160215,-5.092698068371823
-2.5908262914695124,-4.892157905233674
-2.5895123850331414,-4.833312830416633
-2.5877436662552027,-4.748111955866085
-2.5768843267285773,-4.105984962925829
-2.5619713440825347,-2.8601233414057643
-2.5579557815413656,-2.485472732251018
-2.552103098238108,-1.9146225645688113
-2.541863986207434,-0.8544467813835809
-2.534046684473036,-0.05657020409316607
-2.5335642862879957,-0.019011938162367112
-2.5284147362616975,0.4463829508570746
-2.522417069244547,0.9533122726007744
-2.520996566252923,1.072215672284526
-2.520411107042196,1.1083218406882476
-2.5181697178595353,1.2646768375996515
-2.5172080975497027,1.3333061077342327
-2.5043677125734436,2.063686340304712
-2.5043075858265205,2.0689097903954092
-2.503429860538568,2.0923894087726223
-2.5001170339046235,2.208972223584932
-2.4960067243670774,2.3047667368473967
-2.4786455930463944,2.2727456492857385
-2.4673531132312796,1.886335249243234
-2.4652866160860256,1.7908427306738037
-2.459721801447092,1.4915912798723052
-2.4545617386536636,1.183868095670321
-2.452524220800515,1.0856169965660767
-2.449077562894834,0.8482105391858616
-2.448519850326589,0.8117507533956324
-2.4443825408816844,0.5443422301730684
-2.43782257422932,0.1367338570699453
-2.436499683719,0.04002198873401102
-2.4215054247932444,-0.7847084911689173
-2.400084746288467,-1.308186545574356
-2.3981500414233494,-1.3281763841458971
-2.3957694616077156,-1.302287921989248
-2.394917215876611,-1.2815702416422246
-2.3898525382714215,-1.1929943781005257
-2.3850488816999347,-1.0691560693031024
-2.3754392338451495,-0.6373322446909269
-2.355251244780616,0.7513746152012974
-2.3532017663710008,0.9277701679500443
-2.3350885099163587,2.4051658941210197
-2.334886863997139,2.4176006615209316
-2.331719631760537,2.652220957392897
-2.3214567679492983,3.340180934243757
-2.316044393055383,3.6047251793723545
-2.313260612365152,3.731825466438888
-2.312024215459865,3.787523671023128
-2.30087909302231,4.034548799628862
-2.2960886938251686,4.050156713488861
-2.2950337795790303,4.057124467239935
-2.292827069569192,4.013939280880461
-2.280218837625042,3.6518866656069173
-2.274265532239734,3.3034062742392227
-2.26775660540602,2.8847974343521234
-2.2644851144037594,2.6070772846943178
-2.2635662884376075,2.5413977799898118
-2.2515190324934755,1.4537342684342238
-2.2433756623055165,0.6315847648534217
-2.2344250521970057,-0.285334814824741
-2.2266013353503555,-1.0518326628877932
-2.193381568124642,-3.3716719069476793
-2.1878566461821505,-3.5458821132502747
-2.1810671677497533,-3.6823173070588213
-2.174795605276068,-3.7094450457308805
-2.1667140502225584,-3.645119759431276
-2.1605635803089083,-3.504304406307772
-2.157327043192695,-3.3945821016729782
-2.1390305265248815,-2.735135956214541
-2.1372499361844524,-2.675079650232462
-2.1335437913206663,-2.5195097251114147
-2.1314932504244224,-2.445477232918484
-2.1270653508290978,-2.26190315509489
-2.1253982199882335,-2.1868913306666578
-2.1212873830471732,-2.047782212590639
-2.113826360003621,-1.798956764364986
-2.11242859762546,-1.7535113571072374
-2.0877387808910672,-1.3592161430145149
-2.0831290432330496,-1.3556929837519547
-2.070084077371401,-1.4584657333903996
-2.0674331584288392,-1.4962089758476882
-2.0658271216045585,-1.5270071170756572
-2.0657306202967978,-1.5456546384814982
-2.049668536543669,-1.795446232267148
-2.0241172244962176,-1.9890845497550815
-2.011163414284953,-1.8434953907601492
-2.0012584995461244,-1.553070002197785
