n_harmonics,base_freq,magnitudes,instruments
10,3.2684186730348412,"[-1.38696372  0.22916104  1.04546655  1.31968858 -0.01113112 -0.72020177
 -0.09249398  0.92213162 -1.18052653 -0.21716353]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9955284769220514,-1.6488948070655853
-2.991200801263931,-1.8240373641170657
-2.9827764145444737,-2.2614849702001694
-2.976143105149095,-2.580598610283761
-2.9759883007514127,-2.6171657529690524
-2.9708299811554273,-2.8945784542361426
-2.9435705641612464,-3.678258961584076
-2.9389047881072843,-3.720195484125175
-2.9302984727188415,-3.664498660058748
-2.929820960405193,-3.5549229354542438
-2.9141978563298183,-3.0222387384662897
-2.907735492186897,-2.721273242367543
-2.9026899842524254,-2.358882188323702
-2.9015278946228285,-2.2867494953879466
-2.8907029340527366,-1.4100155079793988
-2.8688421640757724,0.52019246654343
-2.8553221642897615,1.6352442414265829
-2.853394248123701,1.7415016806278554
-2.850746873890682,1.9604990719897537
-2.847351518723908,2.1610873418453536
-2.843962422205476,2.331794295155716
-2.8371801779830648,2.7614971465917955
-2.835064148154135,2.8021328689643408
-2.832069799904648,2.866246525016486
-2.8293188080019913,2.9222659397688076
-2.828383188922489,2.9419703516396103
-2.8259170807630185,2.9927962939700774
-2.8255646529935694,3.0594845625630906
-2.8164199218320882,3.032833783879957
-2.8156235521757607,3.036231788032065
-2.814544260992978,2.9991134514899165
-2.8103013206135445,2.9336770222902215
-2.8098039957540557,2.8992995807892954
-2.807174217553073,2.857982630624462
-2.796613628952586,2.4682062703714753
-2.7949818861659366,2.358862265719321
-2.785773359016729,1.8529228823314403
-2.780482895895582,1.6123918853917067
-2.775437256920007,1.198789401280361
-2.7724473511405394,0.978116161340608
-2.7591993001677544,0.0298181537229925
-2.748924346708119,-0.5497601101936554
