n_harmonics,base_freq,magnitudes,instruments
9,3.8337945433385308,"[-0.3929866  -1.75810018 -0.54615963  0.09005944 -0.37583826 -1.16022911
 -0.77343345  0.24495463 -0.97255957]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.998990412738533,-0.5406240711348725
-2.9938751194579374,-0.39014784806261604
-2.9913424302348472,-0.2777003796136268
-2.985216514338025,-0.012848230061867395
-2.9801937420226716,0.15481842700560006
-2.9587056028426737,0.5206679305277243
-2.9567506667997185,0.5342531942100559
-2.9554550932392454,0.5558723766712319
-2.9307359474439605,-0.05004758024856003
-2.919893430348389,-0.6561674585359654
-2.9108777553494063,-1.2959663771783132
-2.8858560809444604,-3.211991007923965
-2.8750762666384206,-3.9070616138010688
-2.869651751165139,-4.184042395115611
-2.847635377249354,-4.541472989604656
-2.8391925891390644,-4.317938726651478
-2.828810079058352,-3.7552279244487377
-2.8256492284598167,-3.5096349364652104
-2.8204259434631216,-3.10606327245626
-2.817522996744292,-2.813273157337695
-2.813836766161881,-2.4225420820221966
-2.8065882031045497,-1.6853565609561068
-2.80384139547619,-1.3502320347792887
-2.792245965914642,0.04052855054618756
-2.770349253673249,2.288687432581308
-2.7695893563541656,2.4056689068679122
-2.768210375142562,2.497539373007403
-2.7605943885140096,3.0688809523918783
-2.746800249448377,3.674391789265087
-2.7136857683806945,2.4500076293545736
-2.713576497483598,2.3932513003806117
-2.711556500238812,2.2096224373109323
-2.7113284268276523,2.1943415147360845
-2.710965295702148,2.174369969583699
-2.7084678043449584,1.9420406826266534
-2.7034609629491593,1.380998055683627
-2.698921475352533,0.9395219586021645
-2.6974468099694997,0.7248121319549998
-2.6900217490085763,-0.09158613991098723
-2.68954007422069,-0.17864818628444168
-2.684260696983924,-0.7674562313723466
-2.67704181045593,-1.5773963391692245
-2.670181176763182,-2.3321430943168697
-2.6662747625307537,-2.6420408876793138
-2.663872848481595,-2.9173082955456615
-2.662122476647739,-3.0746702273985043
-2.661064219245719,-3.124448762768635
-2.645899082150425,-4.159080944702801
-2.645525672761229,-4.165897433814706
-2.620814431856429,-4.287449685635047
-2.61626447713643,-4.119645322474555
-2.6107715404213554,-3.8635172428611084
-2.6105284338225467,-3.8361526571554374
-2.6080260873784753,-3.710613493013882
-2.5960103892843427,-2.897970934019464
-2.5946649018103463,-2.7998948071917233
-2.5941833730270076,-2.773378519130812
-2.592103071630626,-2.5951731347607696
-2.5869780506001874,-2.184546120066746
-2.585576673069321,-2.0477434771415255
-2.5830181480816705,-1.8228797114001596
