n_harmonics,base_freq,magnitudes,instruments
7,1.5189824514184687,"[ 1.65257836e-01 -4.91730168e-04  6.33205705e-01  2.84812247e-01
  1.07519482e+00  1.52449930e-01 -4.67766997e-01]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9966359242992286,0.8770802590255535
-2.9937222764532185,0.867676735573585
-2.977991621503957,1.0046231800290901
-2.975079899730514,1.1084125077645366
-2.964733908202261,1.0391434201877676
-2.9548324388303353,1.1365198526861058
-2.9485386328326673,1.195075646661493
-2.944987239598846,1.2167606946726846
-2.9417113907401036,1.1527827980324687
-2.939505276786851,1.1753635039356252
-2.9344167960137204,1.224333531793904
-2.9225779055331857,1.2442522038023662
-2.921148177862959,1.2672038398463525
-2.917057500554127,1.2953696967355892
-2.9158150889489782,1.3181799394748552
-2.908013541852527,1.2890462455635883
-2.9068743436362787,1.2768291315609097
-2.8828337503112076,1.320994967209425
-2.8793860862636076,1.4252353480034694
-2.8676777151681407,1.2990571083873383
-2.8661506720214387,1.351028275114945
-2.8655136058498467,1.3744997510139687
-2.8649944834653125,1.38709803646978
-2.844383603576553,1.3978624283560515
-2.8371654189525817,1.3673490477201107
-2.831001100087818,1.3573818346696296
-2.826429408375933,1.4380573894296758
-2.8227383257814886,1.3378847558244722
-2.812606184652581,1.3596405374278637
-2.801561886505592,1.3586453937228344
-2.786166010632294,1.2722808136493127
-2.784940182601181,1.2939166366879116
-2.7803573862876307,1.2918186542119205
-2.777764648210811,1.3276113241853087
-2.7756499955027296,1.2937252517907185
-2.765428776970776,1.297944867356461
-2.7596973876475266,1.1960570908876784
-2.759240728759564,1.2234079416159112
-2.7571756672606025,1.177162612278781
-2.749436294888108,1.2056534529659921
-2.746423947898502,1.152942959492952
-2.745364169459491,1.1801592968689187
-2.7292294950314417,1.1219288590068734
-2.7241078597547963,1.0831518694588067
-2.721935913461083,0.9937633455195828
-2.721716963498171,1.0784317592833914
-2.7204717147249067,1.0131702993859886
-2.7164445682194396,0.9659334463037876
-2.7136461023543577,1.0108674511001912
-2.709957097905244,0.9821978906555007
-2.6955800816356077,0.8968413688466748
-2.691345773900861,0.7914902123549215
-2.6904964505763633,0.8344805835093969
-2.6611679085917164,0.6235366175246178
-2.6518977647848794,0.601039323117789
-2.6468455452584476,0.48909324109830893
-2.6459511551888095,0.514601569603724
-2.645040093602629,0.44314639512814263
-2.6445859883707366,0.4161915086449135
-2.6373948867264727,0.399866188675115
-2.6362025969802163,0.3828290352526281
-2.6233430678760197,0.30909613667830965
-2.622804926014349,0.23273897248880895
-2.62016290545784,0.25535317621230896
-2.604403341976911,0.13608247920383984
-2.59076167203098,-0.041698845863388685
-2.5830665971842013,-0.10595292425280475
-2.580226827799263,-0.16282259679810898
-2.5718952520713314,-0.23930014070819844
-2.5717030135373493,-0.26704439245298156
-2.559009049772574,-0.3525705635980734
-2.5561385707648485,-0.301049134232665
-2.555986340754383,-0.4147910150589925
-2.548659392527532,-0.4919251437959481
-2.54649714781154,-0.48903612609497776
-2.5322322543999496,-0.6423370896151004
-2.5281620065012627,-0.6530936358416387
-2.527185210691722,-0.7264141315577685
-2.520962276768662,-0.6798969765115661
-2.514862711090258,-0.8166031829207522
-2.505640252603289,-0.8192277632695277
-2.4960286606861315,-0.9253351384110606
-2.49113237741454,-0.9638596317644972
-2.4764278810030107,-1.1084642307007042
-2.474525607644173,-1.104422663402503
-2.4739854362781615,-1.1176897602699785
-2.4715705193350077,-1.0594505206997638
-2.4641390417743994,-1.1555906658182815
-2.447996243526096,-1.2624057406069418
-2.4419750798572064,-1.3171142792967534
-2.4387703030033987,-1.31053073931299
-2.431440269283371,-1.3430059476880183
-2.428335893091906,-1.345185609325363
-2.422704095975005,-1.336203181896722
-2.4145809386710853,-1.3425583673748838
-2.412577955798624,-1.3238813296155592
-2.4084616521075395,-1.2892708026204265
-2.407997756008631,-1.3203730666764346
-2.4056180670761194,-1.4086943465419546
-2.401584713659261,-1.298302296134339
-2.3967365188065233,-1.2697325059397488
-2.390148829317087,-1.3255280046869327
-2.386026478798702,-1.3581457108700825
-2.3858626659482183,-1.3094793888097265
-2.3790856562835527,-1.3173951822401637
-2.3763447656996513,-1.2313402831802318
-2.3674249529210125,-1.2286962338441216
-2.3627393797916905,-1.2103372253971645
-2.34792649212356,-1.1323118622832944
-2.345000506030474,-1.0957605295043558
-2.339548488002035,-1.0604663065425126
-2.331051903776224,-0.9601966595867387
-2.324617221452881,-0.8256975707878789
-2.3228081536482765,-0.8910692266995923
-2.322724323550032,-0.9217554626773682
-2.312789800714381,-0.7001932699823246
-2.310269886595303,-0.6886302032508198
-2.3085505687941543,-0.6522570455051158
-2.299624286843832,-0.5910302664513511
-2.2927300193909845,-0.4683669934831651
-2.286634043757024,-0.3554424033724429
-2.2835933226971696,-0.3472574856950927
-2.2795102702289842,-0.31606048407789855
-2.271965796839348,-0.10564210382646512
-2.2688725821595765,-0.17972927698405128
-2.2670958909194354,-0.05360627736949967
-2.265038334025663,-0.04817272529049978
-2.2615120025357243,0.020728210596247736
-2.258757781999233,0.045517584983183666
-2.252908795951601,0.16289056161642512
-2.2519565468628167,0.17357602149107035
-2.247540863724927,0.278910859159204
-2.2466421286250995,0.24597961102754115
-2.2460485078997867,0.33034956808373145
-2.2379065101346387,0.48617559172558616
-2.2233555676303283,0.8039852466734994
-2.2226405538135516,0.6567978115928854
-2.222477723384211,0.7717705890161818
-2.2191889512784995,0.8594406569950067
-2.214260317319977,0.9126987199587994
-2.2127485161246154,0.9106975035745228
-2.207236258262281,0.9555647638436272
-2.1905932332943734,1.3312575696806288
-2.187589203947959,1.3978801154942406
-2.179291342287158,1.6076194855896606
-2.1785919544549897,1.6536000543018115
-2.172412250000023,1.6577526576664128
-2.1722405447259234,1.648786531738006
-2.168188097792581,1.756281403547587
