n_harmonics,base_freq,magnitudes,instruments
9,3.0527773175540904,"[-0.52572866  1.53754895  0.55657845  0.48829867  0.9111688  -0.0527596
 -0.02680103  1.37699634 -1.01714096]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.989394263536414,-6.536996441022053
-2.982374591016838,-6.69451554581388
-2.978244354986819,-6.759033060290937
-2.973642311894837,-6.743537035205189
-2.9709645295268343,-6.733075015290355
-2.9680837528376056,-6.703739790628949
-2.9549040713505503,-6.345576929750877
-2.9517685178962307,-6.212827584715844
-2.9484054763673107,-6.051614135675758
-2.933212401429792,-5.121403291700263
-2.9229958043221966,-4.316254475623498
-2.920869715678835,-4.1606959503979315
-2.9131064971991343,-3.483714755551799
-2.9073337818954332,-2.9741554590436876
-2.9029249918699245,-2.5678414815260933
-2.9022980931927984,-2.5333244035261977
-2.9005002315135417,-2.350966111735005
-2.877405369222024,-0.3618464557105698
-2.876148553927125,-0.28198478309790503
-2.873230011299116,-0.04749791817806705
-2.869908163263936,0.17149625344257738
-2.8600886034497135,0.8333416328401151
-2.8495216119545255,1.4088737340874116
-2.845242002962276,1.6189517421083215
-2.83808548173692,1.8658268245711713
-2.837431751740657,1.9052280718548824
-2.83421977176768,1.9977277874524797
-2.8333857632690327,2.0376612362389745
-2.8190379145464695,2.3046629712576356
-2.8089373445028807,2.3712246324417956
-2.8087586171896444,2.3655433308709295
-2.8078326295517524,2.3810471346248474
-2.807021861780165,2.37723069285173
-2.803822276329256,2.3732746286890634
-2.8004479967102363,2.353478059506715
-2.7818650589437475,2.14092927458251
-2.770924246109835,1.9722084829716355
-2.769650797207322,1.9514268594599142
-2.7633417740022255,1.865845766800648
-2.7571009733362395,1.738460541747307
-2.7463090568100474,1.572110241359934
-2.741494096601601,1.4872393091289027
-2.7383796521013735,1.4391211305449383
-2.736901574715874,1.4640479511418578
-2.734035756292283,1.4088979368324914
-2.72807054678714,1.3816240141563365
-2.7270006453899462,1.349298320016988
-2.718006171212563,1.3088167746367145
-2.7163834855908675,1.2934049487758539
-2.6951013149578564,1.3287663777085086
-2.6825801990599913,1.4428745013942605
-2.6657271086109207,1.5804142940890742
-2.6645274494031255,1.5947843365802499
-2.6630148761840235,1.6181308111847426
-2.6540391076792993,1.7003718186620032
-2.6503002944070992,1.7063093603154285
-2.6362241990929136,1.8267998389472446
-2.61697182075397,1.8831127303801312
-2.613006607437107,1.8673490734966598
-2.6075761105639805,1.8808536270453007
-2.6036962644176955,1.8372460117836105
-2.590764974115247,1.7728614856428977
-2.5903401704486457,1.7989819233045907
-2.5887408013208058,1.7755518259553495
-2.5694570984737837,1.543616294551777
-2.568457463081618,1.5489463964464978
-2.558076645061483,1.428095504191023
-2.5559775444920425,1.3626044226662573
-2.524601018331973,0.8334907013463381
-2.521742900588917,0.7930475617926585
-2.515983456070325,0.6764915075251566
-2.5052725071075765,0.476655793800099
-2.5050051050061475,0.48651908756859025
-2.501413129573394,0.4130772597528583
-2.501229126865546,0.4189025636293704
-2.461073768119941,-0.4464036201093235
-2.45624206668915,-0.5940353640326117
-2.452640274575338,-0.6752394475647447
-2.4525612206635206,-0.6785249755591608
-2.4373187710202098,-1.0684135393310459
-2.431501025308865,-1.2349272862685534
-2.4307573594075134,-1.2445201266530328
-2.430017411200309,-1.2712354202783895
-2.4160407081323916,-1.6022221526597913
-2.4042837730291495,-1.8618738085774567
-2.4004823170521967,-1.923177062060721
-2.3826118880117737,-2.1893063468245404
-2.381556366093358,-2.201754846703487
-2.3781618518435677,-2.240665510402793
-2.358669171341406,-2.235560186720771
-2.3550722919827383,-2.2035735397947582
-2.3494009419855733,-2.116288214414123
-2.348573507878935,-2.1227445575663437
-2.348255624214733,-2.1319210821473638
-2.343370545618208,-2.009027783919387
-2.3400969076591593,-1.9519545692060674
-2.3369341196897726,-1.8951424091211606
-2.334581945265438,-1.8075378245802982
-2.3345412177089653,-1.8178393305977707
-2.3312363814351285,-1.7142908920246323
-2.330349761002758,-1.7091783510622145
-2.3251742434892315,-1.526206061586087
-2.318496739791178,-1.285508328726439
-2.298024618587263,-0.3832012426590384
-2.2910116424882894,-0.016945843326679654
-2.2895966838262867,0.035254107458265155
-2.288611408916945,0.10974557265680647
-2.283599973990408,0.3671342292531935
-2.278624613734939,0.6179756252851738
-2.274841539545549,0.8184664544945291
-2.2700527216419886,1.0601263669172116
-2.2618408670087815,1.4407294987145434
-2.2532686489735534,1.8429054792600137
-2.251916199172263,1.905374604473903
-2.249877765969744,1.979094077918237
-2.2462412860431744,2.127253942249485
-2.243823940450211,2.2168891912422803
-2.226891636726913,2.7108998366324855
-2.226282648878035,2.7320001183932936
-2.2129933801300385,2.8917969614329877
-2.2105352755574224,2.922510342494933
-2.202215844826547,2.9121822221611735
-2.2007870894696766,2.890871145806256
-2.2001910637103306,2.917074940086304
-2.199144545536002,2.8949566622982474
-2.1952926711076883,2.8881805188409246
-2.1852838350203028,2.679783149282283
-2.1791977334830563,2.561981496900446
-2.171867832531266,2.3488864245721404
-2.169624441491588,2.2830582005115754
-2.1664158436414493,2.1761489415141977
-2.163922759221263,2.0920074440374408
-2.1589880388792615,1.899460966266576
-2.15853030956928,1.8804685141494517
-2.1525229402803756,1.6760548018987056
-2.137726735334068,1.0427373628268466
-2.136212643056172,1.0041343073063407
-2.132718189037072,0.8631787703561679
-2.123156906688852,0.4423893949358525
-2.121426006221693,0.38711839317082264
-2.120677687231357,0.38644464270272033
-2.106938497321446,-0.09353308962241222
-2.105724644346376,-0.13464295900345716
-2.1040756944151293,-0.18815147317431677
-2.1039848697699464,-0.18029359200420744
-2.0994681933138484,-0.30812403483439993
-2.093783055808168,-0.4266959241435931
-2.088720761687683,-0.5395132648721257
-2.08157230399285,-0.6553173653706286
-2.076249371753594,-0.7383610791053243
-2.0527613763031853,-0.8023757733293915
-2.042981861476772,-0.7765566341793254
-2.0379472364072297,-0.7347223467202215
-2.0373016807082784,-0.7355772623798063
-2.032676329131418,-0.7028592446072854
-2.0297384555891247,-0.6274631331382613
-2.02189881243699,-0.5841883152762961
-2.017798725974484,-0.5131807660920265
-2.0120690947387665,-0.4661809375763538
-2.011069784266523,-0.4397742894419039
-2.0034071330852883,-0.3778493447973856
-1.9857688721193434,-0.22196165089038097
-1.9800514215537128,-0.18490294818099737
-1.9787270575334364,-0.17125803390385166
-1.9776700539406777,-0.18895511590299213
-1.9681048424970204,-0.15881526272530616
-1.9573791103262101,-0.12767169538685985
-1.9465646899773237,-0.10112596819484604
-1.9343242217298786,-0.12179614062408599
-1.9306982275229514,-0.08382427014721891
-1.9255979322513008,-0.09181149207096698
-1.9142485811373426,-0.05985403766569605
-1.9137446403502854,-0.03549165527010499
-1.9124862852549755,-0.05596423317727713
-1.9112796124115559,-0.034291033460198565
-1.8990847646614326,0.07719212959006454
-1.8990097933752528,0.10375172151222098
-1.8983382117781777,0.0902833592689046
-1.8862568081595559,0.30287233970391
-1.8847462422916028,0.34609807359199607
-1.8709689420725293,0.6642321050601668
-1.8652174949842704,0.8614078086917358
-1.8581133856608756,1.0814131056126772
-1.84894765798667,1.372029417994317
-1.8465414513180132,1.481883051717896
-1.843180243674566,1.5889177129851089
-1.838836207001932,1.7755151948139904
-1.8334891334801486,1.9854430076381562
-1.8328466459274986,1.9935280578803452
-1.8306935045553634,2.09378635397588
-1.825085957723725,2.2822440103714223
-1.8248012311288477,2.278921786976378
-1.8163575528396398,2.567548203026144
-1.800822454786938,3.0397565676107283
-1.7902512518428917,3.2322870521364755
-1.7867308517873906,3.2552491603985025
-1.785234399586031,3.2755516200655586
-1.7736290887472594,3.3469551577809917
-1.772308759931369,3.3083492154236014
-1.766138424198515,3.2710007623987276
-1.7654317594356015,3.26926915186795
